pair_id,foodaps_q_id,foodaps_text,acs_q_id,acs_text,subtopic,claude3_classification,claude3_confidence,claude3_reasoning,claude3_consolidation_potential,gpt4o_classification,gpt4o_confidence,gpt4o_reasoning,gpt4o_consolidation_potential,haiku35_classification,haiku35_confidence,haiku35_reasoning,haiku35_consolidation_potential,fuzz_token_set,fuzzy_classification,claude_gpt_agree,all_models_agree
P_0077,FAPS_0095,List FEMALE HOUSEHOLD MEMBERS BETWEEN ages 14 AND <53,ACS_0028,What is Person 2’s sex?,Sex,related_but_distinct,high,"Question A is asking about the sex of household members between specific age ranges, while Question B is asking about the current sex of an individual. While they are related in the general topic of sex, they are asking for different specific information.",no,related_but_distinct,high,"Question A specifically asks for female household members within a certain age range, indicating a focus on demographics and household composition. Question B simply asks for the sex of Person 2 without any age reference or household context. They relate to the topic of sex but are distinct in the population targeted and the purpose of the question.",no,related_but_distinct,high,"Question A is specifically requesting a list of female household members in a specific age range, while Question B is a simple sex identification query for a specific person. A focuses on demographic listing, B on individual sex identification.",partial,21.05263157894737,distinct,True,True
P_0078,FAPS_0095,List FEMALE HOUSEHOLD MEMBERS BETWEEN ages 14 AND <53,ACS_0034,What is Person 3’s sex?,Sex,related_but_distinct,high,"Question A is asking for a list of female household members in a specific age range, while Question B is asking about the sex of a specific person. These are related concepts, but they are asking for distinct information.",no,related_but_distinct,high,"Question A asks specifically for female household members within a defined age range, while Question B inquires about the sex of a specific person. Although both questions relate to the topic of sex, they target different populations and demographic characteristics, making them related but distinct.",no,related_but_distinct,high,"While both questions relate to sex/gender, Question A specifically requests listing female household members within a narrow age range, while Question B simply asks about the sex of a specific household member without age constraints",partial,23.684210526315795,distinct,True,True
P_0079,FAPS_0105,Do you use most of your benefits from [FILL IN STATE SNAP NAME] at [Fill store from C1 or at Fill store from C3]?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,near_duplicate,high,"Both questions are asking about receiving SNAP/food stamp benefits, but QUESTION A is asking about the respondent's current usage while QUESTION B is asking about receipt in the past 12 months. The core concept is the same, with minor differences in the reference period.",partial,related_but_distinct,high,"While both questions pertain to the Supplemental Nutrition Assistance Program (SNAP), Question A focuses on the usage of benefits at specific stores and does not specify a time frame. In contrast, Question B examines whether any member of the household received benefits in the past year, indicating a broader engagement with the program without detailing usage. This makes them related but distinct in their focus and intent.",no,near_duplicate,high,"Both questions target SNAP benefit usage/receipt, but Question A appears more store-specific while Question B is about broader household benefit receipt. Minor wording and context differences.",partial,49.6,distinct,False,False
P_0080,FAPS_0106,Where do you do most of your food shopping when using your benefits from [FILL IN STATE SNAP NAME]?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,related_but_distinct,high,"Question A asks about the current usage of SNAP benefits, while Question B asks about the usage of SNAP benefits in the past 12 months. The concepts are related in that they both ask about SNAP benefits, but they are distinct in the time frame they cover.",no,related_but_distinct,high,"Question A asks specifically about the location of food shopping using SNAP benefits, while Question B inquires whether anyone in the household received SNAP benefits in the past year. They are related through the topic of SNAP but focus on different aspects of its use.",no,related_but_distinct,high,"Question A asks about shopping behavior while using SNAP benefits, while Question B asks about SNAP benefit receipt as a yes/no screening question. A focuses on shopping location/behavior, B focuses on program participation status.",partial,47.05882352941177,distinct,True,True
P_0081,FAPS_0116,How much do you usually pay out of pocket for a single one-way trip to [FILL IN PRIMARY STORE NAME FROM C1],ACS_0094,What is this person’s marital status?,Marital,not_comparable,high,"The two questions are asking about completely different concepts - one is about the cost of a single trip to the grocery store, while the other is about a person's current marital status. They have no meaningful connection despite both being part of federal surveys.",no,not_comparable,high,"QUESTION A is about the out-of-pocket transportation costs associated with shopping, while QUESTION B is concerned with an individual's marital status. These questions pertain to entirely different concepts and do not share a common theme, making them not comparable.",no,not_comparable,high,"Question A asks about transportation/store trip costs, while Question B inquires about personal marital status. These are entirely unrelated survey questions from different domains with no substantive overlap.",no,25.0,distinct,True,True
P_0082,FAPS_0116,How much do you usually pay out of pocket for a single one-way trip to [FILL IN PRIMARY STORE NAME FROM C1],ACS_0095,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital,not_comparable,high,"Question A is asking about the cost of a single trip to a grocery store, while Question B is asking about marital status changes over the past 12 months. These are fundamentally different concepts that cannot be meaningfully compared.",no,not_comparable,high,"The questions are focused on entirely different subjects—Question A addresses transportation costs to a grocery store, while Question B pertains to marital status. As such, they evaluate separate concepts and do not share a common theme.",no,not_comparable,high,"Question A asks about transportation store trip costs, while Question B inquires about marital status changes. No substantive overlap in content or purpose.",no,36.75675675675676,distinct,True,True
P_0083,FAPS_0116,How much do you usually pay out of pocket for a single one-way trip to [FILL IN PRIMARY STORE NAME FROM C1],ACS_0096,How many times has this person been married?,Marital,not_comparable,high,"These two questions are asking about completely different concepts - one is about transportation costs, the other is about marital history. The reference periods are also not comparable, with the first question asking about a single trip and the second asking about lifetime marital history.",no,not_comparable,high,"The two questions ask about completely different concepts. QUESTION A refers to transportation costs related to grocery shopping, while QUESTION B pertains to marital status or history. There is no overlap in the topics they address, hence they cannot be considered comparable.",no,not_comparable,high,"Question A asks about store trip cost, while Question B asks about total number of marriages, representing completely different survey topics and data collection goals",no,30.4635761589404,distinct,True,True
P_0084,FAPS_0116,How much do you usually pay out of pocket for a single one-way trip to [FILL IN PRIMARY STORE NAME FROM C1],ACS_0097,In what year did this person last get married?,Marital,not_comparable,high,"The two questions are asking about completely different concepts - one is about the cost of a single trip to the primary grocery store, while the other is about the year of a person's last marriage. The topics and reference periods are not at all equivalent.",no,not_comparable,high,"Question A pertains to the cost of transportation related to shopping, while Question B asks about the marital status of a person. They address entirely different topics and concepts, making them not comparable despite both being survey questions.",no,not_comparable,high,"Question A asks about store trip out-of-pocket costs, while Question B inquires about the year of last marriage - completely different survey items with no substantive overlap",no,27.450980392156865,distinct,True,True
P_0085,FAPS_0304,"On what date did you last receive benefits from SNAP? This program used to be called food stamps and, in your state, it is called [FILL IN STATE SNAP NAME]. It puts money on a SNAP EBT card that you can use to buy food",ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"The two questions are asking about the same core concept of SNAP/food stamp benefits, but they differ in the reference period. Question A asks about the last time the respondent received SNAP benefits, while Question B asks about receipt in the past 12 months. This represents a mismatch in the time frames being measured.",no,reference_period_mismatch,high,"Question A asks about the last specific date benefits were received, which does not indicate a time frame, while Question B specifically inquires about benefits received within the past 12 months. This presents a clear mismatch in the reference periods being queried.",no,reference_period_mismatch,high,"Question A seeks a specific date of last SNAP receipt, while Question B asks about receipt within a 12-month period; different temporal scopes prevent direct equivalence",partial,49.57746478873239,distinct,True,True
P_0086,FAPS_0305,How many dollars were put on your SNAP EBT card the last time you received SNAP benefits?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"Both questions are asking about SNAP/food stamp receipt, but the reference periods differ. Question A asks about the last time benefits were received, while Question B asks about receipt in the past 12 months.",no,response_format_mismatch,high,"Question A asks for a specific dollar amount of SNAP benefits received during the last instance they were received, while Question B queries about any benefits received within the last 12 months, without specifying a dollar amount. This results in a fundamental difference in the type of response being solicited.",no,related_but_distinct,high,"Question A asks about specific dollar amount of last SNAP benefit receipt, while Question B asks about binary SNAP benefit receipt in prior year; different information captured despite same program topic",partial,38.36734693877551,distinct,False,False
P_0087,FAPS_0322,Keep track of the foods and drinks that children age 13 and under in your household got?,ACS_0023,What is Person 1’s age and what is Person 1’s date of birth?,Age,related_but_distinct,high,"Question A asks about foods and drinks consumed by children in the household, while Question B asks about the age and birth date of a specific individual. These are related in that they both involve age information, but they are asking about distinct concepts.",no,related_but_distinct,high,"Both questions pertain to age, but they focus on different aspects: Question A asks for the tracking of food and drinks specific to children aged 13 and under, while Question B seeks specific information about the age and date of birth of Person 1. Therefore, they are related but distinct in their inquiries.",no,not_comparable,high,"Question A is about tracking children's food consumption, while Question B is about collecting specific demographic data about a person's age and birth date. Both touch on age, but are fundamentally different survey objectives.",no,44.61538461538461,distinct,True,False
P_0088,FAPS_0322,Keep track of the foods and drinks that children age 13 and under in your household got?,ACS_0029,What is Person 2’s age and what is Person 2’s date of birth?,Age,related_but_distinct,high,"Question A is about tracking food and drink for children in the household, while Question B is about the age and date of birth of a specific person. While both relate to age, they are asking about distinct concepts.",no,related_but_distinct,high,"Question A focuses on tracking foods and drinks consumed by children aged 13 and under in the household, while Question B specifically asks for the age and date of birth of a specific individual (Person 2). Although both questions relate to the age of individuals, they inquire about different subjects and the context of the information sought is distinct.",no,not_comparable,high,"Question A is about tracking food/drink for children, while Question B asks for specific demographic age/birth date information. Although both touch on the topic of age, they are fundamentally different survey questions with distinct purposes and contexts.",no,43.07692307692308,distinct,True,False
P_0089,FAPS_0322,Keep track of the foods and drinks that children age 13 and under in your household got?,ACS_0035,What is Person 3’s age and what is Person 3’s date of birth?,Age,related_but_distinct,high,"Question A asks about the foods and drinks consumed by children in the household, while Question B asks about the age and date of birth of a specific person (Person 3). While both questions are related to the concept of age, they are asking about different things and have different response formats.",no,related_but_distinct,high,"Both questions relate to age, but Question A focuses on tracking food and drink acquired by children aged 13 and under, while Question B specifically asks for the age and date of birth of a specific individual (Person 3). Thus, they address different aspects of age and are not directly comparable despite having a common theme.",no,not_comparable,high,"Question A is about tracking children's food consumption, while Question B is requesting specific demographic details about an individual's age and birthdate. Though both touch on age, they serve fundamentally different survey purposes and collect different types of information.",no,44.61538461538461,distinct,True,False
P_0090,FAPS_0322,Keep track of the foods and drinks that children age 13 and under in your household got?,ACS_0072,Where was this person born?,Age,not_comparable,high,"Question A asks about the current food and drink consumption of children in the household, while Question B asks about the birthplace of the person. These are completely different concepts that are not comparable.",no,not_comparable,high,"The two questions ask about entirely different concepts; Question A focuses on tracking food and drinks for children under 13, while Question B inquires about a person's place of birth. They do not overlap in subject matter or intent, making them fundamentally distinct.",no,not_comparable,high,"Question A pertains to tracking children's food consumption, while Question B inquires about a person's place of birth - these are fundamentally different survey topics with no substantive overlap",no,28.828828828828833,distinct,True,True
P_0091,FAPS_0322,Keep track of the foods and drinks that children age 13 and under in your household got?,ACS_0099,Does this person have any of his/her own grandchildren under the age of 18 living in this house or apartment?,Age,related_but_distinct,high,"The two questions are related in that they both ask about the age composition of the household, but they are asking about different types of individuals (children vs. grandchildren). Question A is focused on children in the household, while Question B is focused on grandchildren in the household, which are distinct concepts despite some overlap.",no,related_but_distinct,high,"Both questions pertain to children and age, but Question A focuses on tracking foods and drinks for children under 13, while Question B inquires about the presence of grandchildren under 18 in a household. They address different aspects of age and household composition, making them related topics without overlapping content.",no,not_comparable,high,"Question A relates to tracking children's food in a household, while Question B inquires about grandchildren living in the household. While both involve children and households, they address fundamentally different information about children's status and presence.",no,56.21621621621622,distinct,True,False
P_0092,FAPS_0322,Keep track of the foods and drinks that children age 13 and under in your household got?,ACS_0100,Is this grandparent currently responsible for most of the basic needs of any grandchildren under the age of 18 who live in this house or apartment?,Age,related_but_distinct,high,"The two questions are related in that they both involve children/grandchildren, but they are distinct in that the first question is about tracking food and drink consumption for children 13 and under, while the second question is about being responsible for the basic needs of grandchildren under 18. The age ranges are different, and the focus is on different aspects of the child/grandchild relationship.",no,related_but_distinct,high,"Both questions focus on the care and tracking of children, however, they address different specific scenarios. Question A asks about tracking food and drinks for children under 13, while Question B inquires about a grandparent's responsibility for grandchildren under 18. Although they relate to age, they differ in context and specifics.",no,related_but_distinct,high,"Both questions involve children/minors under 18, but Question A focuses on tracking food for children in household, while Question B inquires about grandparental responsibility for basic needs of grandchildren",no,51.851851851851855,distinct,True,True
P_0093,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0023,What is Person 1’s age and what is Person 1’s date of birth?,Age,related_but_distinct,high,"Question A is asking about the food and drink consumption of children in the household, while Question B is asking about the age and date of birth of Person 1. They are related in the sense that they both involve age, but they are distinct as they are asking about different aspects of age.",no,related_but_distinct,high,"Both questions pertain to age, but they ask about different subjects and contexts. QUESTION A focuses on foods consumed by children under 13, while QUESTION B seeks the age and birth date of a specific individual. This makes them related but distinctly separate in terms of their focus and intent.",no,not_comparable,high,"Question A is about recording food consumption for children, while Question B is about capturing an individual's specific age and birthdate. Although they both touch on age, they serve fundamentally different survey purposes and capture different types of information.",no,43.90243902439025,distinct,True,False
P_0094,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0029,What is Person 2’s age and what is Person 2’s date of birth?,Age,related_but_distinct,high,"Question A is about the foods and drinks consumed by children 13 and under in the household, while Question B is about the age and date of birth of a specific person (Person 2). While they are both related to age, they are asking about different concepts and cannot be considered equivalent.",no,related_but_distinct,high,"Question A asks about the foods and drinks consumed by children aged 13 and under, focusing specifically on the actions of children within a household. In contrast, Question B requests specific information regarding the age and date of birth of Person 2, which does not relate to consumption or context of food. The core topic of age is present, but the specific inquiries are fundamentally different.",no,not_comparable,high,"Question A is about recording children's food intake, while Question B is specifically asking about a specific person's precise age and birth date. Though they both involve age, they are fundamentally different survey objectives.",no,42.27642276422764,distinct,True,False
P_0095,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0035,What is Person 3’s age and what is Person 3’s date of birth?,Age,related_but_distinct,high,"The two questions are related in that they both address the age of individuals, but they are asking for different information. Question A is specifically asking about the foods and drinks consumed by children aged 13 and under, while Question B is asking for the age and date of birth of a specific person (Person 3). The concepts being measured are distinct, even though they are related to the general topic of age.",no,related_but_distinct,high,"Both questions pertain to the demographic characteristics of children but ask for different specific information. Question A inquires specifically about food and drinks consumed by children, while Question B asks for specific age and birth date of an individual in the household. Therefore, they are related but distinct in their focus.",no,not_comparable,high,"Question A is about food consumption for children, while Question B is specifically about a person's age and birth date. Different survey purposes, different data collection aims.",no,43.90243902439025,distinct,True,False
P_0096,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0072,Where was this person born?,Age,not_comparable,high,"The two questions are asking about completely different concepts - the first is about the food and drink consumption of children in the household, while the second is about the birthplace of the respondent. They are not comparable in any meaningful way.",no,not_comparable,high,"Question A asks about the foods and drinks consumed by children age 13 and under, while Question B inquires about a person's place of birth. These questions pertain to entirely different subjects: dietary habits versus demographic information, making them fundamentally distinct and not comparable.",no,not_comparable,high,"Question A is about recording children's food intake, while Question B is about birthplace - completely different survey topics with no meaningful overlap",no,30.769230769230777,distinct,True,True
P_0097,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0099,Does this person have any of his/her own grandchildren under the age of 18 living in this house or apartment?,Age,related_but_distinct,high,"The two questions are related in that they both involve age, but they are asking about different things - Question A is asking about food/drink consumption of children, while Question B is asking about whether the person has any grandchildren living with them. The age ranges are also different (13 and under vs. under 18).",no,related_but_distinct,high,"Both questions relate to individuals under a certain age, but they ask about different aspects. Question A focuses on the foods and drinks consumed by children in the household, while Question B is about the presence of grandchildren living in the household. Thus, they are related by age but are distinct in their specific inquiries.",no,related_but_distinct,high,"Question A relates to children's food intake within a household, while Question B inquires about grandchildren living arrangement. Both involve children/ages but measure fundamentally different demographic attributes.",no,55.056179775280896,distinct,True,True
P_0098,FAPS_0323,Record the foods and drinks that children age 13 and under in your household got?,ACS_0100,Is this grandparent currently responsible for most of the basic needs of any grandchildren under the age of 18 who live in this house or apartment?,Age,related_but_distinct,high,"Question A asks about food and drink consumption of children 13 and under in the household, while Question B asks about grandparents being responsible for the basic needs of grandchildren under 18 in the household. Although both involve age, they are asking about distinct and unrelated concepts.",no,related_but_distinct,high,"Both questions relate to children and their caregivers, but they ask about different aspects. Question A focuses on the foods and drinks consumed by children under 13, while Question B asks if a grandparent is responsible for the basic needs of grandchildren under 18. The age ranges are different, and the topics are distinct.",no,related_but_distinct,high,"Question A focuses on food consumption/recording for children, while Question B examines grandparental care responsibility. Although both involve children under 18, their core informational goals are different",no,53.588516746411486,distinct,True,True
P_0099,FAPS_0341,"[Do you/Does your household] shop for food depending on when you receive income or food assistance benefits (WIC, [Insert State SNAP Name], etc.)?",ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"The two questions are asking about the same core concept (receiving SNAP benefits), but Question A does not have an explicit reference period while Question B asks about the past 12 months. This difference in reference period is the key distinction between the two questions.",partial,related_but_distinct,high,"Question A focuses on the timing of food shopping in relation to income or benefits received, while Question B specifically asks if the household received SNAP benefits within a defined timeframe. Although both questions relate to SNAP, they inquire about different aspects: shopping behavior versus benefit receipt.",no,reference_period_mismatch,high,"Both questions address SNAP benefit receipt, but with different temporal scopes. Question A lacks a clear time reference, while Question B explicitly specifies a 12-month retrospective period. Core concept is the same (SNAP benefit experience) but the time frame differs.",partial,50.33112582781457,distinct,False,False
P_0100,FAPS_0342,Did [you/your household] receive any benefits from [State SNAP name] during the [insert number of day fill] day Food Log period?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"The two questions are asking about the same core concept (receipt of SNAP benefits), but the reference periods are different. Question A refers to a specific period of a few days, while Question B asks about the past 12 months.",partial,reference_period_mismatch,high,"Both questions address the eligibility for SNAP benefits but differ significantly in their reference periods. Question A pertains to a specific day log period, while Question B refers to the past year. This discrepancy in time frames leads to the classification of reference period mismatch.",no,reference_period_mismatch,high,"Both questions ask about SNAP benefit receipt, but differ significantly in time frame. A focuses on a short, specific recent period while B covers a full year. This temporal difference affects potential response accuracy.",partial,58.24561403508772,distinct,True,True
P_0101,FAPS_0343,[If Yes to D2] On what date did [you/your household] last receive benefits from [State SNAP name]?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"Both questions are asking about SNAP receipt, but they have different reference periods. Question A asks about the last date of SNAP receipt, while Question B asks about SNAP receipt in the past 12 months. This difference in reference period makes the questions not directly comparable.",partial,reference_period_mismatch,high,"Question A is asking for the last date benefits were received, which implies a specific point in time, whereas Question B refers to benefits received within the past 12 months, indicating a broader time frame. This makes them fundamentally different in terms of the reference period, despite both referencing the SNAP program.",no,reference_period_mismatch,high,"Question A asks for the specific last date of SNAP receipt, while Question B queries receipt within a broader 12-month timeframe. Both cover SNAP benefits, but capture timing differently.",partial,48.648648648648646,distinct,True,True
P_0102,FAPS_0344,If Yes to D2] How much did [you/your household] receive from [State SNAP name] during the [insert number of day fill] day Food Log period?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"Both questions are about SNAP, but they have different reference periods. Question A asks about a specific [insert number of day fill] day period, while Question B asks about the past 12 months.",no,reference_period_mismatch,high,"Both questions inquire about benefits received from SNAP, but they differ significantly in their reference periods. Question A asks for a specific number of days, while Question B refers to benefits received in the past 12 months, creating a mismatch in time frames.",no,reference_period_mismatch,high,"Both questions target SNAP benefits receipt, but differ significantly in time frame. Question A asks about benefits during a specific recent food log period, while Question B asks about benefits over the past year. This temporal difference affects potential comparability.",partial,54.23728813559322,distinct,True,True
P_0103,FAPS_0372,Do you think that receiving a single daily reminder was the right number of reminders?,ACS_0094,What is this person’s marital status?,Marital,not_comparable,high,"Question A is about the number of reminders received, which is unrelated to the marital status asked about in Question B. These are completely different concepts that cannot be compared.",no,not_comparable,high,"The two questions address fundamentally different topics: Question A pertains to the effectiveness of reminders in a specific context, while Question B inquires about a person's marital status. There is no overlap in content, concept, or response format, leading to a clear distinction between them.",no,not_comparable,high,"Question A is about reminder frequency/effectiveness for a survey process, while Question B is about a demographic characteristic (marital status). No substantive conceptual overlap exists.",no,35.77235772357723,distinct,True,True
P_0104,FAPS_0372,Do you think that receiving a single daily reminder was the right number of reminders?,ACS_0095,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital,related_but_distinct,high,"The two questions are related in the sense that they both deal with marital status, but they are asking about different aspects - Question A is about the frequency of a reminder, while Question B is about specific marital events in the past 12 months. The reference periods are also different, making these distinct questions.",no,related_but_distinct,high,"The two questions pertain to different subject areas; Question A focuses on the adequacy of reminders related to food access, while Question B addresses marital status changes over the past year. Although both questions relate to personal experiences, they are distinct in their content and intent.",no,not_comparable,high,"Question A appears to be about a study's reminder frequency, while Question B is explicitly about marital status changes. The topics are fundamentally different and unrelated.",no,40.24390243902439,distinct,True,False
P_0105,FAPS_0372,Do you think that receiving a single daily reminder was the right number of reminders?,ACS_0096,How many times has this person been married?,Marital,not_comparable,high,"The two questions are asking about completely different concepts - one is about receiving daily reminders, the other is about the number of times a person has been married. They do not measure the same underlying construct despite both being related to the general topic of marital status.",no,related_but_distinct,high,"Question A is asking for an opinion on the frequency of reminders received, while Question B pertains to the number of marriages a person has had. Both questions relate to personal experiences but are distinct in their subject matter, focusing on feedback versus personal history.",no,not_comparable,high,"Question A appears to be about a reminder frequency assessment, while Question B is a direct count of marriages, with no conceptual overlap",no,38.46153846153846,distinct,False,False
P_0106,FAPS_0372,Do you think that receiving a single daily reminder was the right number of reminders?,ACS_0097,In what year did this person last get married?,Marital,not_comparable,high,"Question A is asking about the frequency of reminders, while Question B is asking about the year of the person's last marriage. These are fundamentally different concepts and not comparable.",no,not_comparable,high,"The two questions address entirely different topics; Question A pertains to feedback on reminders regarding food assistance, whereas Question B inquires about the timing of a marriage event. As such, they do not share a common concept to be compared.",no,not_comparable,high,"Questions address completely different topics (survey reminder satisfaction vs marital history) with no substantive overlap in content, purpose, or measurement intent",no,39.39393939393939,distinct,True,True
P_0107,FAPS_0458,How much did you /[Fill name] pay with the SNAP EBT card?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"Both questions ask about SNAP benefits, but the reference periods are different. Question A asks about the current use of SNAP, while Question B asks about SNAP usage in the past 12 months.",partial,related_but_distinct,high,"Question A specifically asks for the amount paid with the SNAP EBT card at a particular moment, while Question B inquires whether the household received SNAP benefits at any time in the last year. They both relate to SNAP, but they are asking different questions about the program—one about usage and specifics of payment, the other about overall benefit receipt.",no,related_but_distinct,high,"Question A focuses on a specific payment transaction using SNAP EBT, while Question B asks about overall SNAP benefit receipt in a broader time period. A captures transaction detail, B captures program participation.",partial,43.83561643835616,distinct,False,False
