anthropic_final_barrier_code,anthropic_final_feasibility,anthropic_selected_rater,anthropic_reasoning,anthropic_specific_conflict,pair_id,anthropic_arbitrator,anthropic_arbitrator_model,anthropic_rater_order,anthropic_order_type,anthropic_selected_rater_key,anthropic_openai_barrier,anthropic_openai_feasibility,anthropic_anthropic_barrier,anthropic_anthropic_feasibility,anthropic_google_barrier,anthropic_google_feasibility,openai_final_barrier_code,openai_final_feasibility,openai_selected_rater,openai_reasoning,openai_specific_conflict,openai_arbitrator,openai_arbitrator_model,openai_rater_order,openai_order_type,openai_selected_rater_key,openai_openai_barrier,openai_openai_feasibility,openai_anthropic_barrier,openai_anthropic_feasibility,openai_google_barrier,openai_google_feasibility,google_final_barrier_code,google_final_feasibility,google_selected_rater,google_reasoning,google_specific_conflict,google_arbitrator,google_arbitrator_model,google_rater_order,google_order_type,google_selected_rater_key,google_openai_barrier,google_openai_feasibility,google_anthropic_barrier,google_anthropic_feasibility,google_google_barrier,google_google_feasibility,coverage_count,coverage
TC.1,F2,synthesis,"All three raters unanimously agree on TC.1 (reference period length) with F2 feasibility, which is the correct primary barrier. The core temporal mismatch is clear: FOODAPS uses a 7-day reference period while ACS uses a 3-month reference period. While raters B and C correctly note secondary issues (full-time/part-time distinction in FOODAPS vs binary attendance in ACS, and 'enrolled' vs 'attended' framing), the primary barrier that must be resolved first is the temporal mismatch. The reference period difference fundamentally affects who would be captured as a student - someone enrolled but on break during the reference week would answer differently across surveys. Statistical adjustment is possible but requires assumptions about enrollment continuity and patterns.","FOODAPS uses a 7-day reference period ('last week') while ACS uses a 90-day reference period ('last 3 months'), creating a significant temporal mismatch in capturing school enrollment/attendance.",FOODAPS_0379,anthropic,claude-opus-4-5-20251101,"['anthropic', 'google', 'openai']",randomized,synthesis,TC.1,F2,TC.1,F2,TC.1,F2,CC.2,F2,synthesis,"All three raters correctly identify a substantial reference-period mismatch, but the more binding obstacle is that the questions are not measuring the same underlying construct. The survey item measures enrollment status and intensity (full-time/part-time/not enrolled) for a specific recent week (a point-in-time status concept), while the ACS item measures whether the person attended school at any time in the past 3 months (a broader participation/attendance indicator that can include short episodes and does not capture full-time vs part-time). Because the ACS item cannot be directly mapped to FT/PT enrollment categories and the temporal difference changes the meaning (status vs any-episode participation), harmonization would require assumptions/modeling beyond simple temporal alignment—thus CC.2 with F2 is most appropriate.","Different operationalization: point-in-time enrollment intensity (FT/PT/not) vs any-time past-3-month school attendance (binary), with differing reference periods that alter the measured construct.",openai,gpt-5.2,"['anthropic', 'google', 'openai']",randomized,synthesis,TC.1,F2,TC.1,F2,TC.1,F2,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.1,F3,C,"All three raters correctly identify that these questions measure fundamentally different things - FOODAPS asks about enrollment status (full-time/part-time/not enrolled) while ACS asks about grade/level attended. The primary barrier is conceptual (CC.1) rather than response scale (RS.1) because the core constructs being measured are different: enrollment intensity vs. educational level. While Rater B's CC.4 (scope inclusions) has merit, CC.1 (concept definition) is more accurate because these aren't different components of the same construct - they are entirely different constructs. Knowing what grade someone attends does not tell you whether they attend full-time or part-time. The ACS question presupposes enrollment and asks about level, while FOODAPS explicitly asks about enrollment status. This is a fundamental construct difference that cannot be bridged through recoding or statistical adjustment.",FOODAPS measures enrollment status (full-time/part-time/not enrolled) while ACS measures educational grade/level attended - these are different constructs that cannot be mapped to each other,FOODAPS_0380,anthropic,claude-opus-4-5-20251101,"['google', 'anthropic', 'openai']",randomized,openai,CC.1,F3,CC.4,F3,RS.1,F2,CC.1,F3,C,"The two questions measure different core constructs: FOODAPS measures current/last-week enrollment status and intensity (full-time/part-time/not enrolled), whereas the ACS item measures educational level/grade attended (a classification among those attending). Grade/level does not determine whether someone was enrolled last week nor their full-/part-time status, and the ACS item generally presupposes attendance rather than establishing enrollment status. Because the mismatch is conceptual (not merely a response-scale difference), harmonization to a common variable cannot be done without substantial missing information, making them effectively incompatible.","Enrollment status and intensity (FT/PT/not enrolled, last week) vs grade/level attended (educational level among attendees); constructs are not directly mappable.",openai,gpt-5.2,"['google', 'anthropic', 'openai']",randomized,openai,CC.1,F3,CC.4,F3,RS.1,F2,,,,,,,,,,,,,,,,,2,"anthropic,openai"
TC.1,F2,B,"All three raters identify different primary barriers. Rater A (TC.2) and Rater B (TC.1) both identify temporal issues as primary, while Rater C focuses on response scale differences. The key distinction is: FOODAPS explicitly asks about 'last week' while ACS asks about current enrollment without a specific reference period. This is fundamentally a reference period length difference (TC.1) - a specific 7-day window vs. an implied current/general status. While there are secondary issues (ACS specifies institution types, FOODAPS captures intensity), the temporal mismatch is the primary barrier that must be resolved first. The response scale difference noted by Rater C is secondary - both questions can yield a binary enrolled/not enrolled classification, but the temporal framing affects who would be counted as enrolled. TC.1 is more precise than TC.2 because this is about reference period length (specific week vs. general current status) rather than point-in-time vs. habitual framing.",FOODAPS uses explicit 'last week' (7-day) reference period; ACS uses implied current status with no explicit reference period,FOODAPS_0381,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,anthropic,TC.2,F2,TC.1,F2,RS.1,F2,CC.2,F2,synthesis,"The primary mismatch is construct/operationalization: the survey question measures enrollment status with intensity (full-time/part-time/not enrolled) over a specified week, while the ACS item measures whether someone is enrolled at all and restricts the definition via institution types (high school/college/university) without capturing intensity. The response category differences (FT/PT vs yes/no) and the temporal wording are secondary manifestations of this underlying construct difference. Harmonization would require assumptions/modeling (e.g., collapsing FT/PT to 'enrolled' and accepting scope differences), so feasibility is F2 rather than direct recode.","Enrollment is operationalized differently: FT/PT/not enrolled (last week) versus a yes/no enrolled-at-specified-institution-type measure, with no intensity and different scope/definition of “school.”",openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,synthesis,TC.2,F2,TC.1,F2,RS.1,F2,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.1,F3,C,"All three raters agree on F3 (incompatible) and identify a construct-level barrier, but differ on the specific CC subtype. The core issue is that these questions measure fundamentally different concepts: FOODAPS asks about enrollment STATUS (full-time/part-time/not enrolled), while ACS asks about SCHOOL TYPE (high school/college/university). This is best classified as CC.1 (concept definition) because the questions are asking about entirely different dimensions of the educational enrollment construct - not different operationalizations of the same concept (CC.2), not different thresholds (CC.3), and not different components being counted (CC.4). Rater A's CC.4 (scope inclusions) doesn't fit because neither question is counting components differently - they're measuring orthogonal attributes. Rater B's CC.2 (operationalization) is closer but still implies they're trying to measure the same underlying concept differently, when in fact they measure different concepts entirely. Rater C correctly identifies this as a concept definition mismatch - enrollment intensity vs. institution type are distinct constructs.",FOODAPS measures enrollment status/intensity (full-time/part-time/not enrolled) while ACS measures school type (high school/college/university) - these are orthogonal dimensions of educational enrollment that cannot be cross-walked.,FOODAPS_0382,anthropic,claude-opus-4-5-20251101,"['anthropic', 'google', 'openai']",randomized,openai,CC.1,F3,CC.4,F3,CC.2,F3,CC.1,F3,synthesis,"The two items are not alternative operationalizations of the same underlying variable; they target different constructs. The survey question measures enrollment status and intensity (full-time/part-time/not enrolled) for a specific week, while the ACS question (as phrased) measures type/level of institution (high school vs college/university) and implicitly assumes the respondent is enrolled. Because school-type cannot be used to infer full-/part-time status (and non-enrollment is not represented), the core concept being measured differs, making harmonization fundamentally incompatible. This is best captured as a construct concept-definition mismatch rather than a response-scale issue.","Enrollment status/intensity (full-time/part-time/not enrolled) versus school type/level (high school/college/university), with ACS presupposing enrollment and lacking a non-enrolled category.",openai,gpt-5.2,"['anthropic', 'google', 'openai']",randomized,synthesis,CC.1,F3,CC.4,F3,CC.2,F3,,,,,,,,,,,,,,,,,2,"anthropic,openai"
TC.1,F2,B,"Two raters (B and C) coded TC.1 (reference period length), while Rater A coded TC.2 (temporal framing). The key difference between the questions is the explicit 'last week' reference in FOODAPS versus the present-tense/no explicit timeframe in ACS. This is fundamentally a reference period length issue (TC.1) rather than a framing issue (TC.2), as both questions are asking about current/recent enrollment status - one just specifies a 7-day window while the other implies current status. The construct (enrollment status as full-time/part-time) and response options are identical. For feasibility, F2 is appropriate because harmonization requires assuming enrollment status stability across the short interval, which is a reasonable but non-trivial modeling assumption. Rater C's F1 is too optimistic since the temporal reconciliation isn't purely mechanical - it requires assumptions about enrollment stability.",Reference period mismatch: FOODAPS uses explicit 'last week' (7-day) reference period while ACS uses implied current status with no explicit time frame,FOODAPS_0383,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",randomized,anthropic,TC.2,F2,TC.1,F2,TC.1,F1,TC.2,F2,A,"Both items measure school enrollment status/intensity (full-time/part-time vs not enrolled) but differ in temporal framing: the survey question is explicitly retrospective to “last week,” while the ACS item is effectively point-in-time/current (no explicit reference period). This is primarily a temporal framing issue (point-in-time vs recent past) rather than reference-period length per se, and harmonization would require assumptions/modeling about stability of enrollment across the interview timing rather than a purely mechanical recode.",Temporal framing mismatch: explicit “last week” enrollment status vs ACS implied current/at-interview enrollment status (no stated reference period).,openai,gpt-5.2,"['openai', 'anthropic', 'google']",randomized,openai,TC.2,F2,TC.1,F2,TC.1,F1,,,,,,,,,,,,,,,,,2,"anthropic,openai"
TC.1,F2,synthesis,"All three raters unanimously agree on TC.1 (reference period length) as the primary barrier and F2 feasibility. The core issue is the temporal mismatch: FOODAPS asks about 'last week' (7-day reference) while ACS asks about 'any time in the last 3 months' (90-day reference). While raters also note secondary differences (enrollment status vs. attendance, full-time/part-time detail), the reference period length difference is the primary barrier that must be resolved first. Statistical adjustment is possible but requires assumptions about enrollment continuity over time, making F2 appropriate.",7-day reference period (FOODAPS 'last week') vs. 90-day reference period (ACS 'last 3 months') for school enrollment/attendance,FOODAPS_0384,anthropic,claude-opus-4-5-20251101,"['openai', 'google', 'anthropic']",randomized,synthesis,TC.1,F2,TC.1,F2,TC.1,F2,CC.2,F2,synthesis,"All raters correctly note a temporal mismatch (last week vs any time in last 3 months), but the binding harmonization problem is that the questions operationalize “in school” differently: FOODAPS measures enrollment status and intensity at a point in time (full-time/part-time/not enrolled), whereas ACS measures any school attendance over a longer window (yes/no). This is not just a reference-period shift; it changes the underlying indicator (enrolled vs attended; intensity vs any participation). Under the coding rules, when a temporal difference implies a construct/operationalization difference, CC should be prioritized over TC. Harmonization would require assumptions/modeling (e.g., about continuity of enrollment/attendance and mapping intensity to a binary measure), so feasibility is F2 rather than a direct recode.","FOODAPS asks point-in-time enrollment intensity (FT/PT/not) for last week, while ACS asks whether any school was attended at any time in the last 3 months (binary), conflating enrollment vs attendance and intensity vs any participation.",openai,gpt-5.2,"['openai', 'google', 'anthropic']",randomized,synthesis,TC.1,F2,TC.1,F2,TC.1,F2,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.2,F2,synthesis,"Two raters (B and C) agree on CC.2, while Rater A coded CC.1. The key distinction is whether this is a concept definition difference (CC.1) or an operationalization difference (CC.2). Both questions relate to the broader concept of school enrollment/participation, but they operationalize it differently: FoodAPS measures enrollment intensity (full-time/part-time/not enrolled), while ACS measures educational level/grade being attended. This is better characterized as CC.2 (operationalization) because the core concept (school enrollment) is shared, but the behavioral indicators measured are different dimensions of that concept. CC.1 would apply if the core terms had fundamentally different meanings. The temporal difference (last week vs. current) is secondary to the construct operationalization issue. F2 is appropriate as bridging these would require statistical modeling and assumptions.","FoodAPS operationalizes school enrollment as intensity of participation (full-time/part-time/not enrolled), while ACS operationalizes it as educational level/grade being attended - measuring different dimensions of the same underlying concept.",FOODAPS_0385,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F2,CC.2,F2,CC.2,F2,CC.2,F3,synthesis,"The primary barrier is a construct operationalization mismatch: the survey question measures enrollment status/intensity (full-time, part-time, not enrolled) with a specific reference week, while the ACS item measures grade/level attended (a categorical educational placement) and is typically asked only for those attending school. Grade/level does not identify full-time vs part-time enrollment, and the survey’s enrollment status does not identify grade/level; neither can be deterministically derived from the other without substantial external information, and even then full-time/part-time is generally not recoverable from ACS grade/level. Thus, the items are not harmonizable into a common measure with acceptable assumptions.","One item measures enrollment intensity/status (FT/PT/not enrolled, last week) while the other measures grade/level attended; neither can be recoded to the other.",openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F2,CC.2,F2,CC.2,F2,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.4,F2,synthesis,"Two raters (A and C) agree on CC.4 with F2 feasibility, while Rater B coded RS.2 with F1. The key issue here is not merely different category granularity (which would be RS.2), but fundamentally different scope of what educational settings are included. FoodAPS includes middle school and homeschool as distinct options that have no corresponding category in ACS. ACS explicitly asks only about 'high school, college, or university' - excluding middle school entirely and not addressing homeschool. This is a scope inclusion difference (CC.4) rather than just response scale granularity, because the surveys are measuring different educational universes. Someone attending middle school or homeschool would answer 'yes' to FoodAPS but would need to answer 'no' to ACS, representing a construct-level difference in what counts as the educational enrollment being measured. F2 is appropriate because harmonization requires assumptions about how to handle these excluded categories.","FoodAPS includes middle school and homeschool as valid school attendance categories; ACS only asks about high school, college, or university enrollment, excluding middle school and homeschool from its scope entirely.",FOODAPS_0386,anthropic,claude-opus-4-5-20251101,"['openai', 'google', 'anthropic']",randomized,synthesis,CC.4,F2,CC.4,F2,RS.2,F1,CC.4,F2,A,"The binding issue is a construct scope mismatch: FoodAPS measures near-term class attendance and includes middle/junior high and homeschool (and a broader “other school” category), while ACS measures enrollment status limited to high school/college/university. This is not just a category-structure difference; it changes what population/activities are counted (attendance vs enrollment; inclusion of middle school and homeschool in FoodAPS but not ACS). Any harmonization would require assumptions or modeling to map attendance to enrollment and to handle categories that have no ACS analog (e.g., middle school, homeschool), so feasibility is F2 rather than a simple recode.","FoodAPS asks about attending classes this/next week across multiple school types (including middle school and homeschool), whereas ACS asks a binary enrollment in high school/college/university, excluding some FoodAPS components and using a different underlying concept (attendance vs enrollment).",openai,gpt-5.2,"['openai', 'google', 'anthropic']",randomized,openai,CC.4,F2,CC.4,F2,RS.2,F1,,,,,,,,,,,,,,,,,2,"anthropic,openai"
RS.2,F2,synthesis,"All three raters identify that the response categories differ between the two questions. Rater A codes CC.4 (scope inclusions), Rater B codes RS.1 (scale type), and Rater C codes RS.2 (category structure). The core issue is that FoodAPS includes middle school, homeschool, and 'other school' as explicit categories, while ACS only asks about high school, college, or university. This is fundamentally a category structure difference (RS.2) - both use categorical response formats, but with different category boundaries and inclusions. Per the taxonomy hierarchy, CC > RS when scale difference reflects construct difference, but here the underlying construct (school attendance type) is similar - it's the response options that differ in granularity. The feasibility is F2 rather than F1 because collapsing FoodAPS categories into ACS categories requires assumptions about how to handle middle school and homeschool respondents, and information is lost in the process.","FoodAPS provides five categories including middle school, homeschool, and 'other school'; ACS only offers high school, college, or university - requiring assumptions to map categories and losing information about middle school and homeschool attendance.",FOODAPS_0387,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.4,F2,RS.1,F1,RS.2,F1,RS.2,F2,synthesis,"The binding issue is that the response category structure differs: FoodAPS offers a fuller set of schooling types (including middle/junior high, homeschool, and a generic 'other') and explicitly asks about attending classes in the next two weeks, while the ACS follow-up only distinguishes high school vs college/university. This is primarily a category-structure mismatch (RS.2), not a fundamentally different scale type (both are categorical), and it is not mainly a construct scope issue so much as non-overlapping/ differently bounded categories. Harmonization would require collapsing FoodAPS categories and making assumptions about where middle school, homeschool, and 'other' map (or treating them as missing/out-of-scope) relative to the ACS categories, so it is not a purely mechanical recode.","FoodAPS includes school-type categories (middle/junior high, homeschool, other) that are not represented in the ACS high school vs college/university categorization, requiring category collapsing and assumptions to harmonize.",openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.4,F2,RS.1,F1,RS.2,F1,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.2,F2,synthesis,"All three raters agree on CC.2 (operationalization difference), which is correct. The FoodAPS question operationalizes school participation through type/level of school attended in a specific time window, while ACS operationalizes it through enrollment intensity (full-time vs part-time). These are different behavioral indicators of the same underlying concept (school participation/enrollment). For feasibility, Raters A and C chose F2 while Rater B chose F3. F2 is more appropriate because while these dimensions are different, they are not completely orthogonal - both can identify whether someone is in school, and with modeling assumptions or auxiliary data, some harmonization is possible (e.g., collapsing to a binary 'enrolled/not enrolled' variable). The measures are not fundamentally incompatible, just measuring different aspects of the same concept.","FoodAPS asks about type/level of school being attended (middle school, high school, etc.); ACS asks about enrollment intensity (full-time vs part-time) - different operationalizations of school participation",FOODAPS_0388,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",randomized,synthesis,CC.2,F2,CC.2,F3,CC.2,F2,CC.2,F3,B,"All three raters agree the primary issue is a construct operationalization mismatch (CC.2): the survey question measures near-term school participation via attendance and type/level of classes (middle/high/homeschool/other/none), whereas the ACS item measures enrollment status by intensity (full-time vs part-time). These are different dimensions of schooling and neither can be reliably derived from the other. Even if both relate to “being in school,” the mapping is not identifiable without additional questions (e.g., whether currently enrolled, what level, and full/part-time), so harmonization is effectively incompatible rather than a modelable adjustment.","FOODAPS captures attendance/type of school this/next week; ACS captures enrollment intensity (full-time vs part-time), an orthogonal dimension not derivable from school type/attendance.",openai,gpt-5.2,"['openai', 'anthropic', 'google']",randomized,anthropic,CC.2,F2,CC.2,F3,CC.2,F2,,,,,,,,,,,,,,,,,2,"anthropic,openai"
TC.1,F2,synthesis,"All three raters unanimously agree on TC.1 (reference period length) with F2 feasibility. The FoodAPS question asks about a 2-week window (this week and next week) while the ACS asks about a 3-month retrospective period. This is a clear temporal mismatch in reference period length. While there are also differences in temporal framing (current/prospective vs retrospective), the primary barrier is the substantial difference in the length of the reference periods. Statistical adjustment would be needed to harmonize these measures, as someone attending classes in a specific 2-week window may differ from someone who attended at any point over 3 months.",FoodAPS uses a 2-week current/prospective reference period (this week and next week) while ACS uses a 3-month retrospective reference period,FOODAPS_0389,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,TC.1,F2,TC.1,F2,TC.1,F2,TC.1,F2,synthesis,"All three raters correctly identify the binding harmonization problem as a mismatch in reference period length. The survey question captures school attendance in a very short, near-term window (this week and next week), while the ACS item asks whether the person attended at any time in the last 3 months. Even if both are ultimately about ""attended school,"" the different time windows mean the same respondent could legitimately answer differently across instruments (e.g., attended within past 3 months but not in the next two weeks, or vice versa). Harmonization would require assumptions/modeling to translate a 2-week current/future indicator into a 3-month retrospective 'any attendance' measure, so it is not a direct recode.",Reference period mismatch: attendance in this week/next week (2-week near-term window) vs any attendance at any time in the last 3 months.,openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,synthesis,TC.1,F2,TC.1,F2,TC.1,F2,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.1,F2,B,"The fundamental issue here is that the two questions measure different constructs. FOODAPS asks about TYPE of school/classes being attended (middle school, high school, homeschool, college, etc.), while ACS asks about GRADE or LEVEL (which would be specific grades like 7th, 8th, 9th, etc.). These are conceptually different dimensions - one categorizes by institutional type, the other by educational progression level. While Rater A's RS.1 coding has merit (the response formats do differ), the coding rules specify that CC > RS when the scale difference reflects a construct difference. Rater C's RS.2 coding incorrectly assumes both measure 'level' when they actually measure different things. Rater B correctly identifies that the core concepts differ (school type vs. grade level), and that mapping between them requires assumptions and classification rules. F2 is appropriate because while not directly recodable, one could potentially create crosswalks (e.g., grades 6-8 map to middle school) with assumptions about typical grade-school type correspondence.","FOODAPS asks about type/category of school being attended (middle school, high school, homeschool, college); ACS asks about specific grade or educational level. These are different conceptual dimensions requiring assumptions to map between them.",FOODAPS_0390,anthropic,claude-opus-4-5-20251101,"['anthropic', 'openai', 'google']",randomized,openai,CC.1,F2,RS.1,F3,RS.2,F1,CC.1,F3,synthesis,"The primary barrier is construct mismatch: FoodAPS asks whether the person is (this week/next week) attending classes and, if so, the type of school (middle/junior high, high school, homeschool, other, or not attending). ACS asks the grade/level the person was attending (e.g., specific grade or college level). These are different underlying concepts—attendance status/school type vs educational grade/level—and one cannot be deterministically derived from the other without substantial, unverifiable assumptions (e.g., mapping grades to school type across jurisdictions and resolving differing time frames). Response-scale differences are secondary to the construct difference. Because the constructs are not directly harmonizable into a common variable without major information loss or strong external assumptions, feasibility is incompatible.",FoodAPS measures current/near-future class attendance and school type (including not attending); ACS measures grade/level attended—different constructs with no direct crosswalk.,openai,gpt-5.2,"['anthropic', 'openai', 'google']",randomized,synthesis,CC.1,F2,RS.1,F3,RS.2,F1,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.1,F3,synthesis,"All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and sound: the survey question asks for reasons for non-attendance (a qualitative explanation for absence), while the ACS question asks about enrollment status (a binary/categorical indicator of whether someone is enrolled). These are fundamentally different constructs - one captures causation/explanation for behavior, the other captures a status. You cannot derive enrollment status from reasons for non-attendance, nor vice versa. The questions measure entirely different dimensions of educational participation.","Survey question asks for reasons for school non-attendance (explanatory/causal), while ACS asks for enrollment status (categorical indicator) - fundamentally different constructs that cannot be harmonized.",FOODAPS_0391,anthropic,claude-opus-4-5-20251101,"['anthropic', 'openai', 'google']",randomized,synthesis,CC.1,F3,CC.1,F3,CC.1,F3,CC.1,F3,synthesis,"FOODAPS asks (conditional on non-attendance) for the reason a person will not attend school over the next two weeks—an absence/excuse construct tied to a specific upcoming period. The ACS item asks (unconditionally) whether the person is currently enrolled in high school/college/university—an enrollment status construct. A reason-for-nonattendance item cannot be validly transformed into an enrollment indicator because non-attendance can occur among enrolled individuals and because the FOODAPS universe is filtered. The primary barrier is a core concept mismatch (reason for absence vs enrollment status), making harmonization infeasible.",Reason for (planned) non-attendance over a short period (asked only of non-attendees) vs current enrollment status (asked broadly); different constructs and universes.,openai,gpt-5.2,"['anthropic', 'openai', 'google']",randomized,synthesis,CC.1,F3,CC.1,F3,CC.1,F3,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.1,F3,synthesis,"All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. The questions measure fundamentally different constructs: the survey question asks for reasons/barriers to school attendance (a qualitative explanation), while the ACS question asks about the type/level of school (high school, college, or university). These represent entirely different informational goals with no logical mapping between them. Rater C adds the valuable observation that the questions also apply to different populations (non-attenders vs. attenders), though the primary barrier remains the construct difference. The unanimous agreement and sound reasoning across all raters confirms this classification.","Survey question captures reasons for not attending school; ACS question identifies the level/type of school (high school, college, university). These are fundamentally different constructs with no logical mapping possible.",FOODAPS_0392,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.1,F3,CC.1,F3,synthesis,"All three raters correctly identify a construct incompatibility. The survey question measures reasons for non-attendance over a specific upcoming period, while the ACS item classifies the type/level of school (high school vs college vs university). These are different core concepts with no definitional overlap that would allow recoding or modeling into a common variable. Any apparent population difference (non-attenders vs those being classified by school type) is secondary to the fact that the information being requested is fundamentally different.",Reason for not attending school (barrier/cause of non-attendance) vs type/level of school attended (high school/college/university); distinct constructs with no harmonizable mapping.,openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.1,F3,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.1,F3,synthesis,"All three raters unanimously agree on CC.1 (Construct - concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and sound: the survey question asks about reasons for non-attendance (a conditional question assuming non-attendance), while the ACS question asks about enrollment intensity (full-time vs part-time status). These are fundamentally different constructs - one measures circumstances/motivations for temporary absence, the other measures degree of educational engagement. There is no logical mapping between 'reasons for not attending' and 'enrollment intensity.' The questions serve entirely different measurement purposes and cannot be harmonized.",Reason for school non-attendance (circumstantial/motivational) cannot be mapped to enrollment intensity status (full-time vs part-time) - fundamentally different constructs measuring different attributes of educational status.,FOODAPS_0393,anthropic,claude-opus-4-5-20251101,"['anthropic', 'google', 'openai']",randomized,synthesis,CC.1,F3,CC.1,F3,CC.1,F3,CC.1,F3,A,"All three raters agree that the items measure different core concepts and cannot be meaningfully aligned. The FOODAPS question is conditional on not attending school in a specific short-term window and elicits reasons for non-attendance (a circumstance/explanation construct). The ACS question measures current enrollment intensity (full-time vs part-time), a status/degree-of-enrollment construct, asked of enrolled persons. A reason for not attending in the next two weeks provides no valid or consistent mapping to enrollment intensity, and the underlying universes and constructs do not overlap in a way that supports harmonization beyond trivial or misleading assumptions. Therefore the primary barrier is construct definition incompatibility and the pair is not harmonizable.",Reason for short-term non-attendance (FOODAPS) vs enrollment status intensity (full-time/part-time) (ACS)—different constructs and universes with no reliable recode.,openai,gpt-5.2,"['anthropic', 'google', 'openai']",randomized,anthropic,CC.1,F3,CC.1,F3,CC.1,F3,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.1,F3,synthesis,"All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. The questions measure fundamentally different constructs: the survey question asks for REASONS for non-attendance in a short future window (this week and next week), while the ACS question asks WHETHER the person attended school/college in the past 3 months. These are entirely different concepts - one captures explanatory factors for absence, the other captures a binary attendance indicator. The temporal mismatch (prospective 2-week vs retrospective 3-month) compounds the problem, but the primary barrier is the construct difference between 'reason for non-attendance' versus 'attendance status.' No statistical adjustment can bridge this gap.",Survey asks for reasons for short-term future non-attendance; ACS asks whether person attended school in past 3 months. Reasons for absence cannot be mapped to attendance history.,FOODAPS_0394,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.1,F3,CC.1,F3,synthesis,"All three raters agree the items are not measuring the same construct. The FOODAPS question is conditional on (anticipated) non-attendance and asks for a reason for not attending in the current/next week, while the ACS question is an unconditional retrospective indicator of whether the person attended school/college at any point in the last 3 months. Even if timeframes were aligned, a reason-for-future/short-term non-attendance cannot be transformed into a past-3-month attendance status, so the primary barrier is construct mismatch (not merely temporal).","Reason for imminent non-attendance (this/next week, conditional on not attending) vs binary indicator of any attendance in the last 3 months (unconditional); constructs and reference periods are fundamentally incompatible.",openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.1,F3,,,,,,,,,,,,,,,,,2,"anthropic,openai"
CC.1,F3,synthesis,"All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and correct: the FoodAPS question asks for reasons/explanations for non-attendance (a circumstantial/behavioral construct), while the ACS question asks about grade level being attended (an educational status/placement construct). These are fundamentally different concepts that cannot be harmonized - one measures barriers to school attendance while the other measures educational attainment level. The questions answer entirely different research questions and there is no meaningful way to crosswalk between them.","FoodAPS asks for reasons for school non-attendance (circumstantial/explanatory), while ACS asks for grade level attended (educational status/placement) - fundamentally different constructs that cannot be reconciled.",FOODAPS_0395,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.1,F3,CC.1,F3,A,"All three raters agree on CC.1/F3, and this is correct. The survey question measures an explanatory construct (reasons for not attending school over the upcoming two weeks), whereas the ACS question measures an educational status/placement construct (grade or level attended). These are different core concepts that do not map onto a common variable; any temporal differences are secondary and do not change the fundamental construct mismatch. Therefore the items are not harmonizable.",Reason for (future) non-attendance vs grade/level attended—different underlying constructs with no direct mapping.,openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,openai,CC.1,F3,CC.1,F3,CC.1,F3,,,,,,,,,,,,,,,,,2,"anthropic,openai"
