pair_id,primary_barrier_openai,feasibility_openai,specific_conflict_openai,additional_barriers_openai,reasoning_openai,_recoded_from_openai,primary_barrier_anthropic,feasibility_anthropic,specific_conflict_anthropic,additional_barriers_anthropic,reasoning_anthropic,_recoded_from_anthropic,primary_barrier_google,feasibility_google,specific_conflict_google,additional_barriers_google,reasoning_google,rater_coverage_count,rater_coverage
CPS_1023,CC.2,F2,CPS asks for usual total earnings expressed for a pay period (weekly/bi‑weekly/monthly/annual); ACS asks for hourly rate. Units/operationalization differ and hours worked are not collected in the same question to permit a mechanical conversion.,['RS.1'],The core construct differs in operationalization (total earnings by period vs hourly rate). Harmonization would require additional data (hours per period) or modeling to convert rates to totals or vice versa.,,CC.2,F3,CPS asks for total earnings in various time periods (weekly/bi-weekly/monthly/annual); ACS asks for hourly rate of pay. These are fundamentally different operationalizations of earnings.,['RS.1'],The constructs differ in operationalization: CPS measures total period earnings while ACS measures hourly rate. These require different calculation methods and cannot be directly converted without additional information about hours worked.,,CC.2,F2,CPS asks for total earnings amount; ACS asks for hourly rate of pay.,['RS.1'],"CPS operationalizes earnings as a total sum over a flexible period, while ACS 1023 operationalizes it as a unit rate (hourly). Statistical adjustment requires hours-worked data to reconcile.",3,"openai,anthropic,google"
CPS_1024,CC.2,F2,CPS elicits usual total earnings for a specified pay period; ACS elicits hourly rate (no period total). Different measurement units and indicators.,['RS.1'],Different response formats (period total versus hourly) mean a conversion requires hours information or statistical adjustment; not a simple recode.,,CC.2,F2,CPS asks for total earnings in various time periods; ACS asks for hourly rate of pay. Both use 'best estimate' framing but measure different units of earnings.,['RS.1'],"While both use estimation language, they operationalize earnings differently (period total vs. hourly rate). Conversion is theoretically possible with hours-worked data but requires statistical modeling and assumptions about work schedules.",,CC.2,F2,CPS measures total earnings across various periods; ACS measures the hourly pay rate.,['RS.1'],Both seek earnings estimates but use different operational indicators: one as a final total and the other as a rate of pay.,3,"openai,anthropic,google"
CPS_1025,CC.4,F3,"CPS asks for total usual earnings (all components); ACS asks only for amount received JUST in overtime, tips, or commissions (a subset of pay components).",[],"ACS measures only pay components, so you cannot derive total earnings from this item alone; fundamentally different scope/inclusion.",,CC.4,F3,"CPS asks for total earnings including all sources; ACS asks ONLY for overtime pay, tips, or commissions. These have fundamentally different scope inclusions.",['CC.2'],"ACS explicitly excludes base pay and only captures supplemental earnings, while CPS captures total earnings. These are incompatible scopes that cannot be reconciled without separate base pay data.",,CC.4,F3,"CPS asks for total earnings; ACS asks only for supplemental earnings (overtime, tips, and commissions).",[],"There is a scope mismatch. ACS captures a specific sub-component of what CPS captures in its entirety, making them fundamentally incompatible without the base pay component.",3,"openai,anthropic,google"
CPS_1026,CC.4,F3,"CPS asks for usual total earnings for a pay period (various periodicities); ACS asks weekly earnings only for overtime/tips/commissions (component-only, weekly).","['TC.1', 'RS.1']",ACS restricts to components and a specific period (weekly) while CPS requests total earnings in respondent‑selected period; incompatible without other component or hours data.,,CC.4,F3,"CPS asks for total earnings; ACS asks ONLY for weekly overtime pay, tips, or commissions. Different scope inclusions and temporal framing (weekly vs. various periods).","['CC.2', 'TC.1']","ACS restricts to supplemental earnings only and specifies weekly period, while CPS captures total earnings in flexible periods. Multiple incompatible differences prevent consolidation.",,CC.4,F3,"CPS measures total earnings; ACS measures only the weekly supplement of overtime, tips, and commissions.",['TC.1'],"Beyond the scope mismatch (total vs. supplemental), there is a temporal reference difference (flexible vs. strictly weekly).",3,"openai,anthropic,google"
CPS_1027,CC.2,F3,"CPS is a confirmation question about a recorded numeric total for a specified period; ACS asks which reporting basis (hourly/weekly/annual/other) is easiest — a meta/preference question, not an amount.",['RS.1'],"ACS elicits preferred reporting unit rather than an earnings value, so the items measure different constructs and cannot be harmonized.",,RS.1,F3,CPS presents a verification statement about recorded total earnings; ACS asks respondent to select the easiest reporting basis (hourly/weekly/annual/other). Fundamentally different response formats and question purposes.,['MC.2'],"CPS uses a yes/no verification format for already-recorded earnings, while ACS uses a selection format to determine reporting preference. These serve different functions in the questionnaire flow and cannot be consolidated.",,CC.2,F3,CPS is a confirmation check for a previously provided amount; ACS is a question about the preferred unit of reporting.,['MC.2'],The two questions serve different functional roles in the questionnaire: one is a data validation step (CPS) and the other is a routing/preference question (ACS).,3,"openai,anthropic,google"
CPS_1028,CC.4,F3,"CPS confirms total earnings for a period; ACS asks for hourly rate EXCLUDING overtime, tips and commissions (component excluded from rate).",['RS.1'],"ACS explicitly excludes pay components that CPS includes in total earnings, so values are not comparable without additional information on excluded components.",,CC.4,F3,"CPS asks for total earnings verification; ACS asks for hourly rate EXCLUDING overtime, tips, and commissions. Different scope inclusions and operationalizations.","['CC.2', 'RS.1']","ACS explicitly excludes supplemental earnings while CPS includes them in total. Additionally, different response formats (verification vs. rate specification) make consolidation impossible.",,CC.4,F3,CPS confirms a total earnings figure (inclusive); ACS asks for base hourly rate specifically excluding supplements.,['CC.2'],"CPS includes all earnings in its confirmation, while ACS specifically excludes components (tips/overtime) and changes the measurement to a rate.",3,"openai,anthropic,google"
CPS_1029,CC.2,F2,CPS confirms total earnings for a job and period; ACS asks for hourly rate on the main job. Different operationalizations (period total vs hourly rate).,['RS.1'],Conversion between hourly rate and period total requires reliable hours-per-period data (or modeling); not a direct recode but potentially adjustable with extra information.,,CC.2,F3,CPS verifies total earnings in various periods; ACS asks for hourly rate of pay. Different operationalizations of earnings measurement.,['RS.1'],CPS uses a verification format for period earnings while ACS requests hourly rate specification. These are fundamentally different operationalizations that cannot be directly consolidated.,,CC.2,F3,CPS is a data verification question for total earnings; ACS is an elicitation of an hourly pay rate.,['RS.1'],"The CPS question is a 'Is that correct?' verification of a derived or previously stated amount, whereas ACS is a direct query for a specific numeric rate.",3,"openai,anthropic,google"
CPS_1030,CC.2,F2,CPS seeks confirmation of a numeric total earnings amount for a period; ACS elicits hourly rate (numeric but different unit).,['RS.1'],Same operationalization mismatch as other hourly vs period-total pairs; harmonization possible only if hours/per-period are available or via modeling.,,CC.2,F2,CPS verifies total earnings in various periods; ACS asks for best estimate of hourly rate. Different operationalizations but both use estimation language.,['RS.1'],"While both employ estimation framing, they measure different units (period total vs. hourly rate). Conversion requires modeling assumptions about hours worked, making it statistically adjustable but not directly recode-able.",,CC.2,F3,CPS verifies a total earnings amount; ACS asks for an estimate of an hourly pay rate.,[],"Similar to 1029, the intent of the question (verification vs. estimation) and the unit (total vs. rate) are incompatible.",3,"openai,anthropic,google"
CPS_1031,CC.4,F3,"CPS confirms total earnings for a period; ACS asks only how much the respondent usually receives JUST in overtime pay, tips or commissions (component-only).",[],ACS's component-only response cannot substitute for or directly map to total earnings; incompatible without additional components.,,CC.4,F3,"CPS verifies total earnings; ACS asks ONLY for overtime pay, tips, or commissions. Different scope inclusions.",['RS.1'],"ACS restricts to supplemental earnings only while CPS captures total earnings. Additionally, different response formats (verification vs. amount specification) prevent consolidation.",,CC.4,F3,CPS confirms a total earnings sum; ACS asks for the specific value of supplements like tips and overtime.,[],"Incompatible scope: CPS confirms the whole (total earnings) while ACS asks for a specific part (supplements), which cannot be used to verify the whole without the base salary.",3,"openai,anthropic,google"
CPS_1032,CC.4,F3,CPS asks for confirmation of total earnings for a specified period; ACS asks how much is usually earned weekly JUST in overtime/tips/commissions (component-only and fixed weekly period).,"['TC.1', 'RS.1']",ACS measures only a subset of pay and fixes weekly periodicity while CPS may use different periods; cannot be harmonized without other pay-component and period-conversion data.,,CC.4,F3,"CPS verifies total earnings in various periods; ACS asks ONLY for weekly overtime pay, tips, or commissions. Different scope inclusions and temporal framing.","['CC.2', 'TC.1', 'RS.1']","Multiple incompatible differences: ACS restricts to supplemental earnings only, specifies weekly period, and uses different response format (amount vs. verification). Cannot be consolidated.",,CC.4,F3,CPS confirms total earnings; ACS asks specifically for a weekly estimate of supplements (overtime/tips/commissions).,['TC.1'],The questions differ in both the scope of the construct (total vs. supplemental) and the fixedness of the reference period (flexible vs. weekly).,3,"openai,anthropic,google"
CPS_1033,CC.1,F3,CPS elicits an actual usual earnings amount (by period) including overtime/tips/commissions; ACS asks which reporting basis (hourly/weekly/annual/other) is easiest — a different construct (preference vs amount).,[],"Primary problem is a construct mismatch: one item measures monetary amount, the other measures respondent reporting preference. They are not directly reconcilable without collecting a different variable.",,RS.1,F1,"CPS requests earnings in a specific period (weekly/bi-weekly/monthly/annual); ACS asks respondent to choose their preferred reporting basis (hourly, weekly, annually, or other)",[],The fundamental difference is that CPS specifies the time unit for response while ACS allows respondent choice of reporting basis. This is a scale type difference where one is fixed-format and the other is respondent-determined. Can be mechanically recoded if ACS response basis is known.,,RS.1,F3,CPS asks for a numeric value of earnings; ACS asks for the respondent's preferred reporting unit.,['CC.2'],"The ACS question is a meta-data question about reporting preference, whereas the CPS question is a direct measurement of earnings value. These provide fundamentally different types of information.",3,"openai,anthropic,google"
CPS_1034,CC.4,F2,"CPS total usual earnings explicitly INCLUDE overtime, tips and commissions; ACS hourly-rate question explicitly EXCLUDES overtime, tips and commissions (different components counted).",['RS.1'],The core issue is scope inclusion/exclusion of pay components; harmonization would require modeling/subtraction and assumptions about the share of overtime/tips/commissions (statistical adjustment).,,CC.4,F3,"CPS explicitly INCLUDES overtime pay, tips, and commissions in earnings; ACS explicitly EXCLUDES these components",['RS.1'],"These questions measure fundamentally different constructs due to scope inclusion differences. CPS measures total earnings while ACS measures base hourly rate only. The exclusion in ACS is explicit and intentional, making these incompatible without knowing the excluded components.",,CC.4,F3,"CPS explicitly includes overtime, tips, and commissions; ACS explicitly excludes them and focuses only on base hourly rate.",['RS.1'],"The scope of what is counted in 'earnings' differs significantly. One seeks a total inclusive figure, while the other isolates base pay only.",3,"openai,anthropic,google"
CPS_1035,RS.1,F2,CPS requests usual earnings in a periodic amount (weekly/biweekly/monthly/annual) including overtime/tips/commissions; ACS requests an hourly rate — different response metric/scale.,['CC.4'],"Different metric (periodic earnings vs hourly rate) prevents direct recoding; conversion is possible only with reliable hours worked and clear rules about inclusion of overtime/tips, requiring assumptions or modeling.",,CC.4,F3,"CPS includes overtime pay, tips, and commissions; ACS asks only for hourly rate of pay with no specification of inclusions/exclusions",['RS.1'],"CPS measures total earnings including supplements; ACS appears to measure base hourly rate. Without explicit clarification in ACS about what is included, these represent different scope boundaries. Additionally, CPS allows multiple time periods while ACS is hourly only.",,RS.1,F2,CPS asks for total periodic earnings (weekly/monthly/annual); ACS asks specifically for an hourly rate.,['CC.2'],"While both measure earnings, the scale types (total period earnings vs. rate) require external data (like hours worked) and statistical assumptions to harmonize.",3,"openai,anthropic,google"
CPS_1036,RS.1,F2,CPS elicits usual earnings by period (includes overtime/tips/commissions); ACS asks for respondent's best estimate of hourly rate — mismatch of measurement scale and implied inclusions.,['CC.4'],Amount-per-period vs estimated hourly rate are different response formats; harmonization would require converting between period and hourly units and resolving inclusion of pay components (statistical adjustment).,,CC.4,F3,"CPS includes overtime pay, tips, and commissions; ACS asks for 'best estimate of hourly rate' with no specification of what components are included","['RS.1', 'MC.3']",CPS explicitly includes supplements; ACS uses vague 'best estimate' language without clarifying scope. The word 'estimate' in ACS also introduces cognitive burden/approximation that differs from CPS's 'usual' earnings. Fundamentally different constructs.,,RS.1,F2,CPS asks for usual total earnings; ACS asks for an 'estimate' of the hourly rate.,['CC.2'],"The operationalization differs between a reported 'usual' figure and a 'best estimate' of a rate, requiring modeling to bridge the gap.",3,"openai,anthropic,google"
CPS_1037,CC.4,F2,CPS asks for total usual earnings INCLUDING overtime/tips/commissions; ACS asks only for the amount received JUST in overtime/tips/commissions (component-only measure).,['RS.2'],"One item measures a total, the other isolates a component; they cannot be directly consolidated without either component-level data in both sources or modeling to decompose totals (statistical adjustment).",,CC.4,F3,CPS asks for total earnings INCLUDING overtime/tips/commissions; ACS asks ONLY for overtime/tips/commissions component,[],"These measure opposite scope boundaries - one is total earnings, the other is only the supplement component. They are complementary but distinct constructs that cannot be consolidated without additional data.",,CC.4,F3,CPS asks for total earnings including supplements; ACS asks for only the value of the supplements (overtime/tips/commissions) themselves.,['CC.1'],One measures the whole income stream while the other measures a specific subset of that stream. You cannot derive the total from just the supplemental portion.,3,"openai,anthropic,google"
CPS_1038,CC.4,F2,CPS elicits usual earnings (period-flexible and inclusive of overtime/tips/commissions); ACS asks for usual weekly earnings JUST in overtime/tips/commissions (component-specific and fixed weekly period).,"['TC.1', 'RS.2']",Primary issue is that ACS isolates a component and fixes a weekly period; harmonization would require decomposing CPS totals into components and aligning reference period (statistical modeling and assumptions).,,CC.4,F3,CPS asks for total earnings INCLUDING overtime/tips/commissions; ACS asks ONLY for weekly overtime/tips/commissions component,['TC.1'],CPS measures total earnings across multiple possible time periods; ACS measures only the supplement component on a weekly basis. Different scope and different temporal reference period.,,CC.4,F3,CPS asks for total usual earnings; ACS asks for a weekly estimate of supplemental pay only.,['TC.2'],Differences in scope (total vs. supplemental) and framing (usual vs. estimate) make these fundamentally incompatible for consolidation.,3,"openai,anthropic,google"
CPS_1039,CC.1,F3,CPS text is a confirmation/probe that the respondent is PAID AT AN HOURLY RATE (a pay-type indicator/routing statement); ACS asks which reporting basis is easiest (preference question about reporting unit).,['MC.2'],These items ask different things (pay-type indicator vs reporting-basis preference) and serve different questionnaire functions (routing vs preference); they cannot be directly consolidated into a single equivalent variable.,,MC.2,F3,CPS is a conditional follow-up question asked only after respondent indicated hourly pay is easier to report; ACS is a standalone question asking respondent to choose their preferred reporting basis,['CC.1'],"CPS question appears incomplete/malformed in the provided text, but the routing logic differs fundamentally. CPS uses skip logic based on prior response; ACS asks the preference question directly. These serve different purposes in the questionnaire flow.",,CC.1,F3,CPS confirms pay status (hourly vs. non-hourly); ACS asks for a preferred reporting format.,['RS.1'],The questions measure different constructs: employment status/compensation type versus survey response preference.,3,"openai,anthropic,google"
CPS_1040,CC.1,F3,CPS phrase functions as a probe/confirmation that the person is paid at an hourly rate (binary/routing); ACS asks for the respondent's hourly rate excluding overtime/tips/commissions (numeric amount) — different constructs.,['MC.2'],A binary/routing probe cannot be directly converted into a numeric hourly-rate variable; consolidating would require additional information not present in the probe.,,MC.2,F3,"CPS is a conditional follow-up after hourly preference indicated; ACS is standalone. Additionally, ACS explicitly excludes overtime/tips/commissions while CPS context suggests inclusion",['CC.4'],Different question routing logic combined with different scope boundaries (inclusion/exclusion of supplements). The CPS question's conditional nature and incomplete text make direct comparison difficult.,,RS.1,F3,CPS is a binary/categorical check for hourly status; ACS is a numeric inquiry into the rate of pay excluding extras.,['CC.4'],"Identifying someone as an hourly worker (CPS) does not provide the numeric value of their rate (ACS), and the ACS rate excludes components that might influence the CPS status.",3,"openai,anthropic,google"
CPS_1041,CC.1,F3,"CPS item is a confirmation/probe that the respondent is paid at an hourly rate (indicator); ACS asks for the numeric hourly rate — one is categorical/routing, the other is a measured amount.",[],"Although related (probe identifies hourly-paid cases), the probe itself is not a numeric rate and cannot be directly consolidated with an hourly-rate question without additional numeric data (incompatible as-is).",,MC.2,F2,CPS is a conditional follow-up question after hourly preference indicated; ACS is a standalone direct question about hourly rate,[],"Both ask for hourly rate of pay, but CPS is asked only after respondent indicated hourly is their preferred reporting basis, while ACS asks directly. The contextual priming differs. Could be statistically adjusted if routing logic is accounted for, but requires modeling assumptions about selection bias.",,RS.1,F2,CPS identifies hourly status; ACS measures the numeric hourly rate.,['CC.2'],"While one implies the other (someone with an hourly rate is an hourly worker), the CPS categorical variable cannot be harmonized into the ACS numeric variable without massive data loss or imputation.",3,"openai,anthropic,google"
CPS_1042,CC.1,F3,CPS probe confirms hourly pay status (binary/routing); ACS asks for the respondent's best estimate of hourly rate (numeric) — different variable types and constructs.,[],A routing/confirmation item cannot be recoded into a numeric estimate; harmonization would require capturing the actual hourly amount in CPS or additional linking information.,,MC.3,F3,CPS asks for hourly rate after respondent indicated this is their preferred reporting basis; ACS asks for 'best estimate' of hourly rate without prior context,['RS.3'],CPS respondent has already committed to hourly reporting; ACS asks for an estimate without this prior commitment. The word 'estimate' in ACS introduces approximation language absent in CPS. Different contextual priming and different cognitive framing of the question.,,RS.1,F3,CPS asks for a status confirmation; ACS asks for a numeric estimate of a rate.,['CC.2'],A categorical status check and a numeric estimate are different data structures and cannot be consolidated into a single metric.,3,"openai,anthropic,google"
CPS_1043,CC.1,F3,CPS prompt concerns reporting basis/being paid at an hourly rate (a question about how earnings are reported/paid); ACS asks the dollar amount of overtime/tips/commissions — entirely different concepts.,['RS.1'],The CPS item targets the payment/reporting basis (hourly-paid) while the ACS item elicits the monetary amount of secondary pay components; they do not measure the same construct and cannot be directly recoded.,,CC.4,F3,"CPS asks about hourly rate (base pay excluding overtime/tips/commissions); ACS asks specifically about ONLY overtime pay, tips, or commissions",[],These questions measure fundamentally different earnings components. CPS excludes overtime/tips/commissions while ACS measures only those components. They are inverse in scope and cannot be consolidated.,,CC.1,F3,CPS question confirms payment status/frequency; ACS question requests a specific dollar amount for supplemental income.,['CC.4'],"The core constructs differ: one validates that a respondent is paid hourly, while the other measures the magnitude of overtime/tips.",3,"openai,anthropic,google"
CPS_1044,CC.1,F3,CPS asks about being paid at an hourly rate / reporting basis; ACS asks a weekly amount of overtime/tips/commissions — different constructs and units.,"['TC.1', 'RS.1']","The primary issue is conceptual: one item identifies payment/reporting basis, the other asks for a dollar amount for specific pay components (weekly). They are incompatible for direct consolidation.",,CC.4,F3,"CPS asks about hourly rate (base pay excluding overtime/tips/commissions); ACS asks specifically about ONLY overtime pay, tips, or commissions on a weekly basis",['TC.1'],Primary barrier is scope inclusion difference (base pay vs. supplemental earnings only). Secondary temporal barrier: CPS uses hourly reference while ACS uses weekly. These are fundamentally different earnings components.,,CC.1,F3,CPS question is a status check for hourly payment; ACS requests a weekly dollar estimate for supplemental earnings.,['TC.2'],Incompatible concepts. CPS verifies a payment method whereas ACS seeks a numerical value for a specific earnings component.,3,"openai,anthropic,google"
CPS_1045,CC.1,F3,CPS requests a numeric hourly rate excluding overtime/tips/commissions; ACS asks which reporting basis (hourly/weekly/annual/etc.) the respondent prefers — different question intent and response formats.,['RS.2'],"One item elicits a numeric earnings measure (hourly rate excluding certain pay), the other elicits a categorical choice of reporting basis; they do not operationalize the same construct and cannot be directly mapped.",,RS.1,F3,"CPS asks for a specific hourly rate value (numeric response); ACS asks for the preferred reporting method/format (categorical: hourly, weekly, annually, or other)",['CC.2'],Fundamentally different response formats. CPS elicits a numeric earnings amount while ACS elicits a preference for reporting method. These measure different constructs entirely.,,CC.1,F3,CPS asks for a specific numeric pay rate; ACS asks for the respondent's preferred reporting unit (frequency).,['RS.1'],The questions measure fundamentally different things: an actual value versus a preference for data reporting.,3,"openai,anthropic,google"
CPS_1047,CC.4,F2,"CPS explicitly excludes overtime pay, tips and commissions from the hourly rate; ACS hourly question does not specify exclusion/inclusion of those components.",[],The primary barrier is scope: the CPS rate is defined to exclude certain pay components whereas the ACS hourly rate is ambiguous (likely includes them unless otherwise specified). Harmonization would require auxiliary data or modeling to separate included vs excluded components.,,CC.3,F1,"CPS explicitly excludes overtime pay, tips, and commissions from the hourly rate; ACS does not specify these exclusions",[],"Both ask for hourly rate of pay, but CPS has a specific boundary condition (exclusions) while ACS does not. This is a scope/threshold difference that could be addressed through recoding instructions, making it mechanically transformable.",,CC.4,F2,"CPS explicitly excludes overtime, tips, and commissions from the rate; ACS is a general inquiry for the hourly rate.",[],"While both measure hourly rates, the components included in the 'rate' differ. Harmonization requires adjusting for excluded supplemental pay in CPS.",3,"openai,anthropic,google"
CPS_1048,CC.4,F2,CPS asks for hourly rate excluding overtime/tips/commissions; ACS asks for a best estimate of hourly rate without specifying exclusions.,[],The difference in whether additional pay components are included creates a scope mismatch; statistical adjustment or assumptions would be needed to harmonize.,,CC.3,F1,"CPS explicitly excludes overtime pay, tips, and commissions; ACS asks for 'best estimate' without specifying exclusions. ACS also uses 'estimate' language suggesting approximation tolerance",[],Both measure hourly rate but differ in boundary conditions (CPS exclusions) and response precision expectations (CPS exact vs. ACS estimate). Could be harmonized through recoding with clear instructions about what to include/exclude.,,CC.4,F2,CPS excludes supplemental pay; ACS asks for an 'estimate' of the hourly rate which may or may not include those components.,['CC.2'],"The scope of earnings counted in the hourly rate differs, and ACS introduces estimation which may increase variance compared to CPS's direct rate request.",3,"openai,anthropic,google"
CPS_1049,CC.1,F3,CPS elicits an hourly rate (excluding overtime/tips/commissions); ACS asks for the dollar amount usually received in overtime/tips/commissions — different constructs (rate versus component dollar amounts).,['RS.4'],"These questions target fundamentally different aspects of earnings (hourly pay vs separate pay components), so direct consolidation is not feasible.",,CC.4,F3,"CPS asks about base hourly rate EXCLUDING overtime/tips/commissions; ACS asks ONLY about overtime pay, tips, or commissions",[],These measure inverse/complementary earnings components. CPS excludes what ACS measures exclusively. Fundamentally incompatible scope.,,CC.1,F3,CPS asks for the base hourly rate (excluding extras); ACS asks exclusively for the amount of those extras.,['CC.4'],The two questions target mutually exclusive parts of total compensation (base pay vs. supplemental pay).,3,"openai,anthropic,google"
CPS_1050,CC.1,F3,CPS asks for an hourly rate excluding certain pay components; ACS asks for weekly amounts of overtime/tips/commissions — different constructs and time units.,"['TC.1', 'RS.4']",One item elicits an hourly wage excluding extras; the other elicits a weekly dollar amount of those extras. They cannot be directly harmonized without strong assumptions or auxiliary data.,,CC.4,F3,"CPS asks about base hourly rate EXCLUDING overtime/tips/commissions; ACS asks ONLY about overtime pay, tips, or commissions on a weekly basis",['TC.1'],Primary barrier is inverse scope (base pay vs. supplemental only). Secondary temporal barrier: different reference periods (hourly vs. weekly). Fundamentally incompatible.,,CC.1,F3,CPS measures base hourly rate; ACS measures weekly dollar totals for supplemental earnings components.,['TC.1'],The questions measure different financial constructs and use different units/temporal aggregations (hourly rate vs. weekly total).,3,"openai,anthropic,google"
CPS_1051,MC.3,F1,CPS explicitly instructs 'Hispanic origin is not a race' and reads a list allowing multiple races; ACS race item (as presented) asks 'What is Person 1's race?' but may not include that explicit instruction wording.,[],"Substantively the categorizations align (the five OMB race categories, multiple selection allowed), so direct recoding is feasible. The only minor difference is the explicit priming statement in the CPS wording.",,MC.2,F1,CPS uses explicit read-aloud list with multiple-response option ('You may choose one or more races'); ACS question wording does not indicate response format or whether multiple selections are allowed,[],"Both measure race using the same OMB categories, but CPS explicitly instructs respondents they may select multiple races while ACS question format is ambiguous. This is a question routing/instruction difference that can be harmonized through standardized administration.",,RS.3,F1,CPS includes explicit definitional instructions about Hispanic origin in the question text; ACS uses a standard question format.,['MC.1'],"The categories are the same, but the verbal anchoring and explicit instructions in the CPS prompt differ from the ACS presentation.",3,"openai,anthropic,google"
CPS_1052,MC.3,F1,CPS includes explicit instruction that Hispanic origin is not a race and reads the five race categories allowing multiple selections; ACS asks 'What is Person 2's race?' without that explicit phrasing shown.,[],"The core race categories and multi-race allowance match, so harmonization is direct; the only small difference is contextual wording/priming in the CPS item.",,MC.2,F1,CPS uses explicit read-aloud list with multiple-response option ('You may choose one or more races'); ACS question wording does not indicate response format or whether multiple selections are allowed,[],"Both measure race using the same OMB categories, but CPS explicitly instructs respondents they may select multiple races while ACS question format is ambiguous. This is a question routing/instruction difference that can be harmonized through standardized administration.",,RS.3,F1,CPS provides a read-aloud list with categorical exclusions; ACS is a standard person-level race question.,['MC.1'],The barrier is primarily the instructional context and labeling within the question stem rather than the underlying categories.,3,"openai,anthropic,google"
CPS_1053,RS.1,F2,"CPS reads a list of five race categories and explicitly allows multiple races (with an explicit note on Hispanic origin); ACS 'What is Person 3's race?' (as presented) may use a different response format or routing (e.g., separate Hispanic question, different follow-up structure).",['MC.3'],There is a response-format mismatch (how answers are captured/structured) and slight contextual wording differences. Mapping is possible but may require recoding rules and verification of ACS response coding (statistical adjustment/processing alignment).,,RS.2,F2,"CPS explicitly allows multiple race selections ('You may choose one or more races'); ACS question format does not clarify whether multiple selections are permitted, suggesting single-response format",['MC.2'],Primary barrier is category structure difference (multiselect vs. unclear/likely single-select). Secondary barrier is question routing/instruction difference. Harmonization would require statistical adjustment to account for different response structures and potential data loss from forced single-selection.,,RS.1,F1,Differences in how the response options are structured or presented for additional household members.,['MC.4'],"The prior classification indicates a response format mismatch, likely due to the grid-style or proxy reporting nature of ACS Person 3+ compared to the CPS interviewer-led prompt.",3,"openai,anthropic,google"
CPS_1054,RS.2,F2,"CPS is a follow-up listing specific Asian subgroups (Asian Indian, Chinese, Filipino, etc.); ACS 'What is Person 1's race?' is a general race question that may not capture the same disaggregated subgroup detail or uses a different category layout.","['MC.2', 'CC.4']","Primary issue is difference in category structure: CPS explicitly elicits Asian subgroups as a detailed follow-up (and is routed), while ACS's race question may not disaggregate or may place subgroups differently. Harmonization would require assumptions/statistical adjustment to map between granular subgroup lists and ACS responses.",,CC.2,F1,"CPS asks for specific Asian ethnic subgroup; ACS asks for general race category. CPS provides detailed operationalization of Asian identity through enumerated groups, while ACS uses broader racial classification.",['RS.2'],"Primary issue is operationalization difference. CPS breaks down Asian into specific ethnic groups (Asian Indian, Chinese, Filipino, etc.), while ACS treats Asian as a single race category. This is mechanically transformable by mapping CPS subgroups to ACS Asian category, but loses granularity.",,RS.2,F1,"CPS uses a subset of race categories focused exclusively on Asian subgroups, while ACS uses a comprehensive race list.",['MC.2'],"The response scale in CPS is restricted to specific Asian subgroups because it is a follow-up question, whereas ACS presents all race categories together. They are direct-recode compatible by mapping ACS Asian selections to the CPS list.",3,"openai,anthropic,google"
CPS_1055,RS.2,F2,CPS elicits a detailed list of Asian subgroups for a given person; ACS's single race item for Person 2 may not record the same subgroup detail or category boundaries.,"['MC.2', 'CC.4']",Same as CPS_1054: category structure and routing differences require modeling or assumptions to align subgroup-level CPS responses with ACS race responses.,,CC.2,F1,"CPS asks for specific Asian ethnic subgroup; ACS asks for general race category. CPS provides detailed operationalization of Asian identity through enumerated groups, while ACS uses broader racial classification.",['RS.2'],"Primary issue is operationalization difference. CPS breaks down Asian into specific ethnic groups (Asian Indian, Chinese, Filipino, etc.), while ACS treats Asian as a single race category. This is mechanically transformable by mapping CPS subgroups to ACS Asian category, but loses granularity.",,RS.2,F1,"CPS uses a subset of race categories focused exclusively on Asian subgroups, while ACS uses a comprehensive race list.",['MC.2'],"Both questions identify Asian subgroups, but CPS treats this as a distinct question block for Asian-identifying respondents, while ACS integrates it into the primary race question.",3,"openai,anthropic,google"
CPS_1056,RS.2,F2,CPS asks for specific Asian subgroup(s) for Person 3; ACS's general race question may lack matching disaggregation or different category boundaries.,"['MC.2', 'CC.4']",Category mismatch and conditional routing (CPS subgroup question shown only when Asian is indicated) impede direct consolidation; statistical mapping would be needed.,,CC.2,F1,"CPS asks for specific Asian ethnic subgroup; ACS asks for general race category. CPS provides detailed operationalization of Asian identity through enumerated groups, while ACS uses broader racial classification.",['RS.2'],"Primary issue is operationalization difference. CPS breaks down Asian into specific ethnic groups (Asian Indian, Chinese, Filipino, etc.), while ACS treats Asian as a single race category. This is mechanically transformable by mapping CPS subgroups to ACS Asian category, but loses granularity.",,RS.2,F1,"CPS uses a subset of race categories focused exclusively on Asian subgroups, while ACS uses a comprehensive race list.",['MC.2'],"The category structure differs in breadth, but individual subgroups (Chinese, Filipino, etc.) can be mapped directly between the two surveys.",3,"openai,anthropic,google"
