survey,source_q_id,source_text,best_match_q_id,best_match_text,subtopic,best_feasibility,barrier_category,barrier_subcode,barrier_description,confidence,score_borda,score_entropy,triage_quadrant,specific_conflicts,arbitrator_reasoning,pair_id
FOODAPS,FOODAPS_131,How long does it take to go one way from home to [FILL IN PRIMARY STORE NAME FROM C1]?,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,Commute/Commuting,F3,CC,CC.2,Operationalization,HIGH,0.2,0.1278414656345164,Q3,Trip purpose differs fundamentally: FoodAPS measures travel time to primary grocery store while ACS measures travel time to work - same metric (minutes) but applied to different destinations representing different constructs | Different trip purpose/destination: one-way travel time to primary grocery store vs usual travel time from home to work last week.,"[Anthropic — F3/CC.1] Two raters (A and C) agree on CC.1 as the barrier code, identifying that the core issue is a concept definition difference - both questions measure travel time in minutes from home, but to fundamentally different destinations (grocery store vs. workplace). Rater B coded PC.1 (population/coverage), but this is secondary to the construct issue - the primary barrier is that 'travel time to grocery store' and 'travel time to work' are measuring different constructs, not just different populations. On feasibility, Rater C's F3 is more appropriate than Rater A's F2. While both measure duration, there is no valid statistical adjustment that could transform grocery shopping travel time into work commute time - these are fundamentally different trip purposes with different behavioral determinants, frequencies, and route characteristics. The relationship between these two measures would be highly variable across individuals and contexts, making harmonization infeasible. ||| [Openai — F3/CC.2] The binding obstacle is that the two items operationalize different underlying behaviors: one measures one-way travel time from home to a respondent’s primary grocery store, while the ACS item measures usual commute time from home to work (restricted to those who worked last week). Even though both are ""minutes"" of travel time, the destination/purpose differs, making the indicators non-equivalent and not harmonizable without redefining the construct. Temporal phrasing and worker-universe differences are secondary; the primary issue is the mismatch in what trip is being measured. Because there is no defensible recode or adjustment that can convert grocery-store travel time into commute time (or vice versa) as the same construct, feasibility is incompatible (F3).",FOODAPS_0009
FOODAPS,FOODAPS_216,"How much did you receive [Response from I1a] in wages, salary, commissions, bonuses, or tips from all jobs before taxes and other deductions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings,F3,CC,CC.1,Concept definition,MODERATE,0.2,0.1278414656345164,Q3,"FOODAPS asks for total earnings amount (sum of wages, salary, commissions, bonuses, tips) while ACS asks for hourly rate of pay - fundamentally different response formats that cannot be converted without external data on hours worked | Total earnings received from all jobs (amount over a period) vs best-estimate hourly pay rate (rate concept, typically job-specific); cannot be reconciled without substantial additional information (hours, job basis, pay structure/components).","[Anthropic — F3/RS.1] All three raters unanimously agree on RS.1 (scale type - fundamentally different response formats) as the primary barrier. The FOODAPS question asks for a total earnings amount while ACS asks for an hourly rate of pay. These are fundamentally different response formats that cannot be mechanically converted without external information (hours worked). For feasibility, Raters A and C chose F2 (statistical adjustment) while Rater B chose F3 (incompatible). Rater B's reasoning is more compelling: converting between total earnings and hourly rate requires not just statistical adjustment but additional data that is not present in either question (hours worked, pay frequency). Without this information, the conversion cannot be reliably made even with modeling assumptions. The questions elicit operationally distinct constructs requiring different cognitive tasks from respondents. ||| [Openai — F3/CC.1] While all raters selected RS.1, the more binding issue is that the items measure different underlying constructs: FOODAPS asks for total earnings received (a dollar amount over a period and across all jobs, inclusive of multiple pay components), whereas the ACS item asks for an hourly rate of pay (a wage rate concept, typically for a job and not requiring a reference period total). The response-format difference (sum vs rate) is a symptom of this construct mismatch rather than the primary barrier. Converting between them would require additional variables (hours worked, whether paid hourly vs salaried, job-specific vs all-jobs aggregation, and alignment of pay components and timing). Without those, the measures are not harmonizable in a defensible way, making them effectively incompatible.",FOODAPS_0479
FOODAPS,FOODAPS_275,What is the main reason NAME did not work last week?,ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,F2,CC,CC.2,Operationalization,MODERATE,0.2,0.2595569150761394,Q3,"FOODAPS elicits the main reason for not working (categorical, multiple possible reasons) while ACS asks only about layoff status (binary indicator for one specific condition). The ACS cannot capture the full range of non-work reasons. | Broad 'main reason not working last week' vs single binary indicator of being on layoff last week; ACS captures only one possible reason/status and not the main reason construct.","[Anthropic — F3/CC.2] All three raters agree this is a construct-level barrier. Raters A and B both coded CC.2 (operationalization), while Rater C coded CC.1 (concept definition). The distinction is important: both questions relate to employment/non-work status, so the core concept is similar. However, they operationalize it differently - FOODAPS asks for the main reason for not working (capturing multiple possible reasons), while ACS asks specifically about layoff status (a binary yes/no for one specific condition). This is an operationalization difference (CC.2) rather than a fundamental concept difference. For feasibility, Raters B and C both assigned F3, which is more appropriate than Rater A's F2. The ACS layoff question cannot capture the full range of reasons for not working, and even if 'layoff' is one response option in FOODAPS, the ACS question cannot distinguish among non-layoff reasons. This makes the questions fundamentally incompatible for harmonization purposes. ||| [Openai — F2/CC.2] The primary barrier is construct operationalization: FOODAPS asks for the (comprehensive) main reason for not working last week, whereas the ACS item measures only one specific employment status condition (on layoff) as a yes/no. They are related but not equivalent; ACS does not enumerate or identify the respondent’s main reason, and FOODAPS is not limited to layoff. Harmonization is possible only in a limited way (e.g., creating a 'layoff' indicator from FOODAPS if that category exists and treating all others as not-layoff), but that requires assumptions about category mapping and does not recover the broader 'main reason' construct, so it is not a direct recode.",FOODAPS_0112
FOODAPS,FOODAPS_61,"Is NAME currently married, widowed, divorced, separated, or never married?",ACS_93,In what year did this person last get married?,Marital Status,F3,CC,CC.2,Operationalization,HIGH,0.2,0.1278414656345164,Q3,Current marital status (categorical state) vs. year of last marriage (timing of event) - different operationalizations of marriage-related information that cannot be converted without external data | Current marital status category vs. retrospective year of last marriage event; the event timing does not map uniquely to current status.,"[Anthropic — F3/CC.2] Two raters (A and C) agree on CC.2 as the barrier code. The fundamental issue is that these questions measure different constructs: one asks about current marital STATUS (a categorical state), while the other asks about the TIMING of a marriage event (a temporal/numeric measure). This is an operationalization difference - both relate to marriage but capture fundamentally different aspects. Rater B's RS.1 coding focuses on the response format difference, but per the taxonomy hierarchy, CC > RS when the scale difference reflects a construct difference. Regarding feasibility, Rater C's F3 is more appropriate than Rater A's F2 because knowing when someone last got married cannot reliably tell you their current marital status without substantial external data (divorce records, death records, etc.). The year of marriage alone cannot distinguish between currently married, widowed, divorced, or separated - making these fundamentally incompatible for harmonization. ||| [Openai — F3/CC.2] The items measure different underlying constructs: one is current marital status (a point-in-time categorical state), the other is timing of last marriage (a past event year). Knowing the year of last marriage does not determine current status because individuals may have divorced, separated, or been widowed since that marriage, and some never-married individuals have no applicable year. This is primarily an operationalization/indicator mismatch (construct barrier), not merely a response-scale issue. Without additional variables capturing marital history/dissolution, the measures cannot be harmonized to the same concept, so they are effectively incompatible.",FOODAPS_0190
FOODAPS,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)",F3,CC,CC.1,Concept definition,MODERATE,0.1,0.1796896480488135,Q4,"FOODAPS asks for payment frequency (how often payments are made - categorical), while ACS asks for annual dollar amount paid (continuous numeric). These capture fundamentally different dimensions that cannot be converted without external data. | Construct mismatch: payment frequency for homeowners/renters insurance vs annual dollar amount for fire/hazard/flood insurance on this property (different metric and insurance scope).","[Anthropic — F3/RS.1] All three raters agree on RS.1 (scale type mismatch) as the primary barrier, which is correct - one question asks for payment frequency (categorical/ordinal) while the other asks for annual dollar amount (continuous numeric). These are fundamentally different response formats measuring different dimensions (behavioral pattern vs. financial magnitude). While Rater C correctly notes there's also a construct difference (general homeowners/renters insurance vs. specific fire/hazard/flood insurance), the response scale mismatch is the primary barrier that would need resolution first. The feasibility should be F3 (incompatible) as agreed by Raters A and C, because even with assumptions, you cannot convert payment frequency to a dollar amount without knowing the payment amount per installment - the data simply doesn't exist to make this conversion. ||| [Openai — F3/CC.1] While there is a clear response-scale mismatch (frequency vs annual dollar amount), the binding problem is construct non-equivalence. The survey question measures how often households pay for homeowners/renters insurance (a payment schedule/behavior), whereas the ACS item measures the total annual amount paid specifically for fire/hazard/flood insurance on the property. Even with additional assumptions, frequency cannot be transformed into an annual amount without installment amounts, and the insurance concept/scope differs (general homeowners/renters insurance vs specific hazard-type coverage tied to the property). Under the hierarchy, this is primarily a construct definition/scope issue rather than merely a response scale issue, making the items incompatible for harmonization.",FOODAPS_0283
FOODAPS,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",F3,CC,CC.2,Operationalization,HIGH,0.1,0.1796896480488135,Q4,"FOODAPS measures payment frequency (how often property taxes are paid - categorical), while ACS measures annual tax amount (dollar value - continuous). These are fundamentally different constructs about property taxation that cannot be harmonized. | Payment frequency of property tax (behavioral schedule) vs annual real estate tax amount (dollar total); constructs are not directly transformable.","[Anthropic — F3/CC.1] While Raters A and B coded this as RS.1 (scale type difference), Rater C correctly identifies that this is fundamentally a construct difference (CC.1). The questions are measuring entirely different concepts: FOODAPS asks about payment frequency (how often payments are made), while ACS asks about the annual dollar amount of taxes. This is not merely a response scale difference - the underlying constructs being measured are different aspects of property taxation. Per the taxonomy hierarchy rule, CC (Construct) > RS (Response Scale) when the scale difference reflects a construct difference. Payment frequency and tax amount are conceptually unrelated variables that cannot be derived from one another, making this F3 (incompatible). ||| [Openai — F3/CC.2] The primary barrier is a construct/operationalization mismatch: the survey question measures the payment schedule behavior (how often taxes are paid), whereas the ACS question measures the annual tax amount (financial magnitude). The response-scale difference (categorical frequency vs numeric dollars) is a downstream consequence of measuring different constructs. Without additional information on installment structure and amounts per payment, neither measure can be converted into the other, making harmonization effectively incompatible.",FOODAPS_0300
FOODAPS,FOODAPS_211,"Did you receive any wages, salary, commissions, bonuses, or tips last month?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings,F3,CC,CC.2,Operationalization,HIGH,0.1,0.1796896480488135,Q4,FOODAPS asks binary yes/no about receipt of wages/salary/commissions/bonuses/tips last month; ACS asks categorical preference for how to report earnings (hourly/weekly/annually/other). Different operationalizations measuring different aspects of earnings - receipt occurrence vs. reporting format preference. | Binary last-month receipt of any wages/salary/tips (any job/source) vs preferred reporting unit for pre-tax earnings on the main job; different constructs so no direct mapping.,"[Anthropic — F3/CC.2] All three raters unanimously agree on CC.2 (operationalization difference), which is clearly correct. The FOODAPS question asks a binary yes/no about whether wages were received last month, while the ACS question asks about the preferred reporting format for earnings (hourly, weekly, annually, etc.). These are fundamentally different operationalizations - one measures income receipt occurrence, the other measures reporting preference. For feasibility, Raters A and C assign F3 (incompatible), while Rater B assigns F2. The F3 rating is more appropriate because knowing someone's preferred reporting format provides no information about whether they received income in a specific month. There is no statistical model that can reliably bridge these entirely different constructs - they measure different things entirely (receipt vs. preference). ||| [Openai — F3/CC.2] All three raters agree the binding issue is construct/operationalization: the survey question measures whether any wage/salary/tips etc. were received in the last month (a receipt indicator with a defined time window and broad income-source scope), while the ACS item measures the respondent’s preferred reporting basis (hourly/weekly/annual/other) for total earnings for the main job and does not ask about receipt or amount in any period. Because the ACS response provides no information that can be recoded or validly modeled into a last-month earnings-receipt indicator, the measures are not harmonizable.",FOODAPS_0458
FOODAPS,FOODAPS_218,"According to our calculations, you received [calculate TOTAL FROM I1b and I1a by month] altogether in earnings from work last month before taxes and other deductions. Is that correct?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings,F3,CC,CC.2,Operationalization,HIGH,0.1,0.1796896480488135,Q4,"FoodAPS measures total monthly earnings (aggregate amount including all pay types) while ACS measures hourly rate excluding overtime/tips/commissions (rate for main job only). These different operationalizations cannot be reconciled without external data on hours worked and pay component breakdowns. | Monthly total earnings (all earnings last month, calculated/validated) vs hourly base wage rate on main job excluding overtime/tips/commissions—different operationalizations requiring missing data (hours/components) to relate.","[Anthropic — F3/CC.2] Raters A and B both correctly identify CC.2 (operationalization difference) as the primary barrier. The fundamental issue is that FoodAPS asks for total monthly earnings (an aggregate amount) while ACS asks for hourly rate excluding overtime/tips/commissions (a rate measure for specific pay components). These are fundamentally different operationalizations of income/earnings. While Rater C correctly notes the response format difference (Yes/No validation vs. numeric), this is secondary to the construct operationalization difference - even if both questions used the same response format, the underlying measures would still be incompatible. Per the taxonomy hierarchy, CC > RS when scale difference reflects construct difference. Regarding feasibility, F3 is appropriate because converting between total monthly earnings and hourly rate requires additional data (hours worked, breakdown of pay components) that is not available, making mechanical reconciliation impossible. ||| [Openai — F3/CC.2] The primary barrier is a construct/operationalization mismatch: the survey question is a (calculated) total earnings amount for last month, whereas the ACS question elicits an hourly wage rate on the main job and explicitly excludes overtime, tips, and commissions. These are different measurement targets (aggregate monthly earnings vs base hourly rate), so they are not directly comparable. The response-format difference noted by Rater C is secondary and flows from the construct difference. Harmonization would require additional information (e.g., hours worked on main job, number of jobs, pay components) and assumptions, and even then the ACS measure cannot be converted to total monthly earnings without substantial unverifiable inputs, making the pair effectively incompatible.",FOODAPS_0489
FOODAPS,FOODAPS_219,"According to our calculations, you received [calculate TOTAL FROM I1b and I1a by month] altogether in earnings from work last month before taxes and other deductions. Is that correct?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings,F3,CC,CC.2,Operationalization,HIGH,0.1,0.1796896480488135,Q4,"FoodAPS asks for total monthly earnings (calculated aggregate including all sources); ACS asks for hourly rate excluding overtime/tips/commissions (rate-based measure of base pay only). These operationalizations cannot be reconciled without external data on hours worked, and even then the ACS exclusions prevent full harmonization. | Monthly total earnings received last month (aggregate) versus hourly base pay rate on main job excluding overtime/tips/commissions (rate component), requiring missing inputs and non-equivalent constructs.","[Anthropic — F3/CC.2] Raters A and B both correctly identify CC.2 (operationalization difference) as the primary barrier. The fundamental issue is that FoodAPS asks for total monthly earnings (an aggregate measure) while ACS asks for hourly rate excluding overtime/tips/commissions (a rate-based component measure). These represent fundamentally different operationalizations of income/earnings. Rater C's RS.1 coding is less appropriate because while the response formats differ, the core problem is the construct operationalization - you cannot convert between total monthly earnings and hourly rate without knowing hours worked, and the ACS explicitly excludes components that would be included in FoodAPS's total. Between A and B, A's F3 rating is more appropriate than B's F2 because even with additional data, the exclusion of overtime/tips/commissions in ACS creates an irreconcilable difference with FoodAPS's total earnings figure. ||| [Openai — F3/CC.2] The two items measure different underlying quantities: FoodAPS verifies a computed total amount of earnings received last month (an aggregate over a month, inclusive of whatever components were in I1a/I1b), while the ACS asks for an hourly wage rate on the main job and explicitly excludes overtime, tips, and commissions. This is primarily a construct/operationalization mismatch (aggregate monthly earnings vs hourly base rate) rather than a response-scale issue. Converting between them would require additional information (hours worked in the month, whether/what portion of pay was excluded components, multiple jobs) and would still not yield an equivalent measure; thus they are effectively incompatible for harmonization.",FOODAPS_0495
FOODAPS,FOODAPS_269,Was Name on active duty ONLY FOR TRAINING in the Reserves or National Guard?,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",Veterans,F3,CC,CC.4,Scope inclusions,HIGH,0.1,0.1796896480488135,Q4,"FOODAPS asks specifically about training-only service in Reserves/National Guard (a boundary condition for defining countable active duty), while ACS asks broadly about any active duty service without distinguishing training-only service. These represent incompatible operationalizations of what constitutes meaningful active duty. | Survey isolates training-only Reserve/Guard active duty; ACS provides only an overall ever-active-duty measure that does not distinguish training-only from other active duty service.","[Anthropic — F3/CC.3] Two raters (B and C) agree on CC.3 (boundary conditions), while Rater A coded CC.4 (scope inclusions). The key issue here is that FOODAPS specifically asks about a boundary condition - whether service was ONLY for training purposes. This is a threshold/cutoff question that determines whether someone's service 'counts' as active duty for certain purposes (like veteran status). The ACS question asks broadly about ever serving on active duty without distinguishing training-only service. This is fundamentally a boundary condition difference (CC.3) rather than scope inclusions (CC.4), because it's about what threshold of service qualifies, not about which components are counted. Rater B's F3 feasibility is correct because the ACS response cannot distinguish training-only service from other active duty service, making harmonization infeasible. ||| [Openai — F3/CC.4] The items are not measuring the same construct: the survey question targets the specific subcase of being on active duty ONLY FOR TRAINING in the Reserves/National Guard, while the ACS question asks a broad ever-served-on-active-duty indicator for Armed Forces/Reserves/Guard without isolating (or separately identifying) training-only service. This is primarily a scope inclusion/exclusion problem (the ACS aggregates multiple service types that the survey question separates), and the ACS response cannot be deterministically mapped to the training-only condition. Without additional ACS detail items, harmonization would require unverifiable assumptions about what portion of ACS 'yes' responses are training-only, making the measures fundamentally incompatible for direct harmonization.",FOODAPS_0143
FOODAPS,FOODAPS_270,Is Name currently on active duty?,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",Veterans,F3,TC,TC.2,Temporal framing,HIGH,0.1,0.1796896480488135,Q4,FOODAPS asks current active-duty status (point-in-time); ACS asks whether the person has ever served (lifetime/retrospective). Current status cannot be derived from lifetime history. | Point-in-time current active-duty status vs lifetime retrospective ever-served-on-active-duty status; ACS cannot recover current status from ever-served.,"[Anthropic — F3/TC.2] All three raters unanimously agree on TC.2 (temporal framing difference) as the barrier code. The disagreement is only on feasibility (Rater B says F2, while A and C say F3). The majority position of F3 is correct because: while someone currently on active duty necessarily has 'ever served,' the reverse inference is impossible - someone who has 'ever served' may or may not be currently on active duty. The ACS 'ever served' question cannot be used to determine current active duty status without additional temporal data that doesn't exist. This is a fundamental incompatibility, not something that can be resolved through statistical adjustment, making F3 the appropriate feasibility rating. ||| [Openai — F3/TC.2] The questions measure different temporal framings of military service: one is a point-in-time status (currently on active duty) and the other is lifetime history (ever served on active duty). This is a primary temporal-framing mismatch (TC.2). The mapping is non-bijective: a “yes, currently” implies “yes, ever,” but an “ever served = yes/no” response cannot determine current active-duty status, and a “currently = no” does not indicate whether the person ever served. Without additional variables (e.g., current service status or dates of service), the measures are not harmonizable to a common construct, making direct harmonization infeasible.",FOODAPS_0147
FOODAPS,FOODAPS_273,Did NAME retire early because of a disability?,ACS_114,"When did this person last work, even for a few days?",Employment Status,F3,CC,CC.1,Concept definition,HIGH,0.1,0.1796896480488135,Q4,"FOODAPS asks about reason for early retirement (specifically disability), while ACS asks about timing of last employment. These measure entirely different constructs - cause vs. timing - with no logical pathway to derive one from the other. | Reason for early retirement due to disability vs timing of last employment; ACS does not measure early retirement status or disability causation.","[Anthropic — F3/CC.1] All three raters agree on CC.1 (concept definition difference), which is clearly correct - one question asks about the REASON for retirement (disability) while the other asks about TIMING of last work. These are fundamentally different constructs. For feasibility, Raters B and C both coded F3 (incompatible), while Rater A coded F2. The F3 classification is more appropriate because knowing when someone last worked provides no information about whether they retired early due to disability. There is no statistical adjustment or modeling that could bridge this gap - the ACS question simply does not capture retirement reason or disability status. The constructs are fundamentally incompatible. ||| [Openai — F3/CC.1] The two items target different core constructs: the survey question asks a causal reason for an early-retirement event (retired early because of disability), while the ACS item asks the timing/recency of last work regardless of retirement status or reason. ACS “when last worked” cannot identify whether someone retired early, nor whether disability was the cause; at best it provides an employment history timestamp that could be loosely associated with non-employment. Any attempt to infer disability-related early retirement from last-work timing would rely on strong, unverifiable assumptions and would not yield a comparable measure of the intended construct. Therefore the binding constraint is a construct-definition mismatch (CC.1) and the measures are not meaningfully harmonizable (F3).",FOODAPS_0109
FOODAPS,FOODAPS_281,Does NAME commute to work at least once a week?  ,ACS_104,At what location did this person work LAST WEEK?,Commute/Commuting,F3,CC,CC.1,Concept definition,HIGH,0.1,0.1796896480488135,Q4,FOODAPS asks about habitual commuting frequency (yes/no for at least weekly commuting); ACS asks about work location last week. These measure fundamentally different constructs that cannot be harmonized. | Commuting frequency/status (>= once/week) vs workplace location last week; location does not map to commuting behavior/frequency.,"[Anthropic — F3/CC.1] All three raters agree on CC.1 as the barrier code, correctly identifying that the core concepts differ fundamentally: FOODAPS measures commuting behavior/frequency (whether someone commutes at least weekly), while ACS asks about work location (where the person worked). These are distinct constructs - knowing where someone worked does not tell us whether they commute regularly. Two raters (A and B) assign F3, while Rater C assigns F2. The F3 rating is more appropriate because work location cannot be mechanically or statistically transformed into commuting frequency without external data about the person's home location and assumptions about their travel patterns. Even with the ACS work location data, you cannot determine if someone commutes without knowing their residence, and the ACS question doesn't capture frequency of commuting. The temporal difference (habitual vs. last week) noted by Raters B and C is secondary to the fundamental construct mismatch. ||| [Openai — F3/CC.1] The two items measure different core constructs: the survey question asks whether the person commutes to work at least weekly (a commuting behavior/frequency concept), while the ACS item asks for the physical location of where the person worked last week (a workplace location concept). Knowing a workplace address/location does not indicate whether the person commuted, nor the frequency of commuting (e.g., remote work, multiple worksites, temporary assignments, not working last week). This is a construct-definition mismatch (primary), with a secondary temporal framing difference (habitual vs last week) that does not resolve the fundamental incompatibility. Therefore the appropriate barrier is CC.1 and the items are not meaningfully harmonizable (F3).",FOODAPS_0040
FOODAPS,FOODAPS_285,"Did NAME receive any wages, salary, commissions, bonuses, or tips last month?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings,F3,CC,CC.4,Scope inclusions,HIGH,0.1,0.1796896480488135,Q4,"FOODAPS asks binary receipt of all earnings (wages/salary/commissions/bonuses/tips) last month; ACS asks weekly dollar amount of only supplemental components (overtime/tips/commissions), excluding regular wages/salary. | Binary any earnings receipt last month (wages/salary/commissions/bonuses/tips) vs numeric usual weekly amount for only overtime/tips/commissions (excluding base wages/salary and bonuses).","[Anthropic — F3/CC.4] Two raters (B and C) agree on CC.4 (scope inclusions), which is the appropriate code. The primary barrier is scope: FOODAPS asks about receipt of ANY wages/salary/commissions/bonuses/tips (broad scope, binary), while ACS asks specifically about overtime/tips/commissions ONLY (narrow scope, excludes regular wages/salary). This is fundamentally a scope inclusion difference - the questions count different components of earnings. While there are also temporal (monthly vs weekly) and response format (binary vs amount) differences, the scope mismatch is the primary barrier that would need resolution first. Rater A's CC.1 (concept definition) is less precise - the core concept of 'earnings' is similar, but what's included differs. F3 is appropriate because even with statistical modeling, you cannot derive a binary indicator of total earnings receipt from a weekly amount of just supplemental income components. ||| [Openai — F3/CC.4] The questions do not measure the same construct: the survey question is a binary indicator of any receipt of broad wage/salary-related earnings (including wages/salary, commissions, bonuses, tips) over the past month, whereas the ACS question asks for a numeric weekly amount of ONLY specific components (overtime pay, tips, commissions) and explicitly excludes base wages/salary and bonuses. This is primarily a scope-inclusions mismatch (what income components are included/excluded) rather than a pure temporal or response-scale issue; the time unit and binary-vs-amount differences compound the problem. Because ACS does not provide the broader 'any wages/salary/bonuses' receipt information and the survey item does not provide component-level amounts, there is no defensible direct or model-based bridge without external data on component shares and timing, making harmonization effectively incompatible.",FOODAPS_0517
FOODAPS,FOODAPS_5,Please enter the cell phone number where you wish to receive text messages.,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household,F3,CC,CC.1,Concept definition,HIGH,0.1,0.1796896480488135,Q4,Survey question collects cell phone number specifically for text message contact; ACS collects any telephone number plus name for form-filler identification. Different constructs (text-capable contact channel vs. respondent identification) with incompatible purposes. | Cell/text-capable phone number for receiving texts vs general telephone number tied to identifying the form-filler (phone type and texting intent not specified).,"[Anthropic — F3/CC.1] All three raters agree on CC.1 (Concept definition) as the barrier code, which is correct. The questions collect fundamentally different concepts: the survey question specifically requests a cell phone number for receiving text messages (a specific communication channel), while the ACS question requests the name and telephone number of the person filling out the form (for identification/contact purposes). These are different constructs - one is about establishing a text messaging channel, the other is about respondent identification. For feasibility, Raters B and C both coded F3 (Incompatible), while Rater A coded F2. F3 is more appropriate because: (1) cell phone numbers and general telephone numbers are not interchangeable - a landline cannot receive texts; (2) the purposes are fundamentally different (automated text contact vs. form-filler identification); (3) there is no statistical method to bridge these different data types and purposes. The data cannot be meaningfully harmonized. ||| [Openai — F3/CC.1] All three raters agree the primary issue is a construct difference. The survey item asks for a cell phone number specifically intended for receiving text messages (a mobile/text-capable contact channel, implying consent/communication purpose). The ACS item asks for the name and telephone number of the person filling out the form (respondent identification/contact, phone type unspecified and not tied to texting). Because one variable is ""text-message cell phone number"" and the other is ""telephone number of form-filler,"" they are not functionally equivalent and cannot be harmonized by recoding without substantial missingness and unverifiable assumptions about phone type and intended use.",FOODAPS_0210
FOODAPS,FOODAPS_68,What are the first and last days of the school break or summer vacation?,ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",School Enrollment,F3,CC,CC.1,Concept definition,HIGH,0.1,0.1796896480488135,Q4,"FOODAPS measures school break/vacation timing (specific dates), while ACS measures school attendance status (binary yes/no in past 3 months) - fundamentally different constructs that cannot be harmonized. | Vacation/break date boundaries (event timing) vs binary attendance-in-last-3-months (participation status); break dates cannot be reliably transformed into recent attendance.","[Anthropic — F3/CC.1] While two raters (A and C) coded TC.2, the primary barrier here is fundamentally a construct difference (CC.1). The FOODAPS question asks for specific dates of school breaks/vacations - it's measuring the timing of non-attendance periods. The ACS question asks whether someone attended school at all in the past 3 months - a binary attendance measure. These are measuring entirely different constructs: one measures vacation scheduling, the other measures enrollment/attendance status. Per the coding hierarchy rule, CC > TC when temporal difference implies a construct difference. The temporal aspects (specific dates vs. 3-month retrospective) are secondary to the fact that these questions measure fundamentally different things - break timing vs. attendance behavior. Even with perfect temporal alignment, these questions would not be measuring the same construct. F3 is appropriate because the conceptual mismatch makes true harmonization impossible. ||| [Openai — F3/CC.1] The core constructs do not align: FOODAPS asks for the start/end dates of a specific school break/summer vacation (an event-timing/calendar concept), while the ACS item asks whether the person attended school/college at any time in the last 3 months (a recent participation/attendance status concept). Even if interview date and break dates are known, break dates do not determine whether someone attended school or college during the last 3 months (e.g., attendance could occur outside the break window, in college vs K-12, intermittent attendance, etc.). The temporal mismatch is present, but it is secondary to the more fundamental construct mismatch, making harmonization effectively incompatible.",FOODAPS_0439
FOODAPS,FOODAPS_102,Select the names of the people below that received benefits from SNAP during the last 12 months.,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F1,RS,RS.1,Scale type,HIGH,1.0,1.0,Q1,"Survey uses roster-based individual selection format while ACS uses household-level binary yes/no, both measuring SNAP receipt in past 12 months | Person-level roster selection of recipients versus household-level binary receipt; requires aggregating person indicators to an any-member household yes/no.","[Anthropic — F1/RS.2] All three raters agree on F1 feasibility and recognize the same core issue: one question collects person-level data (roster selection) while the other asks a household-level yes/no. The disagreement is about categorization. Rater A codes PC.1 (universe definition), but this isn't truly a population difference - both questions target the same household population and SNAP program. Rater C codes CC.2 (operationalization), but the underlying construct (household SNAP receipt in past 12 months) is identical. Rater B's RS.2 (category structure) is most accurate because the difference is fundamentally about response format: selecting individual names from a roster vs. answering a binary yes/no. The construct, temporal reference, and population are all aligned - only the response structure differs. This is mechanically transformable by aggregating roster selections to a household-level binary. ||| [Openai — F1/RS.1] Both questions measure the same construct (SNAP/food stamp receipt in the past 12 months) and share the same reference period and program concept. The key difference is the response format/unit captured: the survey collects person-level roster selections, while the ACS is a single household-level yes/no about any member. This is primarily a response-format (person-roster vs household binary) issue rather than population/coverage or construct. Harmonization is straightforward by aggregating the roster to a household indicator (any selected = yes).",FOODAPS_0595
