pair_id,primary_barrier_openai,feasibility_openai,specific_conflict_openai,additional_barriers_openai,reasoning_openai,primary_barrier_claude,feasibility_claude,specific_conflict_claude,additional_barriers_claude,reasoning_claude,barrier_l1_openai,barrier_l1_claude
CPS_0757,CC.1,F3,"CPS asks about a disability preventing work, while ACS measures difficulties with errands.",[],The conceptual focus on work-related disability versus functional limitations in daily activities creates incompatibility.,CC.2,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures independent living difficulty (errands, shopping, doctor visits)","['CC.1', 'CC.4']",CPS operationalizes disability through work-preventing capacity; ACS through independent living functional domain. Difficulty with errands does not necessarily prevent work acceptance. Fundamentally different operationalizations.,CC,CC
CPS_0758,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific hearing difficulties.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,CPS measures work disability (functional limitation preventing work acceptance); ACS measures hearing disability (sensory impairment). Different disability domains with no necessary relationship.,['CC.4'],"The CPS question operationalizes disability as work-preventing functional limitation (broad, outcome-focused), while ACS measures specific sensory impairment (hearing). A person may have hearing difficulty without work disability, or vice versa. These are fundamentally different constructs.",CC,CC
CPS_0759,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific visual difficulties.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,CPS measures work disability (functional limitation preventing work acceptance); ACS measures vision disability (sensory impairment). Different disability domains with no necessary relationship.,['CC.4'],"The CPS question operationalizes disability as work-preventing functional limitation (broad, outcome-focused), while ACS measures specific sensory impairment (vision). A person may have vision difficulty without work disability, or vice versa. These are fundamentally different constructs.",CC,CC
CPS_0760,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific cognitive difficulties.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,"CPS measures work disability (functional limitation preventing work acceptance); ACS measures cognitive disability (difficulty concentrating, remembering, deciding). Different operationalizations of disability with different thresholds.","['CC.2', 'CC.3']","CPS asks about work-preventing disability (outcome-based, binary threshold); ACS asks about serious difficulty with specific cognitive functions (symptom-based). Not all cognitive difficulties prevent work, and work disability may exist without these specific cognitive symptoms.",CC,CC
CPS_0761,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific mobility difficulties.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,CPS measures work disability (functional limitation preventing work acceptance); ACS measures mobility disability (difficulty walking/climbing stairs). Different disability domains with no necessary relationship.,['CC.4'],"The CPS question operationalizes disability as work-preventing functional limitation (broad, outcome-focused), while ACS measures specific mobility impairment. A person may have mobility difficulty without work disability, or vice versa. These are fundamentally different constructs.",CC,CC
CPS_0762,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific personal care difficulties.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,CPS measures work disability (functional limitation preventing work acceptance); ACS measures self-care disability (difficulty dressing/bathing). Different disability domains with no necessary relationship.,['CC.4'],"The CPS question operationalizes disability as work-preventing functional limitation (broad, outcome-focused), while ACS measures specific self-care impairment. A person may have self-care difficulty without work disability, or vice versa. These are fundamentally different constructs.",CC,CC
CPS_0763,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific difficulties with errands.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,CPS measures work disability (functional limitation preventing work acceptance); ACS measures independent living disability (difficulty with errands/community activities). Different disability domains with no necessary relationship.,['CC.4'],"The CPS question operationalizes disability as work-preventing functional limitation (broad, outcome-focused), while ACS measures specific independent living impairment. A person may have difficulty with errands without work disability, or vice versa. These are fundamentally different constructs.",CC,CC
CPS_0764,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific hearing difficulties.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,CPS measures work disability (functional limitation preventing work acceptance); ACS measures hearing disability (sensory impairment). Different disability domains with no necessary relationship.,['CC.4'],"The CPS question operationalizes disability as work-preventing functional limitation (broad, outcome-focused), while ACS measures specific sensory impairment (hearing). A person may have hearing difficulty without work disability, or vice versa. These are fundamentally different constructs.",CC,CC
CPS_0765,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific visual difficulties.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,CPS measures work disability (functional limitation preventing work acceptance); ACS measures vision disability (sensory impairment). Different disability domains with no necessary relationship.,['CC.4'],"The CPS question operationalizes disability as work-preventing functional limitation (broad, outcome-focused), while ACS measures specific sensory impairment (vision). A person may have vision difficulty without work disability, or vice versa. These are fundamentally different constructs.",CC,CC
CPS_0766,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific cognitive difficulties.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,"CPS measures work disability (functional limitation preventing work acceptance); ACS measures cognitive disability (difficulty concentrating, remembering, deciding). Different operationalizations of disability with different thresholds.","['CC.2', 'CC.3']","CPS asks about work-preventing disability (outcome-based, binary threshold); ACS asks about serious difficulty with specific cognitive functions (symptom-based). Not all cognitive difficulties prevent work, and work disability may exist without these specific cognitive symptoms.",CC,CC
CPS_0767,CC.1,F3,"CPS asks about any disability preventing work, while ACS focuses on specific mobility difficulties.",[],"The core concept of disability is defined differently; CPS encompasses a broader range of disabilities affecting work, while ACS specifies a particular condition.",CC.1,F3,CPS measures work disability (functional limitation preventing work acceptance); ACS measures mobility disability (difficulty walking/climbing stairs). Different disability domains with no necessary relationship.,['CC.4'],"The CPS question operationalizes disability as work-preventing functional limitation (broad, outcome-focused), while ACS measures specific mobility impairment. A person may have mobility difficulty without work disability, or vice versa. These are fundamentally different constructs.",CC,CC
CPS_0768,CC.1,F3,"CPS focuses on work-related disabilities, while ACS asks about difficulties in daily activities.",[],"The core concepts of disability differ significantly between the two questions, making them fundamentally incompatible.",CC.2,F3,CPS measures work capacity (functional limitation preventing work acceptance); ACS measures specific ADL difficulty (dressing/bathing). These operationalize disability differently.,"['CC.1', 'CC.4']",CPS operationalizes disability as work-preventing functional limitation; ACS operationalizes it as difficulty with specific self-care activities. These are fundamentally different behavioral indicators of disability with no direct mapping.,CC,CC
CPS_0769,CC.1,F3,"CPS addresses work-related disabilities, whereas ACS inquires about difficulties in performing errands.",[],"The definitions of disability in the context of work versus daily activities are distinct, leading to incompatibility.",CC.2,F3,CPS measures work capacity (functional limitation preventing work acceptance); ACS measures specific IADL difficulty (errands/shopping). These operationalize disability differently.,"['CC.1', 'CC.4']",CPS operationalizes disability as work-preventing functional limitation; ACS operationalizes it as difficulty with specific instrumental activities. These are fundamentally different behavioral indicators with no direct mapping.,CC,CC
CPS_0770,CC.1,F3,"CPS asks about work-related disabilities, while ACS focuses on hearing impairments.",[],"The questions target different aspects of disability, making them fundamentally incompatible.",CC.2,F3,CPS measures work capacity (functional limitation preventing work acceptance); ACS measures specific sensory impairment (hearing). These operationalize disability differently.,"['CC.1', 'CC.4']",CPS operationalizes disability as work-preventing functional limitation; ACS operationalizes it as presence of specific sensory difficulty. These are fundamentally different behavioral indicators with no direct mapping.,CC,CC
CPS_0771,CC.1,F3,"CPS inquires about work-related disabilities, while ACS addresses visual impairments.",[],The focus on different types of disabilities renders the questions incompatible.,CC.2,F3,CPS measures work capacity (functional limitation preventing work acceptance); ACS measures specific sensory impairment (vision). These operationalize disability differently.,"['CC.1', 'CC.4']",CPS operationalizes disability as work-preventing functional limitation; ACS operationalizes it as presence of specific sensory difficulty. These are fundamentally different behavioral indicators with no direct mapping.,CC,CC
CPS_0772,CC.1,F3,"CPS is concerned with work-related disabilities, while ACS asks about cognitive difficulties.",[],The differing focus on types of disabilities leads to fundamental incompatibility.,CC.2,F3,CPS measures work capacity (functional limitation preventing work acceptance); ACS measures specific cognitive difficulty (concentration/memory/decision-making). These operationalize disability differently.,"['CC.1', 'CC.4']",CPS operationalizes disability as work-preventing functional limitation; ACS operationalizes it as difficulty with specific cognitive functions. These are fundamentally different behavioral indicators with no direct mapping.,CC,CC
CPS_0773,CC.1,F3,"CPS addresses work-related disabilities, while ACS focuses on mobility issues.",[],"The questions pertain to different dimensions of disability, making them incompatible.",CC.2,F3,CPS measures work capacity (functional limitation preventing work acceptance); ACS measures specific mobility difficulty (walking/stairs). These operationalize disability differently.,"['CC.1', 'CC.4']",CPS operationalizes disability as work-preventing functional limitation; ACS operationalizes it as difficulty with specific mobility activities. These are fundamentally different behavioral indicators with no direct mapping.,CC,CC
CPS_0774,CC.1,F3,"CPS asks about work-related disabilities, while ACS inquires about difficulties with personal care.",[],The differing definitions of disability lead to fundamental incompatibility.,CC.2,F3,CPS measures work capacity (functional limitation preventing work acceptance); ACS measures specific ADL difficulty (dressing/bathing). These operationalize disability differently.,"['CC.1', 'CC.4']",CPS operationalizes disability as work-preventing functional limitation; ACS operationalizes it as difficulty with specific self-care activities. These are fundamentally different behavioral indicators with no direct mapping.,CC,CC
CPS_0775,CC.1,F3,"CPS focuses on work-related disabilities, while ACS addresses difficulties in performing errands.",[],"The questions target different aspects of disability, leading to incompatibility.",CC.2,F3,CPS measures work capacity (functional limitation preventing work acceptance); ACS measures specific IADL difficulty (errands/shopping). These operationalize disability differently.,"['CC.1', 'CC.4']",CPS operationalizes disability as work-preventing functional limitation; ACS operationalizes it as difficulty with specific instrumental activities. These are fundamentally different behavioral indicators with no direct mapping.,CC,CC
CPS_0776,CC.1,F3,"CPS inquires about work-related disabilities, while ACS focuses on hearing impairments.",[],The differing focus on types of disabilities renders the questions incompatible.,CC.2,F3,CPS measures work capacity (functional limitation preventing work acceptance); ACS measures specific sensory impairment (hearing). These operationalize disability differently.,"['CC.1', 'CC.4']",CPS operationalizes disability as work-preventing functional limitation; ACS operationalizes it as presence of specific sensory difficulty. These are fundamentally different behavioral indicators with no direct mapping.,CC,CC
CPS_0777,CC.1,F3,"CPS addresses work-related disabilities, while ACS asks about visual impairments.",[],The focus on different types of disabilities leads to fundamental incompatibility.,CC.1,F3,CPS measures work-preventing disability (functional limitation concept); ACS measures vision impairment (sensory difficulty concept). These measure fundamentally different disability constructs.,"['CC.2', 'CC.4']",Core concept mismatch: CPS defines disability as work capacity limitation; ACS defines it as specific sensory/functional difficulty. No logical or statistical bridge exists between these distinct conceptualizations.,CC,CC
CPS_0778,CC.1,F3,"CPS focuses on work acceptance due to disability, while ACS measures cognitive difficulties.",[],"The core concepts differ fundamentally; CPS is about work capability, whereas ACS assesses cognitive functioning.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures cognitive difficulty (concentrating, remembering, deciding). These are different constructs—one is work-focused functional outcome, the other is a specific cognitive domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific cognitive domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0779,CC.1,F3,"CPS asks about work acceptance due to disability, while ACS focuses on mobility difficulties.",[],"The constructs are not comparable; CPS is about work capability, while ACS measures physical mobility.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures mobility difficulty (walking/climbing stairs). These are different disability domains—one is work-focused outcome, the other is a specific mobility domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific mobility domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0780,CC.1,F3,"CPS inquires about work acceptance due to disability, while ACS addresses difficulties with personal care.",[],"The questions target different aspects of disability; CPS is about work capability, while ACS focuses on personal care.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures self-care difficulty (dressing/bathing). These are different disability domains—one is work-focused outcome, the other is a specific self-care domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific self-care domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0781,CC.1,F3,"CPS asks about work acceptance due to disability, while ACS measures difficulties with errands.",[],"The constructs differ significantly; CPS is about work capability, while ACS assesses functional independence.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures independent living difficulty (errands alone). These are different disability domains—one is work-focused outcome, the other is a specific independent living domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific independent living domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0782,CC.1,F3,"CPS focuses on work acceptance due to disability, while ACS measures hearing impairment.",[],"The core concepts are fundamentally different; CPS is about work capability, while ACS addresses sensory impairment.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures hearing difficulty (deaf/serious difficulty hearing). These are different disability domains—one is work-focused outcome, the other is a specific sensory domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific hearing domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0783,CC.1,F3,"CPS inquires about work acceptance due to disability, while ACS focuses on visual impairment.",[],"The constructs are not comparable; CPS is about work capability, while ACS measures sensory functioning.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures vision difficulty (blind/serious difficulty seeing). These are different disability domains—one is work-focused outcome, the other is a specific sensory domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific vision domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0784,CC.1,F3,"CPS asks about work acceptance due to disability, while ACS measures cognitive difficulties.",[],"The core concepts differ fundamentally; CPS is about work capability, whereas ACS assesses cognitive functioning.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures cognitive difficulty (concentrating, remembering, deciding). These are different constructs—one is work-focused functional outcome, the other is a specific cognitive domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific cognitive domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0785,CC.1,F3,"CPS focuses on work acceptance due to disability, while ACS measures mobility difficulties.",[],"The constructs are not comparable; CPS is about work capability, while ACS measures physical mobility.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures mobility difficulty (walking/climbing stairs). These are different disability domains—one is work-focused outcome, the other is a specific mobility domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific mobility domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0786,CC.1,F3,"CPS inquires about work acceptance due to disability, while ACS addresses difficulties with personal care.",[],"The questions target different aspects of disability; CPS is about work capability, while ACS focuses on personal care.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures self-care difficulty (dressing/bathing). These are different disability domains—one is work-focused outcome, the other is a specific self-care domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific self-care domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0787,CC.1,F3,"CPS asks about work acceptance due to disability, while ACS measures difficulties with errands.",[],"The constructs differ significantly; CPS is about work capability, while ACS assesses functional independence.",CC.1,F3,"CPS measures work capacity (functional limitation preventing work acceptance); ACS measures independent living difficulty (errands alone). These are different disability domains—one is work-focused outcome, the other is a specific independent living domain.",['CC.4'],"The CPS question operationalizes disability as work-preventing capacity, while ACS measures a specific independent living domain. These are fundamentally different conceptualizations of disability with no direct mapping.",CC,CC
CPS_0788,CC.1,F3,"CPS question focuses on work acceptance due to disability, while ACS question defines disability based on hearing difficulty.",[],"The core concepts of disability are defined differently, making them fundamentally incompatible.",CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific sensory disability (hearing loss). These are fundamentally different constructs.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific sensory impairment (hearing). These measure different aspects of disability and cannot be mechanically reconciled.,CC,CC
CPS_0789,CC.1,F3,"CPS question addresses work acceptance due to disability, while ACS question focuses on visual impairment.",[],The definitions of disability in the context of work versus visual impairment are fundamentally different.,CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific sensory disability (vision loss). These are fundamentally different constructs.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific sensory impairment (vision). These measure different aspects of disability and cannot be mechanically reconciled.,CC,CC
CPS_0790,CC.1,F3,"CPS question pertains to work acceptance due to disability, while ACS question relates to cognitive difficulties.",[],The constructs of disability in relation to work versus cognitive functioning are not harmonizable.,CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific cognitive disability (concentration/memory/decision-making). These are fundamentally different constructs.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific cognitive impairment. These measure different aspects of disability and cannot be mechanically reconciled.,CC,CC
CPS_0791,CC.1,F3,"CPS question is about work acceptance due to disability, while ACS question focuses on mobility issues.",[],The definitions of disability in the context of work versus mobility are fundamentally different.,CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific mobility disability (walking/climbing stairs). These are fundamentally different constructs.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific mobility impairment. These measure different aspects of disability and cannot be mechanically reconciled.,CC,CC
CPS_0792,CC.1,F3,"CPS question addresses work acceptance due to disability, while ACS question concerns difficulties with personal care.",[],The constructs of disability related to work versus personal care are not compatible.,CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific self-care disability (dressing/bathing). These are fundamentally different constructs.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific self-care impairment. These measure different aspects of disability and cannot be mechanically reconciled.,CC,CC
CPS_0793,CC.1,F3,"CPS question focuses on work acceptance due to disability, while ACS question relates to difficulties in performing errands.",[],The definitions of disability in the context of work versus daily activities are fundamentally different.,CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific independent living disability (errands/shopping). These are fundamentally different constructs.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific independent living impairment. These measure different aspects of disability and cannot be mechanically reconciled.,CC,CC
CPS_0794,CC.1,F3,"CPS question is about work acceptance due to disability, while ACS question focuses on hearing impairment.",[],The constructs of disability in relation to work versus hearing are not harmonizable.,CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific sensory disability (hearing loss). These are fundamentally different constructs.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific sensory impairment (hearing). These measure different aspects of disability and cannot be mechanically reconciled.,CC,CC
CPS_0795,CC.1,F3,"CPS question addresses work acceptance due to disability, while ACS question pertains to visual impairment.",[],The definitions of disability in the context of work versus visual impairment are fundamentally different.,CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific sensory disability (vision loss). These are fundamentally different constructs with no logical mapping.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific sensory impairment (vision). These measure different aspects of disability and are not comparable.,CC,CC
CPS_0796,CC.1,F3,"CPS question focuses on work acceptance due to disability, while ACS question relates to cognitive difficulties.",[],The constructs of disability in relation to work versus cognitive functioning are not harmonizable.,CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific cognitive disability (concentration/memory/decision-making). These are fundamentally different constructs.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific cognitive impairment. These measure different aspects of disability and cannot be mechanically reconciled.,CC,CC
CPS_0797,CC.1,F3,"CPS question is about work acceptance due to disability, while ACS question focuses on mobility issues.",[],The definitions of disability in the context of work versus mobility are fundamentally different.,CC.1,F3,CPS measures work capacity (functional limitation preventing employment); ACS measures specific mobility disability (walking/climbing stairs). These are fundamentally different constructs.,['CC.4'],CPS operationalizes disability as work-preventing functional limitation with employment focus. ACS operationalizes disability as specific mobility impairment. These measure different aspects of disability and cannot be mechanically reconciled.,CC,CC
CPS_0798,CC.1,F3,"CPS focuses on work acceptance due to disability, while ACS measures difficulty in dressing or bathing.",[],"The core concepts differ significantly; CPS is about work capability, whereas ACS addresses specific daily living activities.",CC.2,F3,CPS measures work disability (functional limitation affecting employment); ACS measures self-care disability (dressing/bathing). These are distinct disability domains with different functional implications.,"['CC.1', 'CC.4']","The constructs operationalize disability differently. CPS focuses on work capacity as the behavioral indicator, while ACS focuses on activities of daily living (ADL). These measure different disability dimensions and cannot be mechanically recoded.",CC,CC
CPS_0799,CC.1,F3,"CPS asks about work acceptance due to disability, while ACS inquires about difficulty doing errands.",[],"The constructs are fundamentally different; CPS is focused on employment capability, while ACS targets functional limitations in daily tasks.",CC.2,F3,CPS measures work disability (employment capacity); ACS measures instrumental activities of daily living (IADL) disability (errands/shopping). Different functional domains.,"['CC.1', 'CC.4']",CPS operationalizes disability through work capacity while ACS operationalizes it through community participation/independence. These are distinct disability constructs with different behavioral indicators.,CC,CC
CPS_0800,CC.1,F3,"CPS inquires about work acceptance due to disability, while ACS focuses on hearing difficulties.",[],"The questions address different aspects of disability; CPS is about employment potential, while ACS is about sensory impairment.",CC.2,F3,CPS measures work disability (employment capacity); ACS measures sensory disability (hearing). Different disability types and functional domains.,"['CC.1', 'CC.4']","CPS asks about work capacity broadly while ACS asks about a specific sensory impairment. Hearing loss does not necessarily prevent work, and work disability does not necessarily involve hearing loss.",CC,CC
CPS_0801,CC.1,F3,"CPS asks about work acceptance due to disability, while ACS measures visual impairment.",[],"The constructs are not aligned; CPS focuses on work capability, whereas ACS addresses specific sensory limitations.",CC.2,F3,CPS measures work disability (employment capacity); ACS measures sensory disability (vision). Different disability types and functional domains.,"['CC.1', 'CC.4']","CPS asks about work capacity broadly while ACS asks about a specific sensory impairment. Vision loss does not necessarily prevent work, and work disability does not necessarily involve vision loss.",CC,CC
CPS_0802,CC.1,F3,"CPS inquires about work acceptance due to disability, while ACS asks about cognitive difficulties.",[],"The questions pertain to different dimensions of disability; CPS is about employment capability, while ACS focuses on cognitive functioning.",CC.2,F3,CPS measures work disability (employment capacity); ACS measures cognitive disability (concentration/memory/decision-making). Different disability types with different functional implications.,"['CC.1', 'CC.4']","CPS operationalizes disability through work capacity while ACS operationalizes it through cognitive functioning. While cognitive disability may affect work, the questions measure different constructs.",CC,CC
CPS_0803,CC.1,F3,"CPS asks about work acceptance due to disability, while ACS measures mobility difficulties.",[],"The constructs differ significantly; CPS is focused on employment potential, while ACS addresses physical mobility limitations.",CC.2,F3,CPS measures work disability (employment capacity); ACS measures mobility disability (walking/stairs). Different disability types with different functional implications.,"['CC.1', 'CC.4']","CPS operationalizes disability through work capacity while ACS operationalizes it through physical mobility. Mobility limitations do not necessarily prevent work, and work disability does not necessarily involve mobility.",CC,CC
CPS_0804,CC.1,F3,"CPS inquires about work acceptance due to disability, while ACS focuses on difficulties with dressing or bathing.",[],"The core concepts are not aligned; CPS is about work capability, while ACS addresses specific daily living activities.",CC.2,F3,CPS measures work disability (employment capacity); ACS measures self-care disability (dressing/bathing). Different disability domains with different functional implications.,"['CC.1', 'CC.4']",CPS focuses on work capacity as the behavioral indicator while ACS focuses on activities of daily living (ADL). These measure distinct disability dimensions that cannot be directly recoded.,CC,CC
CPS_0805,CC.1,F3,"CPS asks about work acceptance due to disability, while ACS measures difficulties with errands.",[],"The constructs are fundamentally different; CPS focuses on employment capability, while ACS targets functional limitations in daily tasks.",CC.2,F3,CPS measures work disability (employment capacity); ACS measures instrumental activities of daily living (IADL) disability (errands/shopping). Different functional domains.,"['CC.1', 'CC.4']",CPS operationalizes disability through work capacity while ACS operationalizes it through community participation/independence. These are distinct disability constructs with different behavioral indicators.,CC,CC
CPS_0806,CC.1,F3,"CPS inquires about work acceptance due to disability, while ACS focuses on hearing difficulties.",[],"The questions address different aspects of disability; CPS is about employment potential, while ACS is about sensory impairment.",CC.2,F3,CPS measures work disability (employment capacity); ACS measures sensory disability (hearing). Different disability types and functional domains.,"['CC.1', 'CC.4']","CPS asks about work capacity broadly while ACS asks about a specific sensory impairment. Hearing loss does not necessarily prevent work, and work disability does not necessarily involve hearing loss.",CC,CC
CPS_0807,CC.1,F3,"CPS asks about work acceptance due to disability, while ACS measures visual impairment.",[],"The constructs are not aligned; CPS focuses on work capability, whereas ACS addresses specific sensory limitations.",CC.2,F3,CPS measures work disability (employment capacity); ACS measures sensory disability (vision). Different disability types and functional domains.,"['CC.1', 'CC.4']","CPS asks about work capacity broadly while ACS asks about a specific sensory impairment. Vision loss does not necessarily prevent work, and work disability does not necessarily involve vision loss.",CC,CC
CPS_0808,CC.1,F3,"CPS focuses on a disability preventing work, while ACS measures serious difficulty with cognitive tasks.",[],"The core concepts of disability differ significantly between the two questions, making them fundamentally incompatible.",CC.2,F3,"CPS measures work-preventing disability (functional limitation in employment context); ACS measures cognitive difficulty (concentration, memory, decision-making). These are different behavioral indicators of disability.","['CC.1', 'CC.4']","The CPS question operationalizes disability as work capacity impairment, while ACS operationalizes it as a specific cognitive domain. These measure fundamentally different constructs—one is employment-focused, the other is domain-specific functional limitation. Not mechanically reconcilable.",CC,CC
CPS_0809,CC.1,F3,"CPS asks about a disability preventing work, while ACS focuses on difficulty walking or climbing stairs.",[],"The definitions of disability in the context of work versus physical mobility are distinct, leading to incompatibility.",CC.2,F3,CPS measures work-preventing disability (employment functional limitation); ACS measures mobility difficulty (walking/climbing stairs). These are different behavioral indicators of disability.,"['CC.1', 'CC.4']","CPS operationalizes disability through employment capacity; ACS through specific mobility domain. A person with mobility difficulty may still accept work; conversely, work-preventing disability may not involve mobility. Fundamentally different operationalizations.",CC,CC
CPS_0810,CC.1,F3,"CPS inquires about a disability preventing work, while ACS addresses difficulty with personal care tasks.",[],"The constructs of disability in relation to work and personal care are fundamentally different, making harmonization impossible.",CC.2,F3,CPS measures work-preventing disability (employment functional limitation); ACS measures self-care difficulty (dressing/bathing). These are different behavioral indicators of disability.,"['CC.1', 'CC.4']",CPS operationalizes disability through employment capacity; ACS through self-care domain. Self-care difficulty does not necessarily prevent work acceptance. Fundamentally different operationalizations.,CC,CC
CPS_0811,CC.1,F3,"CPS asks about a disability preventing work, while ACS focuses on difficulty with errands due to a condition.",[],The underlying definitions of disability in the context of work versus daily activities are incompatible.,CC.2,F3,CPS measures work-preventing disability (employment functional limitation); ACS measures independent living difficulty (errands alone). These are different behavioral indicators of disability.,"['CC.1', 'CC.4']",CPS operationalizes disability through employment capacity; ACS through independent living domain. Difficulty with errands does not necessarily prevent work acceptance. Fundamentally different operationalizations.,CC,CC
CPS_0812,CC.1,F3,"CPS addresses a disability preventing work, while ACS measures hearing difficulties.",[],The focus on work-related disability versus sensory impairment creates a fundamental incompatibility.,CC.2,F3,CPS measures work-preventing disability (employment functional limitation); ACS measures hearing difficulty (deaf or serious difficulty hearing). These are different behavioral indicators of disability.,"['CC.1', 'CC.4']",CPS operationalizes disability through employment capacity; ACS through sensory domain (hearing). Hearing difficulty does not necessarily prevent work acceptance. Fundamentally different operationalizations.,CC,CC
CPS_0813,CC.1,F3,"CPS asks about a disability preventing work, while ACS inquires about visual impairment.",[],"The definitions of disability in relation to work and vision are fundamentally different, leading to incompatibility.",CC.2,F3,CPS measures work-preventing disability (employment functional limitation); ACS measures vision difficulty (blind or serious difficulty seeing). These are different behavioral indicators of disability.,"['CC.1', 'CC.4']",CPS operationalizes disability through employment capacity; ACS through sensory domain (vision). Vision difficulty does not necessarily prevent work acceptance. Fundamentally different operationalizations.,CC,CC
