pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic,claude_classification,gpt_classification,claude_confidence,gpt_confidence,claude_reasoning,gpt_reasoning,claude_consolidation_potential,gpt_consolidation_potential,claude_reference_period_a,gpt_reference_period_a,claude_reference_period_b,gpt_reference_period_b,models_agree
FOODAPS_0278,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Both questions address insurance costs for housing, but they target fundamentally different populations and insurance types. Question A asks renters and homeowners about insurance payments broadly (renters insurance vs. homeowners insurance), while Question B specifically asks whether mortgage payments include fire, hazard, or flood insurance—applicable only to mortgaged properties. These are distinct concepts: Question A captures standalone insurance costs, while Question B captures insurance bundled within mortgage payments for a specific property subset.","Question A asks broadly whether the household pays homeowners or renters insurance (regardless of how it is paid), while Question B specifically asks whether the regular monthly mortgage payment includes payments for fire/hazard/flood insurance on the property. B is limited to mortgage inclusion and specific perils and applies only to those with a mortgage, whereas A covers payment of insurance more generally and for renters as well, so they address different specific information.",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0279,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"Question A asks about homeowners/renters insurance, which covers damage to the dwelling and personal property, while Question B asks about second mortgages or home equity loans, which are financial instruments against home equity. These are fundamentally different concepts within the housing costs topic—one addresses property protection insurance while the other addresses debt financing. They cannot be consolidated as they measure distinct aspects of housing.","Question A asks whether the household pays homeowners or renters insurance (an ongoing insurance payment), while Question B asks whether anyone has a second mortgage or a home equity loan on the property (a form of secured debt). These are different financial instruments and obligations (insurance vs. additional mortgage debt) and thus measure distinct constructs despite both relating to housing costs.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0280,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"Question A asks whether a household pays homeowners or renters insurance (a yes/no existence question), while Question B asks for the dollar amount of monthly payments on second mortgages and home equity loans. These are fundamentally different concepts within the housing costs domain: one concerns insurance coverage, the other concerns secondary debt obligations. They measure different financial obligations with different response formats (categorical vs. continuous).","Question A asks whether the household pays insurance (a yes/no household-level question, tailored by tenure), while Question B asks for the dollar amount of regular monthly payments on second/junior mortgages and home equity loans for a specific property. They address different types of costs (insurance vs mortgage/HELOC principal/interest payments), use different response formats (binary vs dollar amount), and differ in unit of analysis (household-wide vs THIS property).",no,no,not specified,not specified,not specified,regular monthly payment (monthly),False
FOODAPS_0281,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"Question A asks about homeowners/renters insurance coverage (yes/no boolean), while Question B asks about specific annual costs (dollar amount) for property taxes, site rent, and registration fees on a mobile home. These are fundamentally different concepts: one measures insurance status/existence, the other measures actual housing cost amounts for different expense categories. Question B is also mobile-home-specific, whereas Question A applies to general homeowners/renters.","Question A asks a yes/no about whether the household pays insurance (type and time frame unspecified) and asks no dollar amounts. Question B asks for total annual dollar costs for specific items (personal property taxes, site rent, registration and license fees) for a mobile home and site; it does not ask about insurance. They concern the same broad topic (housing-related costs) but ask about different cost categories, formats, and B specifies an annual reference period.",no,no,not specified,not specified,annual,annual (total annual costs),False
FOODAPS_0282,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Both questions address housing costs but measure fundamentally different concepts: Question A asks about insurance payment frequency (how often payments are made), while Question B asks about the dollar amount of real estate taxes owed annually. Question A focuses on homeowners/renters insurance with a frequency metric, whereas Question B specifically targets property taxes. These are distinct cost categories with different response formats (frequency vs. dollar amount).","Question A asks about the frequency of paying for homeowners/renters insurance (a payment timing/frequency question about insurance), while Question B asks for the dollar amount of annual real estate taxes on the property. They target different cost types (insurance vs taxes), use different response constructs (frequency vs monetary amount), and only B specifies a time frame, so they are not interchangeable.",no,no,not specified (implies ongoing/current frequency),not specified,annual,annual (per year),True
FOODAPS_0283,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)",response_format_mismatch,related_but_distinct,high,high,"Both questions address homeowners/renters insurance costs, but Question A asks about frequency of payment (how often payments are made), while Question B asks for the dollar amount of annual insurance payments. These are fundamentally different response formats—one is categorical/frequency-based, the other is a monetary value. Additionally, Question B explicitly specifies an annual reference period while Question A does not define a time frame.","The two questions address insurance costs but ask different specific things: A asks how frequently the household pays for homeowners/renters insurance (a general frequency question for household insurance), while B asks for the annual dollar amount for specific coverages (fire, hazard, flood) on a particular property. They also differ in unit (frequency vs dollar amount), scope (household vs THIS property), and insured risks (general homeowners/renters insurance vs specified perils).",no,partial,not specified,not specified,annual,annual (per year),False
FOODAPS_0284,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_62,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?","Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"Question A asks about the frequency of paying for homeowners/renters insurance (a recurring expense behavior), while Question B asks about current debt obligations on a property (mortgage/deed of trust status). These address fundamentally different concepts: one measures payment patterns for insurance, the other measures existing financial obligations. Additionally, Question A applies to both renters and homeowners, while Question B is property-specific and debt-focused.","Question A asks about the frequency of paying homeowners or renters insurance, a recurring payment behavior for insurance coverage. Question B asks whether anyone in the household has a mortgage or similar debt on the property (a binary presence of debt), which is about property financing rather than insurance payments. These address related housing cost subtopics but measure different constructs and formats, so they are distinct.",no,no,not specified (frequency-based),not specified,not specified (current status),not specified,False
FOODAPS_0285,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_63,How much is the regular monthly mortgage payment on THIS property?,"Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"These questions address fundamentally different housing cost concepts: Question A asks about insurance payment frequency (how often payments are made), while Question B asks about the specific dollar amount of mortgage payments. Additionally, Question A covers both homeowners and renters insurance, whereas Question B is mortgage-specific and only applies to homeowners with mortgages. They are distinct measures within the housing costs domain.","Question A asks about the frequency with which the household pays for insurance (insurance payments), whereas Question B asks for the dollar amount of the regular monthly mortgage payment on a property (mortgage amount). They address different cost categories (insurance vs mortgage) and use different response types (frequency vs a monetary amount), so they are related by topic but ask distinct things.",no,no,not specified,not specified,not specified,monthly,False
FOODAPS_0286,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"Question A asks about homeowners/renters insurance payment frequency (how often payments are made), while Question B asks whether mortgage payments include real estate taxes (a yes/no question about payment composition). These address different insurance/tax concepts: A covers insurance costs while B addresses tax inclusion in mortgages. They are distinct financial topics despite both relating to housing costs.","Question A asks about the frequency of paying for homeowners or renters insurance; Question B asks whether the regular monthly mortgage payment includes real estate taxes on the property. They target different cost components (insurance vs property taxes), use different response formats (frequency versus a yes/no about mortgage composition), and B explicitly references a monthly payment, so they are related by topic but ask distinct things.",no,no,frequency (not specified how often),not specified,current/regular monthly (ongoing payment structure),monthly,False
FOODAPS_0287,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Both questions address insurance costs related to housing, but they measure fundamentally different things. Question A asks about the frequency of paying for homeowners/renters insurance as a standalone expense, while Question B asks whether insurance payments are bundled into mortgage payments. Question A captures insurance payment behavior generally, whereas Question B captures a specific payment arrangement (escrow/impound account inclusion) that may not apply to all households.","Question A asks how frequently the household pays for homeowners or renters insurance (a general frequency question covering different tenure types), while Question B asks whether the regular monthly mortgage payment specifically includes payments for fire/hazard/flood insurance on the property (a yes/no about inclusion in mortgage for homeowners with a mortgage). They differ in scope (homeowners vs renters and types of insurance), payment mechanism (insurance included in mortgage vs paid separately), and response format (frequency vs yes/no).",no,no,not specified,not specified,current/regular monthly,regular monthly (current),True
FOODAPS_0288,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"Question A asks about the frequency of paying for homeowners/renters insurance (an operational cost), while Question B asks about the existence of secondary mortgage products (an asset/liability structure). These address fundamentally different aspects of housing finance: one concerns recurring expense patterns, the other concerns specific loan products held. They cannot be consolidated as they measure distinct constructs.","Question A asks about the frequency of paying homeowners or renters insurance, a payment-frequency/cost behavior. Question B asks whether there is a second mortgage or home equity loan on the property, an asset/liability ownership status. They address the same broad topic of housing costs/finance but measure different constructs (insurance payments versus loan existence), with different respondents referenced (homeowner/renter branch in A vs any household member in B).",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0289,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"Question A asks about the frequency of paying homeowners/renters insurance (a categorical measure of payment regularity), while Question B asks for the dollar amount of regular monthly payments on second mortgages and home equity loans (a quantitative measure of debt servicing costs). These are fundamentally different insurance and mortgage products asking for different types of information—one about insurance payment frequency and the other about secondary mortgage payment amounts.","Question A asks about the frequency of paying homeowners/renters insurance (a recurring insurance cost) while Question B asks for the dollar amount of regular monthly payments on second/junior mortgages and home equity loans (a mortgage debt service). They target different specific cost types and use different response constructs (frequency vs dollar amount), so they are on the same broad topic but ask distinct information.",no,no,not specified,not specified,not specified,monthly,False
FOODAPS_0290,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"Question A asks about frequency of paying for homeowners/renters insurance (a behavioral pattern), while Question B asks about total annual costs for property taxes, site rent, registration fees, and license fees on a mobile home. These are fundamentally different concepts: A measures payment frequency for insurance, B measures dollar amounts for multiple property-related costs (notably excluding insurance). The populations differ (general homeowners/renters vs. mobile home residents), and the cost categories are largely non-overlapping.","Question A asks about the frequency of paying homeowners or renters insurance (a recurring payment behavior for insurance), while Question B asks for the total annual dollar amount of taxes, site rent, registration and license fees for a mobile home and site. They target different cost categories (insurance vs taxes/fees/site rent) and use different response formats (frequency vs dollar total), so they are related by the general topic of housing costs but are distinct.",no,no,not specified (implies ongoing/current),not specified,annual,annual (total annual costs / past 12 months),False
FOODAPS_0291,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",response_format_mismatch,response_format_mismatch,high,high,"Both questions address real estate/property taxes on a home, making them conceptually related. However, Question A asks a yes/no binary question about whether the household pays such taxes, while Question B requests a specific dollar amount for annual taxes. Question A cannot determine tax burden magnitude, whereas Question B cannot identify non-payers. The response formats are fundamentally incompatible despite measuring the same underlying concept.","Question A asks a yes/no about whether the household pays property tax on the home, while Question B requests the annual dollar amount of real estate taxes on the property. They address the same subject (property taxes) but use different response formats and elicit different information (incidence vs. monetary amount).",partial,partial,not specified,not specified,annual,annual,True
FOODAPS_0292,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Both questions address housing costs but measure different components: Question A asks about property tax obligations (a tax liability), while Question B asks about insurance premiums (an insurance cost). Property taxes and insurance are distinct financial obligations with different purposes, payers, and legal requirements. Although both fall under the broader subtopic of housing costs, they cannot substitute for one another.","Question A asks whether the household pays real estate/property tax (a yes/no binary about taxes on the home), while Question B asks for the annual dollar amount of fire, hazard, and flood insurance on the property (a monetary amount about insurance). They address different specific cost types (taxes vs insurance) and use different response formats, so they are related by topic but distinct in content and measurement.",no,no,not specified,not specified,annual,annual (per year),True
FOODAPS_0293,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_62,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?","Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Question A asks about property tax obligations on the home, while Question B asks about mortgage debt or liens on the property. These are fundamentally different financial concepts: property taxes are annual recurring obligations owed to government, while mortgages are debt instruments held by lenders. A household could have both, neither, or one without the other (e.g., own property free and clear but still owe property taxes). They measure distinct aspects of property costs and ownership status.","Question A asks specifically about paying real estate/property taxes on the home, while Question B asks about having a mortgage or similar debt on the property. These are different cost components — one identifies tax liability/payment, the other identifies financing/debt status — and one can occur without the other (e.g., owning outright and paying taxes, or having a mortgage but property taxes paid by an escrow agent or delinquent).",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0294,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_63,How much is the regular monthly mortgage payment on THIS property?,"Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"While both questions address housing costs, they measure fundamentally different financial obligations. Question A asks about property tax liability (a yes/no determination of tax obligation), whereas Question B asks for the specific dollar amount of monthly mortgage payments. Property taxes and mortgages are distinct costs; a household could pay property taxes without a mortgage (own free and clear) or have a mortgage without property taxes (renters don't pay property tax). These questions cannot substitute for one another.","Question A asks whether the household pays real estate/property tax (a tax obligation), while Question B asks for the dollar amount of a regular monthly mortgage payment (a loan repayment). They concern different specific cost components and use different response formats (A implies yes/no, B requires a dollar amount); mortgage payments may sometimes include escrowed taxes but that does not make the items equivalent.",no,partial,not specified,not specified,not specified,monthly (regular monthly payment),True
FOODAPS_0295,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Both questions address real estate taxes but from fundamentally different angles. Question A asks whether the household pays property tax on their home (a yes/no assessment of tax liability), while Question B asks whether mortgage payments include escrowed tax amounts (a specific payment mechanism question). A household could answer 'yes' to Question A but 'no' to Question B if they pay property taxes separately outside their mortgage, or vice versa in rare cases. These measure different concepts related to property tax.","Question A asks whether the household pays real estate/property tax on their home in general. Question B asks specifically whether the regular monthly mortgage payment includes payments for real estate taxes on the property (i.e., whether taxes are escrowed in the mortgage). B presumes a mortgage and only captures inclusion-in-mortgage information, whereas A captures tax payment responsibility regardless of mortgage status, so they are related but ask different specific things.",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0296,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Both questions address housing costs but measure different components: Question A asks about property/real estate taxes paid on the home, while Question B specifically asks whether mortgage payments include insurance costs (fire, hazard, flood). These are distinct financial obligations—property taxes are mandatory government levies, while insurance payments embedded in mortgages are optional add-ons. Neither question can substitute for the other as they capture different aspects of housing expenses.","Question A asks whether the household pays real estate/property tax on the home (a tax obligation), while Question B asks whether the monthly mortgage payment includes payments for fire/hazard/flood insurance (insurance premium included in mortgage). They address different cost components (taxes vs insurance) and different payment mechanisms, so they are related by topic but ask distinct facts.",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0297,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Question A asks about property tax payment on a primary residence, while Question B asks about second mortgages and home equity loans on the same property. These are distinct financial obligations—property taxes are mandatory levies on real estate ownership, while second mortgages and home equity loans are optional borrowing products. Although both relate to housing costs, they measure fundamentally different financial instruments and cannot serve as proxies for one another.","Question A asks about paying real estate/property taxes (a tax obligation), while Question B asks about having a second mortgage or home equity loan (a form of secured debt) on the property. These are different financial constructs—one is a recurring tax payment, the other is a borrowing instrument—so they are on the same general topic (housing costs/finance) but ask about distinct things. Both are yes/no and have no explicit time frame, but that does not make them equivalent.",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0298,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"Question A asks about property tax payment status (yes/no binary), while Question B asks for a specific dollar amount of monthly mortgage/equity loan payments. These measure entirely different housing costs—property taxes versus mortgage debt service—and have fundamentally different response formats (boolean vs. currency). They are related only in that both concern housing expenses.","Question A asks whether the household pays property (real estate) tax on the home (a yes/no about a tax obligation), while Question B asks for the dollar amount of regular monthly payments on second/junior mortgages and home equity loans for the specified property (debt service). They address different financial obligations, have different scopes (household/home vs THIS property’s secondary loans) and different response formats, so they are related by topic but measure distinct constructs.",no,no,not specified,not specified,regular monthly,monthly,False
FOODAPS_0299,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)",response_format_mismatch,related_but_distinct,high,high,"Both questions address property/personal taxes on residential property, but Question A uses a yes/no binary format to establish whether taxes are paid at all, while Question B requests specific dollar amounts for annual costs. Question B is also narrower in scope, applying only to mobile homes and their sites, whereas Question A applies to general home ownership. These format and scope differences prevent them from being used interchangeably.","Question A is a yes/no question about whether the household pays real estate/property tax on their home in general, while Question B requests an annual dollar amount and is specific to THIS mobile home and its site and includes personal property taxes plus site rent, registration and license fees. They differ in scope (general home vs. mobile home), content (property tax only vs. multiple fees), and response format (yes/no vs. dollar amount).",partial,partial,not specified,not specified,annual,annual,False
FOODAPS_0300,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",response_format_mismatch,response_format_mismatch,high,high,"Both questions address real estate taxes on a home, but Question A asks about payment frequency (how often: e.g., annually, semi-annually, monthly) while Question B asks for the dollar amount of annual taxes. Question A captures behavioral/payment patterns whereas Question B captures a specific financial value. The reference periods also differ—Question A is vague about timing while Question B explicitly specifies annual amounts.","Both questions address real estate/property tax on a home but ask different information: Question A asks how often payments are made (payment frequency), while Question B asks for the annual dollar amount of taxes on the property. They therefore differ in response format and the specific metric collected (frequency vs monetary amount), and Question A also lacks an explicit reference period while B explicitly asks for an annual amount.",no,partial,not specified (implies ongoing/habitual),not specified,annual,annual,True
FOODAPS_0301,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Both questions address housing costs but measure different expense categories. Question A asks about property/real estate taxes, while Question B asks about insurance premiums (fire, hazard, flood). These are distinct cost components of homeownership. Additionally, Question A uses frequency language ('how frequently') suggesting a categorical response, while Question B requests a specific dollar amount, representing a response format mismatch.","Question A asks about the frequency of paying real estate/property tax on the home, while Question B asks for the annual dollar amount of fire/hazard/flood insurance on the property. They target different specific cost types and use different response formats (frequency vs. monetary amount), so they are related by the general topic of housing costs but distinct in meaning and measurement.",no,no,not specified,not specified,annual,annual (per year),True
FOODAPS_0302,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_62,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?","Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Question A asks about property tax payment frequency, while Question B asks about mortgage/debt status on the property. These are distinct housing cost components—taxes are separate from debt obligations, and a household could have one without the other (e.g., own free and clear but still pay property taxes, or have a mortgage but be tax-exempt). They measure different financial relationships to the property.","Question A asks how often the household pays real estate/property tax (a frequency measure about tax payments). Question B asks whether anyone has a mortgage or similar debt on the property (a yes/no financing/ownership burden). These measure different constructs (tax payment behavior versus presence of secured debt) and have different response formats, so they are not interchangeable.",no,no,not specified (implies ongoing/frequency-based),not specified,not specified (implies current status),not specified,True
FOODAPS_0303,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_63,How much is the regular monthly mortgage payment on THIS property?,"Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Both questions address housing costs but measure fundamentally different components: Question A asks about property tax payment frequency, while Question B asks about mortgage payment amounts. Property taxes and mortgage payments are distinct financial obligations with different purposes, collection methods, and populations affected (renters don't pay property taxes; some homeowners have mortgages, others don't). These cannot be used interchangeably despite both relating to housing costs.","Question A asks about the frequency of paying real estate/property tax (a tax obligation) while Question B asks for the dollar amount of the regular monthly mortgage payment (a loan repayment). They address different financial obligations, use different response formats (frequency vs dollar amount), and B explicitly refers to a monthly period while A gives no explicit reference period. Because they measure distinct components of housing costs, they are related but not interchangeable.",no,no,not specified (implies ongoing/current),not specified,regular/current monthly,monthly,True
FOODAPS_0304,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"While both questions address property taxes, they measure fundamentally different concepts. Question A asks about the frequency of paying property taxes (behavior/payment pattern), while Question B asks whether mortgage payments include escrow for taxes (structural characteristic of the mortgage). Question A could apply to all homeowners; Question B only applies to those with mortgages. These are distinct operational aspects of property tax obligations.","Question A asks how frequently the household pays real estate/property tax (a frequency measure and applies to any payer), whereas Question B asks a yes/no about whether the regular monthly mortgage payment includes real estate taxes for this property (targeting mortgage payers and the inclusion of taxes in escrow). They differ in target population, the specific aspect of tax payment being asked, and response format, so they are related but ask different information.",no,partial,not specified,not specified,not specified,monthly (regular monthly mortgage payment),True
FOODAPS_0305,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"While both questions address housing costs, they ask about fundamentally different expense categories: Question A specifically inquires about property/real estate tax payments, whereas Question B asks about insurance (fire, hazard, flood) that may be included in mortgage payments. Property taxes and insurance are distinct financial obligations with different payment structures and purposes. Question A uses 'how frequently' (frequency-based response), while Question B uses yes/no format, representing different response structures.","Question A asks about the frequency of paying real estate/property taxes on the home (a tax payment behavior), whereas Question B asks whether the monthly mortgage payment includes payments for fire/hazard/flood insurance (whether insurance is bundled into mortgage). They address different specific costs and constructs (tax timing vs mortgage-included insurance) and are not interchangeable.",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0306,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"While both questions address housing costs, they measure fundamentally different concepts. Question A asks about property tax payment frequency (a recurrent expense), while Question B asks about the existence of secondary debt instruments on the property (a liability status). Property taxes are mandatory annual/semi-annual expenses, whereas second mortgages and home equity loans are optional financial products that not all homeowners have. These represent distinct dimensions of housing finance.","Question A asks about the frequency of paying real estate/property taxes on the home (a tax payment behavior), while Question B asks whether anyone in the household has a second mortgage or home equity loan on the property (a form of debt). They address different constructs (tax payments vs. mortgage/loan status) and use different response formats (frequency vs. yes/no), so they are related by topic but distinct in content.",no,no,not specified (implies ongoing/habitual),not specified,not specified (current status),not specified,True
FOODAPS_0307,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)",not_comparable,related_but_distinct,high,high,"These questions measure fundamentally different housing costs: Question A asks about property tax payment frequency (a tax obligation), while Question B asks about second/junior mortgage and home equity loan payments (debt obligations). Additionally, Question A uses a frequency response format ('how frequently'), while Question B requests a dollar amount. They address distinct financial concepts within the broader housing cost category.","Question A asks about the frequency of paying real estate/property tax (a tax obligation), while Question B asks for the regular monthly dollar payment on second/junior mortgages and home equity loans (loan repayment). They address different financial obligations and use different response units (frequency vs dollar amount) and time framing (unspecified frequency vs explicit monthly amount).",no,no,not specified (frequency-based),not specified,regular monthly (implicit ongoing),monthly,False
FOODAPS_0308,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)",related_but_distinct,related_but_distinct,high,high,"Both questions address property taxes but target fundamentally different populations and property types: Question A asks about real estate/home property taxes for general homeowners (frequency-based), while Question B specifically addresses mobile home personal property taxes, site rent, and registration fees (dollar amount). Question A uses a frequency response format while Question B requests total annual costs, and they apply to different housing types with different tax structures.","Question A asks about the frequency of paying real estate/property tax on a (general) home, while Question B asks for the total annual dollar cost of several items (personal property taxes, site rent, registration and license fees) specific to a mobile home and its site. They differ in metric (payment frequency vs dollar amount), tax type and scope (real estate/property tax on a home vs personal property taxes plus site rent and fees for a mobile home).",no,no,not specified,not specified,annual,annual,True
FOODAPS_0309,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",near_duplicate,reference_period_mismatch,high,high,"Both questions ask about real estate/property taxes on a respondent's home with nearly identical core concepts and response formats (open-ended dollar amounts). The primary difference is that Question A asks what households 'usually' pay (suggesting typical/habitual amounts), while Question B specifically asks for 'annual' taxes, which creates a minor temporal distinction. This difference is negligible for most practical purposes since annual property taxes are relatively stable year-to-year.","Both questions ask for the monetary amount of real estate/property taxes for the respondent's home, but ACS explicitly requests an annual amount while FoodAPS asks how much is ""usually paid"" without specifying a time frame, creating ambiguity about whether the intended reference is annual, monthly, or per payment. Response formats are both monetary amounts, so the primary substantive difference is the explicit vs. unspecified reference period.",yes,partial,usually (habitual/typical pattern),not specified,annual,annual,False
