classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
reference_period_mismatch,high,not specified,last week,"Both questions ask about the same core concept (whether a person worked for pay), but Question B explicitly specifies 'LAST WEEK' while Question A contains no time reference, making it ambiguous whether it asks about current status, usual activity, or a specific period. This temporal ambiguity represents a meaningful difference in how respondents would interpret and answer the questions, potentially yielding different prevalence estimates.",partial,CPS_0458,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified,last week,"Both questions measure the core concept of paid work participation, but differ in their time reference. Question B explicitly specifies ""LAST WEEK"" as the reference period, while Question A lacks a specified time frame, making it ambiguous whether it refers to current status, last week, or a longer period. This temporal difference could yield different responses, particularly for individuals with intermittent or seasonal work patterns.",partial,CPS_0459,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (current/usual status implied),last week,"Question A asks about working for pay in general (establishing basic employment status), while Question B asks specifically about temporary absence from an existing job or business (a subset condition affecting employment status measurement). These are different concepts: A captures who is employed, B captures a temporary disruption in employment. Question B is used to refine employment classification, not to measure employment itself.",no,CPS_0461,claude-haiku-4-5-20251001
related_but_distinct,high,current/recent work (implied present tense),lifetime/any point in past,"Question A asks about current employment status (whether the person is working for pay now or in the reference week), while Question B asks when the person last worked at any point, which captures employment history regardless of current status. These measure different concepts: current employment versus employment experience. Question B would not adequately replace Question A for determining current labor force participation.",no,CPS_0462,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified,last week,"Both questions ask about the same core concept—whether someone worked for pay—but differ in their temporal reference. Question B explicitly specifies 'LAST WEEK' as the reference period, while Question A contains no time qualifier, making it ambiguous whether it refers to current employment, usual employment, or employment at any point. This difference could affect responses, particularly for individuals with irregular or seasonal work patterns.",partial,CPS_0463,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified,last week,"Both questions ask about work for pay, making them conceptually similar, but they differ critically in their reference periods. Question A (CPS) uses an unspecified or implied current/usual status reference, while Question B (ACS) explicitly asks about 'LAST WEEK,' a specific one-week reference period. This temporal difference can produce different responses for individuals with sporadic, seasonal, or recently-changed employment patterns. The ACS question also explicitly includes a minimum threshold ('even for as little as one hour'), while Question A does not articulate this clarification.",partial,CPS_0464,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implied current/recent),last week,"Question A asks about current work status (working for pay), while Question B specifically asks about layoff status, which is a distinct employment condition. These questions measure different employment concepts—one measures active employment, the other measures a specific involuntary separation status. They cannot substitute for one another as they capture different dimensions of employment.",no,CPS_0465,claude-haiku-4-5-20251001
not_comparable,high,current job (not specified),last week,"These questions measure fundamentally different employment concepts. Question A asks about union/employee association contract coverage for a specific current job, while Question B asks whether the person worked for pay at any job in the past week. Question A is about a job characteristic (union status) while Question B is about employment status/activity. They cannot substitute for each other.",no,CPS_0468,claude-haiku-4-5-20251001
related_but_distinct,high,current/reference week,lifetime/open-ended,"Question A asks about current work status (whether someone is actively working for pay in the survey reference week), while Question B asks about work history without specifying a timeframe, seeking to identify when employment last occurred. These measure different constructs: current employment activity versus historical employment experience. Question B's open-ended temporal framing ('when did this person last work') is fundamentally different from Question A's implicit present-tense employment status inquiry.",no,CPS_0467,claude-haiku-4-5-20251001
related_but_distinct,high,current/ongoing (implied present tense),last week,"Question A asks about current work status (whether someone is working for pay), while Question B asks about temporary absence from an existing job or business. These address different employment concepts: Question A identifies employed persons, while Question B is a screening question used within employment status determination to distinguish temporarily absent workers from the unemployed or not in labor force. Question B presupposes employment and asks about interruption status, whereas Question A directly establishes employment status.",no,CPS_0466,claude-haiku-4-5-20251001
not_comparable,high,not specified (current job),last week,"These questions address fundamentally different employment concepts. Question A asks about union/employee association contract coverage for a specific job (a characteristic of employment), while Question B asks whether any work for pay occurred in the past week (employment status/activity). Question A is only relevant to people already employed and focuses on a narrower labor relations topic, whereas Question B is a foundational employment status question used to determine the working population.",no,CPS_0469,claude-haiku-4-5-20251001
not_comparable,high,current job (present tense),lifetime/any past employment,"Question A asks about union/employee association contract coverage on a specific current job, while Question B asks when the person last worked at any point, even briefly. These address fundamentally different concepts: union membership status versus employment history/recency. Question A is about job characteristics and worker protections; Question B is about labor force participation timing.",no,CPS_0472,claude-haiku-4-5-20251001
not_comparable,high,current job (not specified),last week,"Question A asks about union or employee association contract coverage on a specific job, which is a characteristic of the employment relationship itself. Question B asks about temporary absence from work during the reference week, which is a measure of employment activity/presence. These measure fundamentally different employment-related concepts: one concerns labor organization status while the other concerns actual work participation. The reference periods also differ (current job status vs. last week's activity).",no,CPS_0471,claude-haiku-4-5-20251001
not_comparable,high,not specified (current job),last week,"Question A asks about union/employee association contract coverage on a specific job, which is a characteristic of job type and labor protections. Question B asks about layoff status in the past week, which is a temporary employment status condition. These measure fundamentally different employment concepts—one about unionization/contract protections and one about temporary job separation—and are not interchangeable despite both relating to employment.",no,CPS_0470,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified (lifetime/ever),last week,"Question A asks about the most recent job held at any point in time (backward-looking, no specific time limit), while Question B asks specifically about work during the past week (current activity). Question A captures employment history while Question B captures current employment status, making them fundamentally different in temporal scope despite both addressing employment.",no,CPS_0473,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified (lifetime/historical),last week,"Both questions address employment status but measure fundamentally different concepts. Question A asks retrospectively when someone last worked (a point in time in the past), while Question B asks about current work activity in a specific recent period (last week). Question A could capture someone who worked years ago; Question B captures only recent activity. These serve different analytical purposes and cannot be directly substituted.",no,CPS_0474,claude-haiku-4-5-20251001
related_but_distinct,high,lifetime (when last worked),last week,"Question A asks about the timing of most recent employment ever (a lifetime reference), while Question B asks about current layoff status in the past week. Although both relate to employment status, they measure fundamentally different concepts: Question A captures work history recency, while Question B captures current labor force attachment and temporary separation status. These serve different analytical purposes and cannot substitute for one another.",no,CPS_0475,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (asking about most recent work history),last week,"Question A asks about the timing of last employment (when did you last work), which captures employment history and recency. Question B asks about temporary absence from work in the past week, which assumes current employment and measures work continuity. These address different aspects of employment status: A measures labor force participation/history while B measures current job attachment. They serve different analytical purposes and cannot substitute for one another.",no,CPS_0476,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask about the timing of last employment with virtually identical meaning and no specified time constraints. The only minor difference is that Question B includes the clarification phrase 'even for a few days' to ensure respondents report any work, however brief, while Question A assumes this understanding implicitly. This clarification does not materially change the core concept being measured.",yes,CPS_0477,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (lifetime/historical status),last week (current activity),"Question A asks about retirement status (a historical/permanent characteristic of whether someone has retired from a job), while Question B asks about current employment activity in the past week. These address different concepts: one captures lifetime work history and current retirement status, the other captures current labor force participation. A person can be retired (Question A: yes) but still work for pay (Question B: yes), or retired and not working (both: yes and no respectively).",no,CPS_0478,claude-haiku-4-5-20251001
not_comparable,high,not specified (lifetime/current status),last week,"These questions address fundamentally different employment concepts. Question A asks about retirement status from a job or business (a long-term career transition or current state), while Question B asks about temporary layoff status in the previous week (a short-term employment interruption). Retirement is a permanent or semi-permanent status change, whereas layoff status is temporary and cyclical. They cannot be used interchangeably to measure the same employment condition.",no,CPS_0480,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,last week,"Question A asks about retirement status from a job or business (a permanent employment state), while Question B asks about temporary absence from a job or business (a temporary employment condition). These capture different employment concepts: one measures a person's retirement status, the other measures whether someone is temporarily away from an existing job. They are related to employment but address fundamentally different employment situations.",no,CPS_0481,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (lifetime/current status),last week,"Question A asks about retirement status (a permanent or semi-permanent life status condition), while Question B asks about current work activity in a specific recent period (last week). These measure different concepts: retirement status versus current employment activity. A retired person might still do occasional paid work, and a person not currently working might not be retired. The reference periods are fundamentally different—one is status-based, the other is time-bound.",no,CPS_0479,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (lifetime/current status),lifetime (when last worked),"Question A asks a yes/no determination of retirement status from a job or business (a categorical employment classification), while Question B asks for a specific time point when the person last worked (a factual recall question). Although both relate to employment history, Question A captures self-identified retirement status whereas Question B captures actual work recency without inferring retirement status. These serve different analytical purposes: one identifies retirees, the other establishes work recency for employment classification.",partial,CPS_0482,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,last week,"Question A asks about current life situation using an open-ended categorical format that includes employment as one of several possible categories (disabled, ill, in school, caring for family, or other), while Question B directly asks about recent work activity with a binary yes/no format. Question A captures employment status within a broader life circumstance framework, whereas Question B measures actual work participation in a specific recent period. These serve different analytical purposes: one identifies reasons for non-participation, the other confirms work engagement.",no,CPS_0484,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,last week,"Question A asks about current situational status using an open-ended categorical approach that captures various non-employment states (disabled, ill, in school, caring for family), while Question B is a direct yes/no probe about recent paid work activity. Question A is broader and captures employment context within a larger situational framework, whereas Question B focuses narrowly on employment participation. These serve different analytical purposes: A identifies reasons for non-employment while B confirms employment status.",partial,CPS_0483,claude-haiku-4-5-20251001
related_but_distinct,high,current time ('at this time'),last week,"Question A asks for a broad categorical description of current situation (including disabled, ill, in school, caring for family, or other), while Question B asks specifically about layoff status in the past week. Although both relate to employment status, Question A captures reasons for non-participation in employment across multiple categories, whereas Question B targets a specific employment circumstance (layoff). These are conceptually distinct despite both relating to the employment topic.",partial,CPS_0485,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask for the same core information: the country where a person was born. Question A uses slightly more formal phrasing with conditional naming ('name/you') typical of CPS interviewing, while Question B uses simpler direct language typical of ACS, but both capture the identical concept with no substantive difference in meaning or response format. Neither question specifies a time reference because country of birth is a fixed characteristic.",yes,CPS_0488,claude-haiku-4-5-20251001
related_but_distinct,high,current time ('at this time'),historical ('when did this person last work'),"Question A asks about current activity status across multiple categories (disabled, ill, in school, caring for family, or other), while Question B specifically asks about past work history as a single temporal marker. Question A captures a snapshot of present circumstances; Question B captures a historical fact about employment. Although both relate to employment status broadly, they measure fundamentally different constructs: current state versus past occurrence.",no,CPS_0487,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,last week,"Question A asks about current overall situation/reason for not working (taking a broad snapshot of employment status across multiple categories including disability, school, caregiving), while Question B specifically asks whether someone was temporarily absent from an existing job or business during the past week. These address different aspects: A captures why someone may not be in the workforce, while B assumes employment and asks about temporary absence. A is broader and categorical; B is narrow and yes/no.",no,CPS_0486,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks for country of birth, which is a fixed demographic characteristic established at a specific point in the past (birth). Question B asks when the person came to live in the United States, which captures immigration/arrival timing. While both relate to foreign-born status, they measure different constructs: one identifies birthplace (static) and the other identifies when U.S. residence began (dynamic event). A person born abroad could have come to the U.S. at any point in their life, making these complementary rather than equivalent measures.",partial,CPS_0489,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks specifically about the mother's country of birth, while Question B asks about the respondent's own birth location. Although both relate to foreign-born status, they measure different things: maternal origin versus individual origin. Question A could identify second-generation foreign-born individuals, while Question B identifies first-generation foreign-born individuals. These are distinct demographic concepts that cannot be used interchangeably.",no,CPS_0490,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks about the birthplace of the respondent's father, which identifies paternal origin but does not directly measure the respondent's own migration status. Question B asks when the respondent personally came to live in the United States, measuring the respondent's own immigration timing. While both relate to the foreign-born topic, they capture fundamentally different information: parental origin versus personal arrival date.",no,CPS_0493,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks about mother's country of birth, which identifies maternal origin but does not directly measure the respondent's own foreign-born status or immigration timing. Question B asks when the respondent came to the United States, capturing immigration recency. While both relate to the foreign-born subtopic, they measure different attributes: maternal nativity versus individual migration experience. Question A would not provide the information that Question B captures about when immigration occurred.",no,CPS_0491,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks specifically about the respondent's father's country of birth, while Question B asks about the respondent's own birthplace. These are distinct concepts within the foreign-born topic—one measures paternal origin (used for nativity classification of second-generation individuals), while the other measures personal foreign-born status. They cannot be used interchangeably.",no,CPS_0492,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask about household relationship, which is the core concept for the RELATIONSHIP subtopic. Question A uses a more flexible format that adapts based on who is being asked and who the reference person is, while Question B explicitly frames Person 1 as both the subject and reference point. The minor wording differences (""How is [person] related to [reference person]"" vs. ""How is this person related to Person 1"") do not substantively change the meaning or intent of the question.",partial,CPS_0494,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask for the same core information: how a household member is related to a reference person. Question A uses a flexible pronoun structure adaptable to any household member, while Question B specifies Person 2's relationship to Person 1, but these are functionally identical approaches to the same concept. Minor wording variations (name elicitation in B vs. direct relationship inquiry in A) do not materially change the underlying relationship classification being measured.",yes,CPS_0495,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask for the same core information: how a household member is related to a reference person (either the respondent or Person 1). The CPS uses a flexible format that can be asked about any household member in relation to any reference person, while the ACS specifies Person 3's relationship to Person 1, but the underlying concept and response categories are identical. Minor wording differences (name-collection in ACS vs. pure relationship in CPS phrasing) do not materially alter the equivalence of the relationship question itself.",yes,CPS_0496,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks a follow-up about whether a non-related person has ANY relationship to other household members (a yes/no determination of secondary relationships), while Question B asks for the direct relationship between Person 1 and the reference person (establishing primary household relationships). These serve different purposes in household roster construction: A screens for missed relationships; B establishes the core family structure. Question A is conditional logic following a non-relationship determination, whereas B is the primary relationship classification tool.",partial,CPS_0497,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they serve different purposes in their respective surveys. Question A is a follow-up probe asking whether a non-related person has any relationship ties to other household members, while Question B is a direct, primary question collecting the explicit relationship between two specific persons. Question A is conditional and reactive (asked only after establishing non-relationship), whereas Question B is unconditional and proactive, making them distinct in function despite overlapping topic area.",no,CPS_0498,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they serve different purposes in their respective surveys. Question A is a follow-up probe asking whether a non-related person has any relationship to other household members, while Question B directly elicits the specific relationship between two identified persons. Question A is conditional/reactive (asked only after someone is determined to be unrelated to the reference person), whereas Question B is a standard direct relationship question asked for all household members.",partial,CPS_0499,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask about household relationship/family structure, which is their core concept. Question A asks who a person is related to (from the perspective of the reference person), while Question B asks how Person 1 relates to another household member. The slight difference in phrasing (asking from different directional perspectives) and Question B's additional name-collection component are minor variations that don't substantively change the core information being gathered. Both establish the same household relationship matrix.",partial,CPS_0500,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask for the same core information: identifying the relationship between household members. Question A asks 'who is [person] related to' while Question B asks 'how is [Person 2] related to [Person 1]'—these are functionally equivalent in determining household relationships. The slight wording differences (phrased as 'who related to' vs 'how related to') do not meaningfully change the concept being measured, as both aim to capture the same relationship information in a household roster.",yes,CPS_0501,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks a yes/no question about parent household membership (a binary relationship status), while Question B asks for an open-ended relationship description between two persons. Question A targets a specific relationship type (parent), whereas Question B captures all possible relationships. Although both concern household relationships, they serve different purposes: A identifies parental presence, B categorizes all relationship types.",partial,CPS_0503,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask about household relationship, capturing how a household member is related to a reference person. Question A uses open-ended phrasing asking ""who is [person] related to,"" while Question B uses a more structured format specifying the relationship is to ""Person 1"" (the reference person). The core concept is identical—establishing household relationship—though Question B's format is more explicit about the reference point. The minor wording differences do not meaningfully change what is being measured.",yes,CPS_0502,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they operate at different levels of specificity and serve different purposes. Question A uses a yes/no binary format to determine parental co-residence, while Question B captures the full relationship category between any two household members through an open-ended naming and relationship classification approach. Question A is narrowly focused on parent-child relationships, whereas Question B is designed to map all household relationships regardless of type.",partial,CPS_0505,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions address household relationships, but they use fundamentally different response formats. Question A uses a yes/no format to determine parental membership in the household, while Question B uses an open-ended name field followed by a categorical relationship classification. Question A focuses on a specific relationship (parent) and household membership status, whereas Question B captures the name and all possible relationship types between any two household members. These structural differences mean they cannot be directly substituted despite addressing the same general topic.",partial,CPS_0504,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks specifically about the biological, step, or adopted child relationship status of a particular person relative to the respondent, requiring a categorical selection. Question B asks for a person's name and their relationship to Person 1 in an open-ended format that could capture any type of relationship. While both address relationships, Question A targets a specific relationship type (child status) whereas Question B is a general relationship identifier that could yield broader relationship categories.",partial,CPS_0506,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks specifically about the presence and household membership of 'the other parent,' implying a binary parental relationship and current co-residence. Question B asks for the relationship of any person to Person 1 in open-ended format, which is a broader household roster question that could identify parents but also captures all other relationships (siblings, grandparents, unrelated individuals, etc.). These serve different purposes: A targets parental co-residence while B establishes comprehensive household composition.",partial,CPS_0509,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions aim to establish household relationship between individuals, specifically identifying whether a person is a biological, step, or adopted child (Question A explicitly) or more broadly capturing relationship status (Question B). Question A uses a direct yes/no format with relationship type specification, while Question B uses an open-ended relationship description format. The core concept is identical—determining familial relationship—though Question A is more specific about child-type categories while Question B allows for any relationship designation.",partial,CPS_0508,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks a specific biological/step/adopted child classification about a named person, while Question B asks for a general relationship descriptor between two persons without specifying child status or distinguishing biological/step/adopted relationships. Question A provides more granular relationship detail (three distinct child categories) whereas Question B uses a simpler relational framework that would require follow-up or additional context to capture the same distinctions.",partial,CPS_0507,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"While both questions address household relationships, they ask fundamentally different things. Question A is a yes/no screener asking whether a specific person (the other parent) resides in the household, whereas Question B collects the name and relationship category for any household member in a specific position. Question A targets a binary household membership determination for a particular family member, while Question B establishes comprehensive relationship mapping between all household members.",no,CPS_0510,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A specifically asks about the biological, step, or adopted relationship status of a child to a parent, providing a tripartite classification of child relationships. Question B is a general relationship question that could capture parent-child relationships but uses an open-ended format asking 'how is this person related' without the specific categorization of relationship type (biological vs. step vs. adopted). While both touch on family relationships, Question A targets a specific attribute that Question B's more general approach may not reliably capture.",partial,CPS_0512,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they measure fundamentally different concepts. Question A asks a binary yes/no about whether a specific person (the 'other parent') is present in the household, whereas Question B asks for the name and general relational category of a household member. Question A targets a specific family relationship (parent), while Question B captures all types of household relationships. The response formats and information collected are distinct—one is presence/absence, the other is identification and relationship type.",partial,CPS_0511,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions seek to establish household relationship information, but they use fundamentally different response formats. Question A presents a binary/categorical choice (biological, step, or adopted) focusing specifically on parent-child relationships and their nature. Question B uses an open-ended name collection followed by a general relationship categorization that would capture all possible household relationships (spouse, parent, child, sibling, etc.), not just parent-child status or adoption type. Question A's specificity about adoption status cannot be fully captured by Question B's general relationship framework.",partial,CPS_0513,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions aim to establish household relationship to a reference person, with Question A specifically asking about parent-child relationships (biological, step, or adopted) and Question B asking for general relationship to Person 1. While Question A is more restrictive (targeting only child relationships with specified types), and Question B is open-ended (any relationship type), they both capture the same core concept of household relationship status and could be used to identify the same relationship. The main difference is scope rather than fundamental incompatibility.",partial,CPS_0514,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they operationalize this differently. Question A uses a specific logical test (shared parent relationship) to verify a relationship claim, while Question B uses an open-ended relationship classification that captures all possible household relationships (sibling, parent, spouse, unrelated, etc.). Question A is narrower and asks for confirmation of one specific relationship type, whereas Question B asks for the person's name and their relationship to a reference person, making it broader in scope.",partial,CPS_0516,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks a specific yes/no validation about shared parentage between two named individuals (confirming a sibling relationship), while Question B asks for a person's name and their relationship to Person 1 in open-ended format. Question A targets a specific relationship type verification, whereas Question B is a general household roster question capturing all possible relationships. These serve different purposes in their respective surveys' designs.",partial,CPS_0515,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they operate at different levels of specificity and inference. Question A uses a conditional logic approach to verify a shared parental relationship between two specific individuals (testing whether one respondent's parent is another person's parent). Question B uses a direct relationship classification approach, asking for an open-ended relationship descriptor between two household members. Question A is narrower and tests a specific family bond, while Question B captures the full range of possible relationships in a household.",partial,CPS_0517,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they operate differently in their survey logic. Question A asks the respondent to identify which line number represents the spouse of a named person—a relational lookup task. Question B asks for the name of Person 1 and their relationship to themselves, which is self-identification. Question A identifies spouse relationships from an external perspective, while Question B establishes the reference person and requests relationship information relative to that person. The response formats and logical positioning within their respective surveys differ fundamentally.",partial,CPS_0518,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions aim to identify a spouse/household relationship, but they use fundamentally different response formats. Question A uses a line number reference method (requiring the respondent to know and input a specific line number), while Question B uses a direct name and relationship description format. Question A is also limited to spouses only, whereas Question B captures the relationship between any two persons regardless of relationship type.",partial,CPS_0519,claude-haiku-4-5-20251001
related_but_distinct,high,current household,not specified,"Question A asks whether the respondent has a romantic partner in the household (yes/no format), while Question B asks for the name and relationship category of Person 1 relative to the household reference person. Question B's relationship categories would include 'spouse/partner' but capture all household relationships, not specifically romantic partnership status. Question A targets a specific relationship type; Question B is a roster/enumeration question establishing household composition structure.",partial,CPS_0521,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they operate at fundamentally different levels of the data collection process. Question A uses a roster-based reference method (entering a line number for a spouse), assuming the spouse is already listed elsewhere in the questionnaire. Question B asks for both the name and relationship of a specific person (Person 3) relative to Person 1, requiring direct identification rather than cross-referencing. Question A is a data entry/linking mechanism, while Question B is a direct relationship inquiry with identification.",partial,CPS_0520,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"While both questions address household relationships, they operate fundamentally differently. Question A uses a direct yes/no screening question to identify unmarried romantic partnerships, whereas Question B uses a roster-based approach asking for relationship categorization of specific household members. Question A targets an informal relationship type ('boyfriend/girlfriend/partner'), while Question B captures formal relationship categories (spouse, child, parent, etc.) through a relationship classification system. They are complementary rather than equivalent tools for relationship identification.",partial,CPS_0522,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"While both questions address household relationships, they measure different constructs. Question A asks about romantic partnership status (boyfriend/girlfriend/partner), which is a subjective relationship characterization. Question B asks for factual household relationship classifications (e.g., spouse, child, parent, boarder), which are standardized categories. These serve different analytical purposes: Question A captures intimate partnerships regardless of legal status, while Question B establishes kinship relationships and household structure.",no,CPS_0523,claude-haiku-4-5-20251001
not_comparable,high,next 6 months,not specified,"Question A assesses work disability and functional limitation in employment capacity over a 6-month prospective period, while Question B measures a specific sensory disability (vision impairment) with no time reference. These are fundamentally different constructs—one focuses on work capacity and one on a particular impairment type. Question B does not address whether vision problems prevent work.",no,CPS_0525,claude-haiku-4-5-20251001
related_but_distinct,high,next 6 months,not specified,"Question A asks about work disability and functional capacity over a specific future timeframe (next 6 months), while Question B asks about a specific sensory impairment (hearing) with no temporal qualifier. Although both fall under the disability topic, they measure fundamentally different constructs: one assesses work limitation and prognosis, the other identifies a particular disability type. Question B could not replace Question A's forward-looking work capacity assessment.",no,CPS_0524,claude-haiku-4-5-20251001
related_but_distinct,high,next 6 months,not specified,"Question A measures work disability and functional limitation specifically related to employment capacity over a 6-month horizon, while Question B measures cognitive/emotional functioning (concentration, memory, decision-making) without reference to work or a specific time period. Although both relate to disability, they assess different disability domains—Question A focuses on work capacity while Question B focuses on cognitive functioning—making them complementary rather than equivalent measures.",no,CPS_0526,claude-haiku-4-5-20251001
related_but_distinct,high,next 6 months,not specified,"Question A asks about work disability and functional capacity in a future timeframe (next 6 months), while Question B asks about a specific present difficulty with a particular mobility task (walking/climbing stairs). Question A is forward-looking and work-focused; Question B is present-state and activity-specific. These measure different disability dimensions despite both being disability-related.",no,CPS_0527,claude-haiku-4-5-20251001
related_but_distinct,high,next 6 months,not specified,"Question A asks about work capacity and employment disability (forward-looking, 6-month horizon), while Question B asks about functional limitations in activities of daily living (errands, shopping). Although both measure disability, they assess different domains: Question A is employment-focused with a specific future timeframe, while Question B is functional/activity-based with no specified timeframe. These represent distinct disability constructs that are not interchangeable.",no,CPS_0529,claude-haiku-4-5-20251001
related_but_distinct,high,next 6 months,not specified,"Question A measures work disability—specifically whether a disability prevents any kind of work for a future 6-month period—while Question B measures functional limitation in activities of daily living (dressing/bathing). These assess different dimensions of disability: one is employment-focused and forward-looking, the other is functional capacity-focused and presents condition. A person could have difficulty with self-care (Question B) but still work, or be unable to work (Question A) without having bathing/dressing difficulties.",no,CPS_0528,claude-haiku-4-5-20251001
related_but_distinct,high,next six months,not specified,"Question A assesses work disability—specifically whether a disability prevents work capacity over a six-month horizon—while Question B screens for a specific sensory impairment (hearing difficulty) without reference to functional work limitations. Question B identifies a type of disability, while Question A measures disability's impact on employment capacity. These measure different constructs: one is disease/condition-based, the other is functional/outcome-based.",no,CPS_0530,claude-haiku-4-5-20251001
related_but_distinct,high,next six months,not specified,"Question A asks about work capacity and functional limitations related to employment over a prospective six-month period, while Question B asks about a specific sensory disability (blindness or serious vision difficulty). These represent different conceptualizations of disability: Question A focuses on work-related functional impact, while Question B measures a specific categorical impairment regardless of work-related consequences. A person could have serious vision difficulties but still be able to work, or could be prevented from work by a different disability entirely.",no,CPS_0531,claude-haiku-4-5-20251001
related_but_distinct,high,next six months,not specified,"Both questions address disability but measure different constructs. Question A asks about work capacity and functional limitations in employment specifically, with a future-oriented six-month reference period. Question B asks about cognitive difficulties (concentration, memory, decision-making) with no explicit timeframe, focusing on a specific type of disability rather than employment impact. These capture different dimensions of disability—employment capability vs. cognitive functioning.",no,CPS_0532,claude-haiku-4-5-20251001
related_but_distinct,high,next six months,not specified,"Question A measures functional work capacity and employment-related disability over a specific future timeframe, while Question B measures current difficulty with a specific physical activity (walking/climbing stairs). Although both address disability, Question A focuses on work prevention broadly while Question B targets a specific mobility impairment. These are different constructs: someone could have difficulty walking stairs but still be able to accept some types of work, and vice versa.",no,CPS_0533,claude-haiku-4-5-20251001
