classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
related_but_distinct,high,next six months,not specified,Question A asks about whether a disability will prevent accepting any kind of work in a specified future period (employment limitation over the next six months). Question B asks about difficulty with a specific activity of daily living (dressing or bathing) with no time frame. These address different constructs (work-limiting disability vs. ADL functional difficulty) and are not interchangeable.,no,CPS_0534,gpt-5-mini
related_but_distinct,high,next six months,not specified,"The CPS item asks specifically whether a disability prevents the person from accepting any kind of work during a defined future period (employment limitation and a 6‑month reference). The ACS item asks about current difficulty performing errands alone due to a physical, mental, or emotional condition (functional limitation in independent living/mobility), with no time frame. These target different domains (work participation vs ability to perform errands) and are not interchangeable.",no,CPS_0535,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a forward-looking functional limitation specifically about whether a disability would prevent accepting any kind of work in the next six months. Question B asks about the presence of deafness or serious difficulty hearing, a specific impairment, with no employment or time-frame element. These measure different constructs (work-limiting disability vs. hearing impairment) and are not interchangeable.",no,CPS_0536,gpt-5-mini
related_but_distinct,high,during the next six months,not specified,"Question A asks about a work-limiting disability specifically tied to the respondent's ability to accept any kind of work over the next six months. Question B asks about the presence of vision impairment (blindness or serious difficulty seeing) with no time frame. They address different constructs (functional work limitation vs. a specific impairment), so they are related by topic but distinct in content and intent.",no,CPS_0537,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work during the next six months — a future-oriented, work-limitation measure. Question B asks about serious difficulty walking or climbing stairs — a specific functional mobility limitation with no time frame. While mobility problems could contribute to being unable to work, the two questions measure different constructs (work-related limitation vs. a particular functional difficulty) and are not equivalent.",no,CPS_0539,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about whether a disability prevents accepting any kind of work over a defined future period (work-limiting status), while Question B asks about current difficulty with a specific activity of daily living (dressing or bathing). They address different domains (employment capability vs specific functional ADL) and differ in temporal framing, so they are related by the general topic of disability but are not equivalent.",no,CPS_0540,gpt-5-mini
related_but_distinct,high,next six months,not specified,"The CPS item asks whether a disability will prevent accepting any kind of work during the next six months (a future-oriented, work-limiting question). The ACS item asks about current serious difficulty concentrating, remembering, or making decisions (a specific cognitive functional limitation) with no time frame; the constructs (employment limitation vs cognitive symptom) and temporal focus differ. Although both fall under 'disability', they measure different specific domains and are not interchangeable.",no,CPS_0538,gpt-5-mini
related_but_distinct,high,during the next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work during a specified future six-month period (an employment limitation). Question B asks about current difficulty doing errands alone because of a condition (a functional/independent-living limitation). They address different disability domains and reference frames, so they are related by topic but measure distinct constructs.",no,CPS_0541,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks a forward-looking functional limitation about whether a disability will prevent accepting any kind of work during the next six months (employment/ability-focused). Question B asks about the presence of a specific impairment (deafness or serious difficulty hearing) with no reference period. They measure different constructs (work-limiting disability vs. a specific sensory impairment) and are not interchangeable.,no,CPS_0542,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work during the next six months (an employment-limitation question with a future reference period). Question B asks about serious difficulty concentrating, remembering, or making decisions due to a condition (a cognitive/functioning symptom with no time frame). They address different specific constructs (work limitation vs cognitive difficulty) and are not interchangeable.",no,CPS_0544,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks whether a disability will prevent accepting any kind of work during the next six months (a functional/employment limitation with a specific future reference period). Question B asks only about current vision impairment (blindness or serious difficulty seeing even with glasses) and does not address work capacity or a time frame. They are both under 'disability' but measure different specific constructs.,no,CPS_0543,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether any disability will prevent the person from accepting work during the next six months (a future-oriented, employment-limitation measure). Question B asks about a current, specific functional difficulty (serious difficulty walking or climbing stairs) with no time reference. They address different constructs—general employment limitation due to disability versus a specific mobility impairment—so they are related but distinct.",no,CPS_0545,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks specifically whether a disability prevents accepting any kind of work during a defined future period (employment limitation over next six months). Question B asks about current functional difficulty doing errands alone due to a condition (activities-of-daily-living / mobility/independence), with no time frame. Although both concern disability, they measure different domains (work limitation vs. ability to run errands), so they are not equivalent.",no,CPS_0547,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work during the next six months (a future, employment-limiting measure). Question B asks about current difficulty with dressing or bathing (a specific ADL/functional limitation) and contains no time frame. The two questions address different aspects of disability (work limitation vs. self-care ability) and are not interchangeable.",no,CPS_0546,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting work in the next six months (a future, work-limiting functional question). Question B asks specifically about deafness/serious hearing difficulty (a sensory-impairment status) with no time frame. They address different constructs (employment limitation vs specific impairment), so they are related by topic but distinct in content and purpose.",no,CPS_0548,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a work-limiting disability specifically tied to the next six months (future-oriented functional limitation). Question B asks only about vision status (blindness or serious difficulty seeing) with no time frame and no reference to work limitations. Vision impairment is only one possible cause of a work-limiting disability, so the items measure different specific constructs.",no,CPS_0549,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about whether a disability prevents accepting any kind of work in a specified future period (employment limitation/work participation), while Question B asks about current difficulty with self-care (dressing or bathing), an ADL functional limitation. They address different domains (labor force participation vs personal care) and different time framing, so they are related under the broad topic of disability but measure distinct constructs.",no,CPS_0552,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability will prevent the respondent from accepting any kind of work during the next six months (employment limitation, future time frame). Question B asks about current serious difficulty concentrating, remembering, or making decisions due to a condition (a specific cognitive/functional limitation) with no explicit time frame. The concepts overlap under the broad topic of disability but probe different domains (work participation impact vs. cognitive function), so they are distinct measures.",no,CPS_0550,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability will prevent accepting any kind of work over a specific future six-month period (an employment-limiting measure), while Question B asks about current serious difficulty walking or climbing stairs (a specific functional/mobility limitation). They address the general topic of disability but measure different constructs and time frames, so they are related but not equivalent.",no,CPS_0551,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about whether a disability prevents accepting any kind of work in a specified future period (an employment/ability-to-work limitation). Question B asks about difficulty doing errands alone (functional limitation in day-to-day activities) with no explicit time frame. The content, target activity, and implied consequences differ, so they are on the same broad topic (disability) but measure distinct constructs.",no,CPS_0553,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a forward-looking, functional limitation specifically about whether a disability will prevent accepting any kind of work during the next six months. Question B asks about a current, specific impairment (deafness/serious difficulty hearing) with no time reference and does not ask about employment impact. The topics are both under disability but ask different constructs (employment-limiting functional status vs. a specific sensory impairment), so they are not equivalent.",no,CPS_0554,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability will prevent accepting any kind of work during the next six months (an employment-limiting functional question with a future reference period). Question B asks about presence of blindness or serious difficulty seeing (a specific impairment, no time frame). They address different aspects of disability (work limitation vs. vision impairment), so they are related by topic but not equivalent.",no,CPS_0555,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about whether a disability would prevent accepting any kind of work over a specified future 6-month period (an employment limitation with a time frame and high severity threshold). Question B asks about current serious difficulty with cognitive functions (concentrating, remembering, or making decisions) with no time frame and is limited to one domain of functioning. The constructs, severity thresholds, and temporal framing differ, so they are related by topic (disability) but ask different things.",no,CPS_0556,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents the person from accepting any kind of work during a specified future period (employment-focused and causal), while Question B asks about a specific functional limitation (serious difficulty walking or climbing stairs) with no time frame. The two address different constructs (work-limiting disability vs. mobility impairment) and are not interchangeable though they may overlap in some cases.",no,CPS_0557,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work over a specified future six-month period (an employment/activity limitation with a time frame). Question B asks about current difficulty with specific personal-care activities (dressing or bathing), an ADL functional limitation with no explicit time frame. They address different constructs (employment limitation vs. self-care difficulty) and are not interchangeable.",no,CPS_0558,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a future, work-specific limitation (whether a disability prevents accepting any kind of work during the next six months). Question B asks about current functional difficulty doing errands alone due to a condition (community/ADL-type limitation) with no time frame. The concepts overlap only generally (both concern disability) but measure different domains (employment capability vs ability to perform errands), so they are not interchangeable.",no,CPS_0559,gpt-5-mini
related_but_distinct,high,next six months,not specified,"QUESTION A asks about any disability that would prevent accepting any kind of work during the next six months (a broad, employment-related functional limitation with a specified future time frame). QUESTION B asks only about hearing status (deaf or serious difficulty hearing) with no time frame and is limited to one impairment type. The questions therefore address different specific constructs despite both being under the disability topic.",no,CPS_0560,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a person has any disability that prevents accepting any kind of work during the next six months (a broad functional/work-limiting disability with a specified future reference period). Question B asks only about vision impairment (blindness or serious difficulty seeing even with glasses) with no time frame. The concepts differ in scope (general work-limiting disability vs. specific sensory impairment) and in reference period, so they are related but not equivalent.",no,CPS_0561,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether the respondent has a disability that will prevent accepting any kind of work during the next six months (a work-preclusion, future-oriented, broad disability construct). Question B asks only about current serious difficulty walking or climbing stairs (a specific functional/mobility limitation, no time frame) and does not directly measure work-preclusion or broader disabilities. The concepts differ in scope (general work-preventing disability vs a single mobility domain), temporal reference, and what inference about employment capability can be drawn.",no,CPS_0563,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks specifically whether a disability prevents accepting any kind of work during the next six months (a future-oriented work limitation). Question B asks about current serious difficulty concentrating, remembering, or making decisions (a specific cognitive functioning item) with no time frame. The content domain, severity/implication (unable to work vs cognitive difficulty), and reference period differ, so they are related by disability topic but ask different things.",no,CPS_0562,gpt-5-mini
related_but_distinct,high,during the next six months,not specified,"Question A asks about a disability that prevents accepting any kind of work in the next six months (a forward-looking, work-limiting measure). Question B asks about current difficulty with dressing or bathing (a self-care/ADL functional limitation) with no time frame. These are different constructs—employment restriction vs specific self-care impairment—so they are related by the general topic of disability but not equivalent.",no,CPS_0564,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents the person from accepting any kind of work during the next six months (a future, employment-focused incapacity). Question B asks about current difficulty doing errands alone due to a condition (a present functional/independent-living limitation). They target different domains and severity thresholds (work-preventing vs difficulty with errands) and thus are related but not equivalent.",no,CPS_0565,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a general disability that prevents accepting any kind of work during the next six months (a future, work-limiting functional restriction). Question B asks specifically about current hearing impairment (deafness or serious difficulty hearing) and has no work or time frame context. The content, scope, and object of measurement differ: one is a work-disability question with a time horizon, the other is a sensory-impairment status question.",no,CPS_0566,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks about any disability that prevents accepting work during the next six months (a work-limiting disability with a defined future reference period). Question B asks specifically about blindness or serious difficulty seeing (a particular impairment) with no time frame and no explicit link to employment limitations. The two therefore cover different specific constructs (work-limiting disability vs visual impairment) and are not interchangeable.,no,CPS_0567,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a disability that prevents accepting any kind of work during the next six months (a future, work-limiting functional restriction). Question B asks about serious difficulty concentrating, remembering, or making decisions (a specific cognitive functional limitation) with no time frame. They target different constructs (workability vs cognitive difficulty) and different severity/context, so they are related by topic but not equivalent.",no,CPS_0568,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a disability that prevents accepting any kind of work during the next six months (an employment-capacity, forward-looking measure). Question B asks about a specific functional limitation (serious difficulty walking or climbing stairs) with no time frame and does not directly ask whether that limitation prevents work. They address related topics (disability/function) but different constructs and purposes.",no,CPS_0569,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a disability that prevents accepting any kind of work during the next six months (a future work-limiting/availability measure). Question B asks about current difficulty doing errands alone due to a condition (a functional/ADL-IADL type measure). They address different domains (employment limitation vs ability to perform errands) and different timing, so they are related by topic but measure distinct constructs.",no,CPS_0571,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks whether a disability prevents the person from accepting any kind of work during the next six months (a work-limiting disability with a specific future reference). Question B asks about current difficulty with dressing or bathing (an ADL/self-care limitation) and does not specify a time frame. These address different specific constructs (employment limitation vs self-care functional limitation) and cannot be treated as equivalent.,no,CPS_0570,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks a broad functional question about any disability that would prevent the respondent from accepting work during a specified future six-month period. Question B asks only about vision (blindness or serious difficulty seeing) with no time reference and does not address work limitations. The topics overlap under the general subtopic of disability but differ in scope (functional work limitation vs a specific impairment) and temporal framing.,no,CPS_0573,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a disability that prevents accepting any kind of work and is explicitly time‑bounded (the next six months) — a functional, employment-related limitation. Question B asks only about the presence of deafness or serious hearing difficulty (a specific impairment) with no time reference and does not address work limitations. The content and intent differ sufficiently that they are related by topic (disability) but ask different specific things.",no,CPS_0572,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether the respondent has a disability that prevents them from accepting any kind of work during the next six months (a work-limiting, future-oriented global disability question). Question B asks about serious difficulty with cognitive functions (concentrating, remembering, or making decisions) with no time frame and does not directly ask about work limitation. The questions address overlapping domain of disability but ask about different specific limitations and include different temporal and functional focus.",no,CPS_0574,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks whether the respondent has a disability that would prevent them from accepting any kind of work during the next six months (a work-preclusion and time-bound question). Question B asks about a specific functional limitation (serious difficulty walking or climbing stairs) with no time frame and does not directly ask whether that limitation prevents work. The two questions therefore address different constructs (work-precluding disability vs a particular mobility difficulty) and are not equivalent.,partial,CPS_0575,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks broadly whether the respondent has a disability that prevents accepting any kind of work during the next six months (a forward-looking work-limitation measure). Question B asks specifically whether the person is deaf or has serious difficulty hearing (a current, impairment-specific measure with no time frame). They are on the same general topic (disability) but measure different constructs (functional work limitation vs. a specific sensory impairment), so they are not equivalent.",no,CPS_0578,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a disability that prevents accepting any kind of work over a specified future period (employment limitation/future work capacity). Question B asks about current difficulty with specific self-care activities (dressing or bathing) and has no time frame. They address different domains and levels of functioning, so they are related by the general topic of disability but ask distinct things.",no,CPS_0576,gpt-5-mini
related_but_distinct,high,during the next six months,not specified,"Question A asks about a disability that would prevent accepting any kind of work during the next six months (an employment-limiting, future-oriented functional limitation and broad across disabilities). Question B asks only about current vision impairment (blindness or serious difficulty seeing even with glasses) and contains no timeframe and no employment context. The two differ in scope (general/functional vs. specific impairment), purpose, and timeframe, so they are related by topic but ask distinct things.",no,CPS_0579,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents the person from accepting any kind of work in the next six months (an employment-limiting, future-oriented measure). Question B asks about a specific functional limitation (serious difficulty walking or climbing stairs) with no time frame. They address different constructs (work-limiting disability vs a particular mobility impairment) and are not interchangeable.",no,CPS_0581,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks specifically whether a disability prevents accepting any kind of work during the next six months (a forward-looking, work-capacity measure). Question B asks about difficulty doing errands alone due to a condition (a measure of functional independence/ability to perform community tasks) with no time frame. The topics overlap under 'disability' but address different specific constructs (work limitation vs. difficulty with errands), so they are related but not interchangeable.",no,CPS_0577,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability would prevent accepting any kind of work during the next six months (a work-limiting, future-oriented threshold), while Question B asks specifically about serious difficulty with cognitive functions (concentrating, remembering, or making decisions) due to a condition with no time frame. They differ in the domain measured (work limitation vs cognitive functional difficulty), severity/threshold language, and A includes an explicit future reference period, so they are related by topic but measure distinct constructs.",no,CPS_0580,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a future-looking, work-limiting disability (whether a disability prevents accepting any kind of work during the next six months). Question B asks about current functional difficulty with personal care (dressing or bathing) and has no time reference. They address different specific domains (employment limitation vs. ADL difficulty), so meanings are not equivalent.",no,CPS_0582,gpt-5-mini
related_but_distinct,high,next six months,not specified,"The CPS item asks specifically about a disability that prevents accepting any kind of work over the next six months (work-limiting, time-bound). The ACS item asks about current difficulty performing errands alone due to a condition (a particular functional domain of daily living) and does not specify a time frame or the work-related severity implied by CPS.",no,CPS_0583,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a broad, forward-looking employment-related limitation (any disability that prevents accepting work during the next six months). Question B asks specifically about hearing loss or serious difficulty hearing with no time frame. The two address different specific constructs (overall work-preventing disability vs. a specific sensory impairment), so they are related by topic but distinct in content and purpose.",no,CPS_0584,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a disability that would prevent accepting any work during the next six months (a future, work-limiting functional status). Question B asks specifically about blindness or serious difficulty seeing even with glasses (a present, vision-specific impairment). They address the general topic of disability but ask about different specific conditions and timeframes, so they are related but distinct.",no,CPS_0585,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents the respondent from accepting any kind of work during the next six months (a forward-looking, work-limitation measure). Question B asks about serious difficulty concentrating, remembering, or making decisions (a specific cognitive-function limitation) with no time frame and without tying the difficulty to inability to work. Thus they address different constructs within the disability domain.",no,CPS_0586,gpt-5-mini
related_but_distinct,high,during the next six months,not specified,"Question A asks whether a disability prevents the respondent from accepting any kind of work over a specified future 6‑month period (employment limitation). Question B asks about a specific functional limitation (serious difficulty walking or climbing stairs) with no time frame and does not address work capacity or broader disability types. The constructs, scope, and timeframe differ, so they are related by topic (disability) but ask different things.",no,CPS_0587,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work during the next six months (a forward-looking, work-limitation measure). Question B asks about current difficulty dressing or bathing (a specific self-care/ADL functional limitation) with no time frame. The two address different domains (work-limiting disability versus specific self-care difficulty) and are not interchangeable.",no,CPS_0588,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks specifically about a disability that prevents accepting any kind of work during the next six months (an employment-capacity, forward-looking item). Question B asks about current difficulty doing errands alone due to a condition (a functional/activities-of-daily-living measure) with no time frame. The two address different constructs (work-preventing disability vs independent-living difficulty), so they are related by topic but not equivalent.",no,CPS_0589,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a functional, work-limiting disability question tied to a future six-month period (ability to accept work). Question B asks only about a specific impairment (deafness/serious hearing difficulty) with no time frame. They address different constructs (work-limiting functional limitation vs. presence of a specific sensory impairment) and are not interchangeable.",no,CPS_0590,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability will prevent the respondent from accepting any kind of work during the next six months (a future, work-limiting measure). Question B asks specifically about current visual impairment (blindness or serious difficulty seeing) with no time frame and no direct link to work ability. They address different specific constructs (work-limiting disability vs. vision impairment) despite both falling under the disability topic.",no,CPS_0591,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability will prevent accepting any kind of work over the next six months (a work-limitation with a specific future reference period). Question B asks about current serious difficulty with cognitive functions (concentrating, remembering, or making decisions) with no time frame. They address different specific constructs (employment limitation vs cognitive functional difficulty), so they are related by topic but not equivalent.",no,CPS_0592,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about a disability-related limitation on accepting any work during a specified future six-month period (an employment-capacity question). Question B asks about current difficulty with specific personal-care tasks (dressing or bathing), an ADL/functioning measure with no explicit time frame. The two address different constructs (work limitation vs specific functional impairments) and are not interchangeable.",no,CPS_0594,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a future-oriented, work-specific limitation (whether a disability prevents accepting any kind of work during the next six months). Question B asks about a specific functional impairment (serious difficulty walking or climbing stairs) with no time frame and does not directly measure employability. While related under the broad topic of disability, the content and intent differ (employment restriction vs a particular mobility limitation).",no,CPS_0593,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work in the next six months (employment limitation, explicit future reference period). Question B asks about difficulty doing errands alone due to a condition (independent-living/functional limitation, no time frame). They address different functional domains and cannot be treated as equivalent.",no,CPS_0595,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether any disability prevents the respondent from accepting work during the next six months (a prospective, work‑limitation question about any disability). Question B asks specifically about deafness or serious difficulty hearing (a sensory impairment screener) with no time frame. The concepts, scope, and purpose differ (employment limitation vs. presence of a specific impairment), so they are related by topic but not equivalent.",no,CPS_0596,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work over the next six months (a work-related functional limitation with a specific future reference period). Question B asks whether the person is blind or has serious difficulty seeing even with glasses (a specific sensory impairment, no time frame). They address different specific constructs (employment limitation versus vision impairment), so they are not equivalent.",no,CPS_0597,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a broad, future-oriented work limitation due to any disability (whether it prevents accepting work during the next six months). Question B asks about a specific current functional limitation (serious difficulty walking or climbing stairs). They overlap only insofar as mobility issues might affect work ability, but Q B does not capture other disabilities or the time-bound employability question in Q A.",no,CPS_0599,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a future, employment-focused limitation (whether a disability will prevent accepting any work during the next six months). Question B asks about current, specific cognitive difficulties (serious problems concentrating, remembering, or making decisions) with no time frame and no explicit link to employment. The items therefore address different specific constructs despite both relating to disability.",partial,CPS_0598,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work in a specified future window (work limitation, future-oriented). Question B asks about current difficulty with specific self-care activities (dressing/bathing), an ADL measure with no stated time frame. They address different specific domains of disability (employment limitation vs. personal care), so they are related but not equivalent.",no,CPS_0600,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks about whether a disability will prevent accepting any kind of work during the next six months (an employment limitation with a defined future reference period). Question B asks about current difficulty doing errands alone due to a condition (a measure of independent functioning/ability to perform tasks) with no explicit time frame. The items target different domains (work capability vs ability to run errands), imply different severities and purposes, and thus are not equivalent.",no,CPS_0601,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether any disability will prevent the person from accepting work during a specified future six-month period (a functional/work-limiting, time-bound outcome). Question B asks only about the presence of a specific impairment (deafness/serious difficulty hearing) with no time frame and does not address work limitations or other disability types. They concern the general topic of disability but measure different constructs.",no,CPS_0602,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a future, work-focused functional limitation (whether a disability prevents accepting any work during the next six months). Question B asks about current serious cognitive difficulties (concentrating, remembering, making decisions) due to a condition and does not mention work or a time frame. The constructs, severity thresholds, and focus (employment limitation vs specific cognitive symptoms) differ, so they are related but not equivalent.",no,CPS_0604,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks a future, work-related functional limitation (whether a disability prevents accepting any kind of work during the next six months). Question B asks about a specific impairment (blindness or serious difficulty seeing even when wearing glasses) with no time frame. They address different constructs (employment limitation vs. vision impairment) and are not interchangeable.",no,CPS_0603,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability will prevent the person from accepting any kind of work during the next six months (an employment-limitation, forward-looking measure). Question B asks about presence of serious difficulty walking or climbing stairs (a specific current functional limitation) with no time frame. The questions address different specific constructs (work-limiting disability vs mobility difficulty), so they are related by topic but not interchangeable.",no,CPS_0605,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks whether a disability prevents accepting any kind of work during a specified future period (work participation limitation over the next six months). Question B asks about difficulty with specific self-care activities (dressing or bathing) with no time frame. They target different functional domains (employment limitation vs ADLs) and thus are not measuring the same concept.,no,CPS_0606,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks specifically whether a disability will prevent accepting any kind of work in the next six months (a forward-looking employment limitation). Question B asks whether the person has difficulty doing errands alone because of a condition (an independent-living / functional limitation) with no time frame. The core concepts (work-related incapacity vs difficulty with errands) and the temporal focus differ, so they are related by topic (disability) but measure distinct constructs.",no,CPS_0607,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability prevents accepting any kind of work during a specified future period (work-limiting disability, temporal frame: next six months). Question B asks specifically about blindness or serious difficulty seeing even with glasses (a specific sensory impairment) and has no time frame. The two address different constructs (functional work limitation vs a particular impairment), so they are related by topic (disability) but ask distinct things.",no,CPS_0609,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether any disability will prevent the respondent from accepting work during the next six months (a future, work-limitation/functonal impact question). Question B asks about current hearing impairment (deafness/serious difficulty hearing) with no time reference and no direct link to work limitation. They share the broad topic of disability but ask about different specific constructs (functional employment limitation vs a specific impairment).",no,CPS_0608,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability will prevent the person from accepting any kind of work during the next six months (a future employment limitation). Question B asks about current serious cognitive difficulties (concentrating, remembering, or making decisions) due to a condition. They target different specific constructs (employment limitation vs cognitive functional impairment) and are not interchangeable, even though both use yes/no formats and concern disability-related limitations.",no,CPS_0610,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability will prevent the respondent from accepting any kind of work during the next six months (a future-oriented, work-limiting construct), while Question B asks about current serious difficulty walking or climbing stairs (a specific mobility functional limitation) with no time frame. The two questions target different constructs—employment limitation due to disability versus a particular functional impairment—so they are related by the general topic of disability but are not equivalent.",no,CPS_0611,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks whether any disability prevents accepting any kind of work over a specified future six-month period (a functional/employment limitation). Question B asks only about the presence/severity of hearing impairment (deafness/serious difficulty hearing) with no time frame and does not address work impact. The items therefore cover different specific constructs within the disability topic.,no,CPS_0614,gpt-5-mini
related_but_distinct,high,during the next six months,not specified,"Question A asks about a disability that prevents accepting work during a specified future period (work-limiting, employment capacity). Question B asks about difficulty with self-care activities (dressing or bathing), an ADL measure with no time frame. These target different aspects of disability (functional self-care vs. work capacity), so they are related by topic but ask distinct constructs.",no,CPS_0612,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks specifically whether a disability prevents accepting any kind of work during the next six months (a work-limitation and future time frame). Question B asks whether, because of a condition, the person has difficulty doing errands alone (a measure of difficulty with daily/independent activities) with no time reference. The target domains (employment limitation vs. difficulty with errands), severity and implied functional constructs differ, so they are related by topic but ask distinct things.",no,CPS_0613,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks whether a disability will prevent accepting any kind of work during the next six months (a work-limiting functional question with a specified future reference). Question B asks about current vision status (blindness or serious difficulty seeing even when wearing glasses) and does not address work limitations or include a time frame, so they measure different specific aspects of disability.",no,CPS_0615,gpt-5-mini
related_but_distinct,high,next six months,not specified,"Question A asks specifically whether a disability will prevent accepting any kind of work in the next six months (a future, work-related limitation). Question B asks about serious difficulty with cognitive functions (concentrating, remembering, making decisions) with no reference period and is a different functional domain. Although both fall under 'disability', they measure different constructs (work participation limitation vs cognitive difficulty).",no,CPS_0616,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks whether a disability will prevent accepting any work during the next six months (a work/participation limitation with a specified future reference period). Question B asks about current difficulty with dressing or bathing (an activity-of-daily-living functional limitation) with no time frame. These target different constructs (work limitation vs self-care difficulty) and are not interchangeable.,no,CPS_0618,gpt-5-mini
related_but_distinct,high,next six months,not specified,Question A asks whether a disability prevents the respondent from accepting any kind of work during a specified future period (a work-limitation question with a 6-month reference). Question B asks about a specific functional impairment (serious difficulty walking or climbing stairs) with no time frame and does not ask about employment impact. The questions therefore target different constructs (work-limitation vs specific mobility difficulty) and are not interchangeable.,no,CPS_0617,gpt-5-mini
