survey,source_q_id,source_text,best_match_q_id,best_match_text,subtopic,best_feasibility,barrier_category,barrier_subcode,barrier_description,confidence,score_borda,score_entropy,triage_quadrant,specific_conflicts,arbitrator_reasoning,pair_id
FOODAPS,FOODAPS_140,"During the past 30 days, have you or anyone in your household received a free meal from a place of worship, shelter, home-delivered meal service like Meals on Wheels, or other place that helps with free meals?",ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"Survey measures receipt of free prepared meals from community providers (shelters, Meals on Wheels, places of worship); ACS measures SNAP/Food Stamp benefit receipt. These are fundamentally different food assistance constructs - charitable in-kind meal provision versus government purchasing assistance. | Free meal receipt from community providers (past 30 days) vs SNAP/Food Stamp benefit receipt (past 12 months): different food assistance constructs/modalities (in-kind meals vs purchasing benefits) and reference periods.","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (concept definition) with F3 (incompatible) feasibility. Their reasoning is consistent and compelling: the questions measure fundamentally different food assistance constructs. The survey question asks about receiving free prepared meals from charitable/community sources (shelters, Meals on Wheels, places of worship), while the ACS asks about SNAP benefits, which provide electronic purchasing power for groceries. These represent entirely different modalities of food assistance - in-kind meal provision versus government benefit receipt for self-purchased food. While there is also a temporal difference (30 days vs 12 months), the primary barrier is the construct difference, as even with aligned time periods these questions would not be measuring the same thing. The concept definition difference is the binding constraint that makes harmonization impossible. ||| [Openai — F3/CC.1] All three raters correctly identify a primary construct mismatch. The survey question measures receipt of free prepared meals from charitable/community providers (e.g., place of worship, shelter, Meals on Wheels) over the past 30 days, while the ACS item measures receipt of SNAP/Food Stamp benefits (a government purchasing benefit) over the past 12 months. These are different types of food assistance with different meanings and eligibility/administration; one cannot be recoded into the other. The time-frame difference is secondary because even with aligned periods the underlying constructs (in-kind meal provision vs cash-equivalent benefit receipt) remain non-equivalent, making harmonization infeasible beyond very broad, lossier aggregation not supported by the items.",FOODAPS_0605
FOODAPS,FOODAPS_16,About how much of the meal planning or meal preparation do you do for your household?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"FOODAPS measures household meal planning/preparation behavior and role allocation; ACS asks about interview data quality/validity concerns. These are completely unrelated constructs with no harmonization pathway. | Meal planning/preparation responsibility (household behavior) vs interview usability/data-quality flag (metadata), with no conceptual overlap.","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and correct: the FOODAPS question measures a substantive behavioral construct (respondent's role in household meal planning/preparation), while the ACS question is a meta-survey/administrative item about data quality and interview validity. These represent fundamentally different measurement domains with no conceptual overlap whatsoever. The core concepts being measured are entirely unrelated, making this a clear case of construct incompatibility at the definitional level. ||| [Openai — F3/CC.1] All three raters agree the items measure entirely different constructs: the survey question captures the respondent’s household behavioral role/responsibility in meal planning/preparation, while the ACS question is a meta-survey data-quality/permission flag about whether the interview should be used. Because there is no overlapping concept to align (not a timing, population, or response-scale issue), harmonization is fundamentally incompatible.",FOODAPS_0236
FOODAPS,FOODAPS_17,About how much of the meal planning or meal preparation do you do for your food sharing group?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,FOODAPS measures respondent's share of meal planning/preparation within their food-sharing group (substantive behavioral construct); ACS asks about data quality/interview validity (paradata/metadata). Completely different conceptual domains with no harmonization pathway. | Behavioral role in meal planning/preparation for a food-sharing group vs interview usability/data-quality assessment,"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and correct: the FOODAPS question measures a substantive behavioral construct (meal planning/preparation role within a food-sharing group), while the ACS question is a data quality/paradata item asking whether interview information should be excluded. These represent fundamentally different constructs with no conceptual overlap - one measures household food-related behavior while the other assesses data validity. The questions cannot be harmonized as they measure entirely different domains. ||| [Openai — F3/CC.1] All three raters agree the items measure entirely different constructs: FOODAPS asks about the respondent’s role in meal planning/preparation within a food-sharing group (substantive behavioral division of labor), while the ACS item is a paradata/data-quality flag about whether the interview information should be used. Because the concepts and purposes do not overlap, there is no meaningful common variable to harmonize; any mapping would be arbitrary rather than a recode or adjustment.",FOODAPS_0240
FOODAPS,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)",F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,FOODAPS measures government rent subsidy receipt (housing assistance for renters) while ACS measures annual real estate tax amounts (property owner tax liability) - completely different financial constructs targeting different housing tenure populations with no conceptual overlap. | Government rent subsidy coverage (yes/no/partial) vs annual real estate tax amount on the property—different housing cost constructs and typically different respondent universes (renters vs owners).,"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. This is clearly correct: the FOODAPS question asks about government rent subsidies (whether rent is covered by government assistance), while the ACS question asks about annual real estate taxes on property. These are fundamentally different financial constructs - one measures receipt of housing assistance (typically for renters), while the other measures property tax liability (for property owners). The questions target different housing tenure populations and measure entirely unrelated housing cost concepts. There is no logical pathway to harmonize rent subsidy status with property tax amounts. ||| [Openai — F3/CC.1] All three raters agree the items measure fundamentally different constructs. The survey question measures whether rent is subsidized by government (receipt/coverage of rental assistance, typically among renters). The ACS question measures the dollar amount of annual real estate taxes on a property (a property ownership expense). Because the core concepts are unrelated and generally apply to different housing tenures, there is no defensible transformation or bridging rule to harmonize them beyond trivial missing/NA mapping, so they are incompatible.",FOODAPS_0264
FOODAPS,FOODAPS_171,Is your rent/your household’s rent covered fully by a local public housing authority or other public agency?,ACS_57,"What is the monthly rent for this house, apartment, or mobile home?",Rental,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"Survey asks whether rent is fully covered by a public housing authority (subsidy/coverage status - categorical), while ACS asks for the monthly rent amount (continuous dollar value). These measure fundamentally different constructs that cannot be reconciled. | Rent subsidy/coverage status (fully covered by public agency) vs. monthly rent amount (dollar value) are different constructs with no direct mapping.","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and correct: the survey question asks about rent subsidy/coverage status (a binary categorical measure of whether rent is fully covered by a public housing authority), while the ACS question asks for the actual monthly rent amount (a continuous monetary value). These are fundamentally different constructs - one measures public assistance status, the other measures housing cost. Knowing the dollar amount of rent provides no information about whether that rent is subsidized or covered by a public agency, making these questions incompatible for harmonization. ||| [Openai — F3/CC.1] All three raters correctly identify a construct mismatch. The survey question measures whether rent is fully covered by a public agency (housing assistance/coverage status), while the ACS item measures the numeric monthly rent amount. These are not alternative measures of the same underlying variable: a reported rent amount does not determine whether it is subsidized/fully covered, and a subsidy/coverage status does not yield the rent amount. Because the core concept differs, the questions are fundamentally incompatible for direct harmonization.",FOODAPS_0569
FOODAPS,FOODAPS_183,"Last week, did you do any work for either pay or profit? ",ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,Work activity (did any work for pay/profit) vs. employment status condition (on layoff from a job) - fundamentally different employment concepts that cannot be equated | Work activity last week (did any work for pay/profit) versus layoff-from-job status last week (employment status/separation condition),"[Anthropic — F3/CC.1] Two raters (A and C) coded CC.1 (concept definition), while Rater B coded CC.2 (operationalization). All three agree on F3 feasibility. The core issue is that these questions measure fundamentally different concepts: one asks about actual work activity (did you work for pay/profit), while the other asks about layoff status (a specific employment condition). This is a concept definition difference (CC.1) rather than merely different operationalizations of the same concept (CC.2). Being on layoff and doing work for pay are distinct labor force concepts - a person on layoff could still do some work, and a person not on layoff might not have worked. These represent different definitional categories in employment measurement, not different ways of measuring the same underlying construct. ||| [Openai — F3/CC.1] The two items are not measuring the same underlying construct. The survey question measures actual work activity in the reference week (worked for pay/profit), while the ACS question measures a specific employment status condition (on layoff from a job) that is conceptually distinct and not the complement of working. Someone can be on layoff yet still do some paid work (e.g., temporary/gig work), and someone not on layoff may still not have worked last week for many other reasons. Because the core meaning differs (work activity vs layoff status), there is no defensible direct crosswalk without imposing strong, untestable assumptions about labor force classification and routing, making harmonization effectively incompatible.",FOODAPS_0057
FOODAPS,FOODAPS_187,Did you retire early because of a disability?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"FoodAPS measures disability as a cause for early retirement (labor market exit rationale), while ACS measures a specific sensory functional limitation (hearing difficulty). These represent fundamentally different conceptualizations of disability - one behavioral/economic, one physiological/functional. | Causal reason for early retirement due to (any) disability versus point-in-time hearing impairment status (specific functional limitation).","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (concept definition difference) with F3 (incompatible) feasibility. Their reasoning is consistent and compelling: the FoodAPS question measures disability as a causal factor in an employment/retirement decision (behavioral outcome), while the ACS question measures a specific functional limitation (hearing impairment). These are fundamentally different constructs - one captures labor market behavior attributed to disability broadly, while the other captures presence of a specific sensory impairment. There is no logical or statistical bridge between these concepts: having a hearing disability does not imply early retirement, and retiring early due to disability does not imply hearing loss specifically. The constructs cannot be harmonized without losing conceptual validity. ||| [Openai — F3/CC.1] All three raters correctly identify a construct-definition mismatch. The survey question asks about an employment transition and its causal attribution (early retirement due to any disability), whereas the ACS item asks about presence of a specific functional limitation (serious difficulty hearing/deafness). These measure different underlying concepts (labor-force exit reason vs sensory impairment status) with no defensible crosswalk: hearing difficulty neither implies early retirement nor captures the broader category of “disability” as a retirement cause. Therefore the items are not harmonizable beyond losing conceptual validity.",FOODAPS_0571
FOODAPS,FOODAPS_188,Did you retire early because of a disability?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,FoodAPS operationalizes disability through its causal relationship to early retirement decision; ACS operationalizes disability as a specific functional impairment (hearing). These are fundamentally different constructs that cannot be reconciled. | Causal attribution of early retirement due to disability (FoodAPS) vs point-in-time hearing difficulty status (ACS); different constructs and scope.,"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and compelling: the FoodAPS question asks about disability as a causal factor in early retirement (a behavioral/decision outcome), while the ACS question asks about hearing impairment as a specific functional limitation. These represent fundamentally different conceptualizations of disability - one measures disability through its consequences on work behavior, the other measures a specific sensory impairment. Even if someone has serious hearing difficulty, this doesn't indicate whether they retired early due to any disability, and conversely, someone who retired early due to disability may not have hearing impairment. The constructs cannot be meaningfully harmonized. ||| [Openai — F3/CC.1] All three raters agree and their reasoning is correct: the FoodAPS item measures whether disability caused an early retirement decision (a work/retirement outcome attribution), while the ACS item measures presence of a specific functional limitation (hearing difficulty) irrespective of employment history or retirement timing. The core concept being measured is different (cause-of-retirement vs disability status, and general disability vs a single impairment domain), so there is no valid crosswalk that preserves meaning; harmonization would require redefining one construct into the other, not recoding.",FOODAPS_0577
FOODAPS,FOODAPS_193,"Are you currently looking for a job, either full or part time?",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"FOODAPS measures job-seeking behavior (labor market search activity); ACS measures actual work performance (employment status). These are distinct labor force concepts that cannot be reliably inferred from one another. | Job-search status (currently looking for work) vs employment activity (worked for pay last week)—different constructs and reference frames, not directly reconcilable.","[Anthropic — F3/CC.1] Two raters (B and C) coded CC.1 (concept definition), while Rater A coded CC.2 (operationalization). All three agree on F3 feasibility and that these questions measure fundamentally different constructs. The key distinction is that FOODAPS asks about job-seeking behavior (an indicator of unemployment or underemployment) while ACS asks about actual work activity (an indicator of employment). These are different core concepts in labor force measurement - one measures job search status, the other measures employment status. A person could be working and still looking for a job, or not working and not looking. CC.1 is more appropriate than CC.2 because the fundamental concepts being measured (job-seeking vs. working) are different, not just different behavioral indicators of the same underlying concept. ||| [Openai — F3/CC.1] The two questions measure fundamentally different labor-force constructs: FOODAPS asks about current job-search status (actively looking for a job), while the ACS item asks about having worked for pay during the specific reference week (employment activity). These are not alternative wordings of the same concept; a person can be employed and still looking, or not employed and not looking. The temporal reference difference reinforces the construct mismatch but is secondary to the core conceptual incompatibility, making direct harmonization infeasible.",FOODAPS_0085
FOODAPS,FOODAPS_199,What shift or shifts do you work? Select all that apply,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"Survey asks for shift type/timing (categorical work schedule classification) while ACS asks for hours worked per week (quantitative labor intensity measure) - fundamentally different employment constructs with no derivable relationship | Shift type/timing (categorical, multi-select) vs usual hours worked per week (numeric quantity, job/rate-specific); constructs are not directly comparable.","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. The questions measure fundamentally different constructs: the survey question asks about shift type/timing (day, night, rotating, etc.) which is a categorical classification of work schedule, while the ACS question asks about hours worked per week, which is a quantitative measure of work intensity. These are orthogonal dimensions of employment - knowing someone works a night shift tells you nothing about how many hours they work, and knowing hours worked tells you nothing about shift timing. There is no logical or statistical bridge between these constructs. ||| [Openai — F3/CC.1] All three raters agree the pair measures different core concepts: the survey item captures work shift(s) (timing/schedule categories, multi-select) whereas the ACS item captures usual hours worked per week (quantitative work intensity) in a specific pay-rate/job context. Because the underlying construct differs (schedule timing vs amount of work), there is no defensible transformation or statistical adjustment that would make them comparable; the response-format difference is secondary to the construct mismatch.",FOODAPS_0334
FOODAPS,FOODAPS_200,What shift or shifts do you work across all  jobs? Select all that apply.,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"FOODAPS measures categorical shift type/schedule across all jobs (when work occurs), while ACS measures quantitative hours per week at a specific rate (how much work occurs) - fundamentally different work constructs. | Shift schedule/type across all jobs (categorical, multi-select) vs usual hours worked per week at a given job/rate (numeric quantity)","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Construct: Concept definition) with F3 (Incompatible) feasibility. The questions measure fundamentally different constructs: FOODAPS asks about shift type/schedule (categorical classification of when work occurs - day shift, night shift, rotating, etc.) while ACS asks about hours worked per week (a quantitative measure of work duration). These are entirely different dimensions of work - timing/schedule pattern versus quantity of time. Additionally, all raters correctly note the scope difference (all jobs vs. specific rate/job), but the primary barrier is the construct mismatch. Shift type cannot be derived from hours, and hours cannot be derived from shift type, making these incompatible for harmonization. ||| [Openai — F3/CC.1] All three raters agree the binding issue is a construct mismatch. The survey item measures work shift type(s) (a schedule/temporal placement attribute) across all jobs, while the ACS item measures quantity of labor (usual hours worked per week) tied to a specific job/pay-rate context. Because these questions capture fundamentally different underlying concepts (shift timing vs hours worked) and are not transformable into each other, harmonization is not feasible beyond acknowledging non-comparability.",FOODAPS_0342
FOODAPS,FOODAPS_210,"Did you receive any wages, salary, commissions, bonuses, or tips last month?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings,F3,CC,CC.2,Operationalization,HIGH,0.0,0.33,Q2,"Survey asks binary yes/no about receipt of wages/salary/commissions/bonuses/tips last month (occurrence indicator); ACS asks about preferred reporting basis for earnings (hourly/weekly/annually/other) - a format preference question, not an income receipt question | Binary receipt of any wages/earnings last month versus categorical preference for reporting earnings time unit (hourly/weekly/annually/other) for main job—different constructs with no mappable overlap.","[Anthropic — F3/CC.2] All three raters unanimously agree on CC.2 (operationalization difference) with F3 (incompatible) feasibility. This is clearly correct: the survey question asks a binary yes/no about whether wages were received in the past month (measuring occurrence of income receipt), while the ACS question asks about the respondent's preferred reporting format for earnings (hourly, weekly, annually, etc.). These are fundamentally different constructs - one measures whether income was received, the other is a meta-question about how to report earnings amounts. There is no logical pathway to harmonize these questions as they capture entirely different information. ||| [Openai — F3/CC.2] All three raters agree the items are not measuring the same underlying variable. The survey question is a behavioral/occurrence measure (whether any wage-type income was received in the last month). The ACS question is a meta-reporting format item about the preferred time basis for stating total earnings for the main job (hourly/weekly/annually/other), with no direct information about whether wages were received in a given period. Because the operationalizations target different constructs (receipt vs reporting unit preference) and differ in universe (any wages vs main job) and time reference (last month vs unspecified/typical), there is no valid recode or adjustment to harmonize them into a common variable.",FOODAPS_0452
FOODAPS,FOODAPS_248,"Are the following people able and willing to answer additional questions about health, school, work and income for themselves, or will you answer for them? ",ACS_17,Why do you think the data should not be used?,Household,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"FOODAPS measures proxy response capability/willingness for substantive questions; ACS asks for reasons why data should not be used - completely different survey administration constructs | Proxy-response capability/willingness for household members vs reasons the data should not be used (data-use objection), i.e., non-overlapping constructs.","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and correct: the FOODAPS question asks about respondents' ability/willingness to self-report or use a proxy for substantive survey questions, while the ACS question asks respondents to explain why they believe data should not be used. These are fundamentally different constructs - one measures proxy response capability/willingness, the other measures data quality concerns or reasons for data invalidity. There is no logical relationship between these concepts that would allow harmonization. ||| [Openai — F3/CC.1] The two questions are about entirely different underlying concepts and purposes. The survey question is a roster/proxy-respondent determination (whether household members can/will self-answer additional modules or require a proxy), whereas the ACS question elicits reasons for objecting to the use of data. Because there is no shared construct to map (proxy capability/consent vs perceived data misuse/validity concerns), harmonization is not possible beyond noting they are both administrative in nature. Thus the binding constraint is a construct mismatch, making them incompatible.",FOODAPS_0257
FOODAPS,FOODAPS_249,"Are the following people able and willing to complete daily surveys about what food they get each day over the next week, or will you answer for them?",ACS_16,Is there any reason the information from this interview should NOT be used?,Household,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,FOODAPS measures prospective ability/willingness to complete daily food surveys (proxy eligibility determination) while ACS measures retrospective data quality concerns (interview validity assessment) - entirely different survey administration constructs | FOODAPS measures respondent ability/willingness (and proxy need) for a planned daily food diary task; ACS measures whether the completed interview data should be used (overall data quality/validity).,"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and compelling: the FOODAPS question asks about respondent ability/willingness to complete a specific prospective data collection task (daily food surveys) and identifies proxy response needs, while the ACS question is a retrospective data quality assessment asking whether the interview information should be excluded. These are fundamentally different constructs - one is about future participation capability and the other is about past data validity. The concepts have no meaningful overlap that would allow harmonization. ||| [Openai — F3/CC.1] All three raters converge that the items are not measuring the same underlying concept. The FOODAPS question is an eligibility/consent-style assessment about ability and willingness to participate in a forthcoming 7-day daily food reporting task and whether a proxy will answer. The ACS question is a post-interview data-utility/quality flag asking whether the collected interview information should be used at all. These are distinct constructs (future participation capability/proxy arrangements vs interviewer judgment about usability of already-collected data), so there is no meaningful common variable to harmonize; any mapping would be speculative rather than a recode or adjustment.",FOODAPS_0260
FOODAPS,FOODAPS_250,Does NAME have their own email address?,ACS_46,"At this house, apartment, or mobile home – do you or any member of this household have access to the Internet?",Computer & Internet Use,F3,CC,CC.2,Operationalization,HIGH,0.0,0.33,Q2,Individual email address ownership (personal communication tool) vs. household Internet access (connectivity infrastructure) - fundamentally different constructs measured at different units of analysis | Individual email address ownership vs household-level Internet access (different indicators and units of analysis),"[Anthropic — F3/CC.1] All three raters agree on F3 feasibility, recognizing these questions are fundamentally incompatible. The primary barrier is a construct difference: one question asks about individual email ownership (a specific personal communication tool) while the other asks about household-level Internet access (general connectivity infrastructure). Rater A correctly identifies CC.1 (concept definition) as the primary barrier because the core concepts being measured are fundamentally different - email ownership vs. Internet access. While Rater B's CC.2 (operationalization) has merit, the difference here is more fundamental than just different behavioral indicators of the same concept - these are genuinely different constructs. Rater C's PC.1 (population/coverage) captures the individual vs. household unit difference, but per the taxonomy hierarchy, CC takes precedence when the construct difference is the binding constraint. The unit of analysis difference (individual vs. household) is secondary to the fact that email ownership and Internet access are conceptually distinct. ||| [Openai — F3/CC.2] The binding issue is a construct/operationalization mismatch: the survey measures whether an individual has a personal email address, while the ACS item measures whether anyone in the household has Internet access at the housing unit. These are different indicators of digital connectivity and are not transformable into one another without strong, generally unjustified assumptions (e.g., that household Internet implies individual email ownership). The difference in unit of analysis (individual vs household) reinforces the construct incompatibility, making direct harmonization infeasible.",FOODAPS_0152
FOODAPS,FOODAPS_251,What is NAME’s email address?,ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types of computers?",Computer & Internet Use,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"Survey asks for individual's actual email address (personal identifier/contact information); ACS asks about household computer ownership (device/asset ownership). These are fundamentally different constructs with no logical relationship. | Individual email address (PII identifier) vs household computer ownership/use (technology asset/usage); unrelated constructs and units of analysis, not harmonizable.","[Anthropic — F3/CC.1] Raters A and B both correctly identified CC.1 (Concept definition) as the primary barrier, while Rater C coded RS.1 (Scale type). While there is indeed a response scale difference (open-ended text vs. categorical), the fundamental issue is that these questions measure completely different constructs: one collects a personal email address (contact information/identifier), while the other asks about computer ownership in the household. Per the coding hierarchy rule that CC > RS when scale difference reflects construct difference, CC.1 is the appropriate primary code. The questions have no conceptual relationship whatsoever - email address collection and computer ownership are entirely different domains. All three raters correctly identified F3 (Incompatible) feasibility since these cannot be harmonized. ||| [Openai — F3/CC.1] The two questions measure entirely different constructs: one collects an individual’s email address (PII contact identifier) while the ACS item measures household computer ownership/use (a technology asset/usage concept). The response format difference (free-text string vs categorical) is secondary; the primary binding barrier is construct non-equivalence, making harmonization impossible beyond noting they are unrelated.",FOODAPS_0154
FOODAPS,FOODAPS_252,"We can also send updates, notifications, and survey links via text message. Would [Name] like us to contact them by text message?",ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types of computers?",Computer & Internet Use,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,Text message contact consent/preference (individual communication channel choice) vs. household computer ownership/use (technology asset inventory) - completely different constructs measuring unrelated concepts | Individual SMS contact consent/preference versus household computer ownership/use (different construct and unit of measurement),"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. This is clearly correct: the survey question asks about an individual's consent/preference to receive text message communications (a procedural/administrative question about contact mode preference), while the ACS question asks about household computer ownership/use (a technology asset inventory question). These are fundamentally different constructs - one measures communication channel consent, the other measures device possession. There is no conceptual overlap that would allow any form of harmonization. ||| [Openai — F3/CC.1] All three raters agree the items measure fundamentally different constructs. The survey question is an individual consent/preference for being contacted via SMS (communication permission and preferred mode), while the ACS item measures household ownership/use of computer types (technology assets) with a different unit of analysis (named person vs any household member/household). Because the underlying concepts and measurement targets do not align, there is no meaningful recode or adjustment that would harmonize them.",FOODAPS_0157
FOODAPS,FOODAPS_253,Please enter the cell phone number where NAME wishes to receive text messages,ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types of computers?",Computer & Internet Use,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,Personal contact information collection (cell phone number for text messages) vs. household technology ownership measurement (computer ownership/use) | Individual cell phone number for texting (contact information) vs household computer ownership/use (technology access/asset),"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and correct: the FOODAPS question collects personal contact information (a cell phone number for text messaging purposes), while the ACS question measures household technology ownership (computers). These are fundamentally different constructs with no conceptual overlap. One is administrative/contact data collection, the other is a substantive measure of technology access. The questions cannot be harmonized as they measure entirely different things. ||| [Openai — F3/CC.1] The survey question collects an individual's cell phone number for receiving text messages (contact/administrative information). The ACS question measures household computer ownership/use (technology access/asset). These are fundamentally different constructs with no conceptual overlap and different units of measurement (individual contact detail vs household device ownership), so they cannot be harmonized into a common variable beyond creating a very high-level, not-equivalent 'contact/technology' theme.",FOODAPS_0160
FOODAPS,FOODAPS_279,What shift or shifts does NAME work? Please check all that apply.,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"FOODAPS measures work shift timing/schedule (categorical: day/night/rotating shifts), while ACS measures work volume (numeric hours per week) - fundamentally different employment constructs with no logical transformation between them. | Shift/schedule timing (categorical, possibly multi-select) vs usual hours worked per week (numeric quantity of work); fundamentally different constructs with no direct transformation.","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and correct: the FOODAPS question asks about work shift timing/schedule (day shift, night shift, rotating, etc.), which is a categorical classification of when work occurs. The ACS question asks about hours worked per week, which measures work volume/intensity. These are fundamentally different constructs measuring different dimensions of employment - one captures temporal scheduling patterns while the other captures quantity of labor. There is no logical transformation between shift type and hours per week without substantial external data, making these incompatible for harmonization. ||| [Openai — F3/CC.1] All three raters agree the two items measure different core concepts: the survey question captures work shift timing/type (e.g., day/evening/night/rotating; potentially multiple selections), while the ACS item measures usual hours worked per week (a quantitative workload/intensity measure). This is a construct mismatch, not merely a response-scale issue, because even with a common format you cannot infer weekly hours from shift type without additional, non-asked information (hours per shift, days worked, overtime, multiple jobs, etc.). Therefore the items are not meaningfully harmonizable and are incompatible.",FOODAPS_0358
FOODAPS,FOODAPS_280,What shift or shifts does NAME work across all  jobs?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year",F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,FOODAPS measures shift type/timing (categorical: day/night/rotating) across all jobs; ACS measures hours worked per week (numeric quantity) at a specific pay rate - fundamentally different employment constructs | Shift type/timing across all jobs (categorical schedule construct) vs usual hours worked per week at this rate (numeric hours/intensity construct).,"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and sound: the FOODAPS question asks about shift timing/type (day, night, rotating shifts) across all jobs, which is a categorical measure of when work occurs. The ACS question asks about hours worked per week at a specific pay rate, which is a numeric measure of work intensity/volume. These represent fundamentally different constructs in labor statistics - temporal pattern of work versus quantity of work hours. No statistical transformation or crosswalk can convert shift type information into hours worked or vice versa, making these questions incompatible for harmonization. ||| [Openai — F3/CC.1] All three raters correctly identify that the two items measure different core constructs: FOODAPS asks about work shift pattern/time-of-day across all jobs, while the ACS item asks about usual weekly hours worked (a quantity/intensity measure) tied to a particular pay rate/job context. Because the underlying concepts are not the same, there is no defensible crosswalk or recode that would make responses comparable; the mismatch is conceptual (construct definition) rather than merely a response-scale formatting issue.",FOODAPS_0367
